"Country or Area","Year(s)","GENDER","EDUCATION LEVEL","RESIDENCE AREA","WEALTH QUINTILE","Value","Value Footnotes"
"Bangladesh","2006","","","Urban","","97.8",""
"Bangladesh","2006","","","Rural","","96.8",""
"Bangladesh","2006","","","","Q1 (Poorest)","94.1",""
"Bangladesh","2006","","","","Q2","97.1",""
"Bangladesh","2006","","","","Q3","96.8",""
"Bangladesh","2006","","","","Q4","99.0",""
"Bangladesh","2006","","","","Q5 (Richest)","99.1",""
"Bangladesh","2006","","None","","","94.6",""
"Bangladesh","2006","","Primary","","","97.2",""
"Bangladesh","2006","","Secondary or higher","","","99.0",""
"Bangladesh","2006","Female","","","","96.3",""
"Bangladesh","2006","Male","","","","97.7",""
"Bangladesh","2004","","","Urban","","94.2",""
"Bangladesh","2004","","","Rural","","93.2",""
"Bangladesh","2004","","","","Q1 (Poorest)","87.1",""
"Bangladesh","2004","","","","Q2","95.5",""
"Bangladesh","2004","","","","Q3","94.9",""
"Bangladesh","2004","","","","Q4","94.2",""
"Bangladesh","2004","","","","Q5 (Richest)","98.0",""
"Bangladesh","2004","","None","","","89.0",""
"Bangladesh","2004","","Primary","","","94.5",""
"Bangladesh","2004","","Secondary or higher","","","97.0",""
"Bangladesh","2004","Female","","","","93.4",""
"Bangladesh","2004","Male","","","","93.4",""
"Belarus","2005","","","Urban","","99.6",""
"Belarus","2005","","","Rural","","99.5",""
"Belarus","2005","","","","Q1 (Poorest)","100.0",""
"Belarus","2005","","","","Q2","99.1",""
"Belarus","2005","","","","Q3","100.0",""
"Belarus","2005","","","","Q4","98.6",""
"Belarus","2005","","","","Q5 (Richest)","100.0",""
"Belarus","2005","","Secondary or higher","","","99.0",""
"Belarus","2005","Female","","","","99.0",""
"Belarus","2005","Male","","","","100.0",""
"Belize","2006","","","Urban","","98.0",""
"Belize","2006","","","Rural","","86.8",""
"Belize","2006","","","","Q1 (Poorest)","79.6","1"
"Belize","2006","","","","Q2","94.4","1"
"Belize","2006","","","","Q3","94.8","1"
"Belize","2006","","","","Q4","95.9","1"
"Belize","2006","","Secondary or higher","","","100.0",""
"Belize","2006","Female","","","","89.7",""
"Belize","2006","Male","","","","94.2",""
"Benin","2006","","","Urban","","93.9",""
"Benin","2006","","","Rural","","85.3",""
"Benin","2006","","","","Q1 (Poorest)","76.3",""
"Benin","2006","","","","Q2","84.8",""
"Benin","2006","","","","Q3","91.1",""
"Benin","2006","","","","Q4","94.1",""
"Benin","2006","","","","Q5 (Richest)","97.0",""
"Benin","2006","","None","","","85.0",""
"Benin","2006","","Primary","","","97.4",""
"Benin","2006","","Secondary or higher","","","97.6",""
"Benin","2006","Female","","","","89.2",""
"Benin","2006","Male","","","","87.5",""
"Benin","2001","","","Urban","","91.0",""
"Benin","2001","","","Rural","","89.2",""
"Benin","2001","","","","Q1 (Poorest)","80.6",""
"Benin","2001","","","","Q2","86.6",""
"Benin","2001","","","","Q3","90.2",""
"Benin","2001","","","","Q4","97.2",""
"Benin","2001","","","","Q5 (Richest)","96.1",""
"Benin","2001","","None","","","86.8",""
"Benin","2001","","Primary","","","96.8",""
"Benin","2001","","Secondary or higher","","","98.8",""
"Benin","2001","Female","","","","89.5",""
"Benin","2001","Male","","","","90.2",""
"Bolivia (Plurinational State of)","2008","","","Urban","","98.7",""
"Bolivia (Plurinational State of)","2008","","","Rural","","98.1",""
"Bolivia (Plurinational State of)","2008","","","","Q1 (Poorest)","97.2",""
"Bolivia (Plurinational State of)","2008","","","","Q2","98.6",""
"Bolivia (Plurinational State of)","2008","","","","Q3","98.6",""
"Bolivia (Plurinational State of)","2008","","","","Q4","99.3",""
"Bolivia (Plurinational State of)","2008","","","","Q5 (Richest)","99.3",""
"Bolivia (Plurinational State of)","2008","","None","","","99.2",""
"Bolivia (Plurinational State of)","2008","","Primary","","","97.5",""
"Bolivia (Plurinational State of)","2008","","Secondary or higher","","","99.5",""
"Bolivia (Plurinational State of)","2008","Female","","","","98.8",""
"Bolivia (Plurinational State of)","2008","Male","","","","98.1",""
"Bolivia (Plurinational State of)","2003","","","Urban","","95.0",""
"Bolivia (Plurinational State of)","2003","","","Rural","","91.2",""
"Bolivia (Plurinational State of)","2003","","","","Q1 (Poorest)","91.1",""
"Bolivia (Plurinational State of)","2003","","","","Q2","90.1",""
"Bolivia (Plurinational State of)","2003","","","","Q3","92.3",""
"Bolivia (Plurinational State of)","2003","","","","Q4","97.9",""
"Bolivia (Plurinational State of)","2003","","","","Q5 (Richest)","99.1",""
"Bolivia (Plurinational State of)","2003","","None","","","89.2",""
"Bolivia (Plurinational State of)","2003","","Primary","","","91.6",""
"Bolivia (Plurinational State of)","2003","","Secondary or higher","","","97.7",""
"Bolivia (Plurinational State of)","2003","Female","","","","92.8",""
"Bolivia (Plurinational State of)","2003","Male","","","","94.0",""
"Bosnia and Herzegovina","2006","","","Urban","","97.9",""
"Bosnia and Herzegovina","2006","","","Rural","","98.1",""
"Bosnia and Herzegovina","2006","","","","Q1 (Poorest)","95.7",""
"Bosnia and Herzegovina","2006","","","","Q2","97.4",""
"Bosnia and Herzegovina","2006","","","","Q3","99.3",""
"Bosnia and Herzegovina","2006","","","","Q4","99.5",""
"Bosnia and Herzegovina","2006","","","","Q5 (Richest)","97.9",""
"Bosnia and Herzegovina","2006","","Primary","","","96.4",""
"Bosnia and Herzegovina","2006","","Secondary or higher","","","98.7",""
"Bosnia and Herzegovina","2006","Female","","","","98.4",""
"Bosnia and Herzegovina","2006","Male","","","","97.7",""
"Burkina Faso","2006","","","Urban","","98.6",""
"Burkina Faso","2006","","","Rural","","90.1",""
"Burkina Faso","2006","","","","Q1 (Poorest)","87.2",""
"Burkina Faso","2006","","","","Q2","87.3",""
"Burkina Faso","2006","","","","Q3","92.9",""
"Burkina Faso","2006","","","","Q4","94.1",""
"Burkina Faso","2006","","","","Q5 (Richest)","98.9",""
"Burkina Faso","2006","","None","","","90.7",""
"Burkina Faso","2006","","Primary","","","98.7",""
"Burkina Faso","2006","","Secondary or higher","","","94.5","1"
"Burkina Faso","2006","Female","","","","92.9",""
"Burkina Faso","2006","Male","","","","90.9",""
"Burkina Faso","2003","","","Urban","","96.5",""
"Burkina Faso","2003","","","Rural","","78.7",""
"Burkina Faso","2003","","","","Q1 (Poorest)","71.8",""
"Burkina Faso","2003","","","","Q2","76.9",""
"Burkina Faso","2003","","","","Q3","79.8",""
"Burkina Faso","2003","","","","Q4","84.5",""
"Burkina Faso","2003","","","","Q5 (Richest)","94.4",""
"Burkina Faso","2003","","None","","","79.7",""
"Burkina Faso","2003","","Primary","","","86.6",""
"Burkina Faso","2003","","Secondary or higher","","","96.8",""
"Burkina Faso","2003","Female","","","","80.5",""
"Burkina Faso","2003","Male","","","","81.4",""
"Burundi","2005","","","Urban","","93.5",""
"Burundi","2005","","","Rural","","89.5",""
"Burundi","2005","","","","Q1 (Poorest)","88.6",""
"Burundi","2005","","","","Q2","90.8",""
"Burundi","2005","","","","Q3","90.0",""
"Burundi","2005","","","","Q4","90.0",""
"Burundi","2005","","","","Q5 (Richest)","88.3",""
"Burundi","2005","","None","","","83.8",""
"Burundi","2005","","Primary","","","91.2",""
"Burundi","2005","","Secondary or higher","","","94.3",""
"Burundi","2005","Female","","","","88.7",""
"Burundi","2005","Male","","","","90.6",""
"Cambodia","2010","","","Urban","","97.1",""
"Cambodia","2010","","","Rural","","93.8",""
"Cambodia","2010","","","","Q1 (Poorest)","91.1",""
"Cambodia","2010","","","","Q2","91.9",""
"Cambodia","2010","","","","Q3","96.0",""
"Cambodia","2010","","","","Q4","97.7",""
"Cambodia","2010","","","","Q5 (Richest)","96.3",""
"Cambodia","2010","","None","","","83.5",""
"Cambodia","2010","","Primary","","","95.7",""
"Cambodia","2010","","Secondary or higher","","","97.7",""
"Cambodia","2010","Female","","","","94.1",""
"Cambodia","2010","Male","","","","94.5",""
"Cambodia","2005","","","Urban","","91.9",""
"Cambodia","2005","","","Rural","","91.3",""
"Cambodia","2005","","","","Q1 (Poorest)","87.0",""
"Cambodia","2005","","","","Q2","92.3",""
"Cambodia","2005","","","","Q3","90.6",""
"Cambodia","2005","","","","Q4","95.8",""
"Cambodia","2005","","","","Q5 (Richest)","93.4",""
"Cambodia","2005","","None","","","85.3",""
"Cambodia","2005","","Primary","","","92.2",""
"Cambodia","2005","","Secondary or higher","","","96.7",""
"Cambodia","2005","Female","","","","90.5",""
"Cambodia","2005","Male","","","","92.2",""
"Cambodia","2000","","","Urban","","75.4",""
"Cambodia","2000","","","Rural","","70.8",""
"Cambodia","2000","","","","Q1 (Poorest)","65.8",""
"Cambodia","2000","","","","Q2","62.9",""
"Cambodia","2000","","","","Q3","73.0",""
"Cambodia","2000","","","","Q4","76.1",""
"Cambodia","2000","","","","Q5 (Richest)","89.2",""
"Cambodia","2000","","None","","","59.9",""
"Cambodia","2000","","Primary","","","74.2",""
"Cambodia","2000","","Secondary or higher","","","86.9",""
"Cambodia","2000","Female","","","","71.5",""
"Cambodia","2000","Male","","","","71.2",""
"Cameroon","2006","","","Urban","","94.0",""
"Cameroon","2006","","","Rural","","88.7",""
"Cameroon","2006","","","","Q1 (Poorest)","81.8",""
"Cameroon","2006","","","","Q2","94.4",""
"Cameroon","2006","","","","Q3","89.3",""
"Cameroon","2006","","","","Q4","95.6",""
"Cameroon","2006","","","","Q5 (Richest)","97.3",""
"Cameroon","2006","","None","","","81.1",""
"Cameroon","2006","","Primary","","","93.6",""
"Cameroon","2006","","Secondary or higher","","","98.2",""
"Cameroon","2006","Female","","","","90.0",""
"Cameroon","2006","Male","","","","91.8",""
"Cameroon","2004","","","Urban","","91.5",""
"Cameroon","2004","","","Rural","","80.8",""
"Cameroon","2004","","","","Q1 (Poorest)","76.1",""
"Cameroon","2004","","","","Q2","82.3",""
"Cameroon","2004","","","","Q3","87.4",""
"Cameroon","2004","","","","Q4","92.0",""
"Cameroon","2004","","","","Q5 (Richest)","95.0",""
"Cameroon","2004","","None","","","72.6",""
"Cameroon","2004","","Primary","","","88.2",""
"Cameroon","2004","","Secondary or higher","","","95.3",""
"Cameroon","2004","Female","","","","85.7",""
"Cameroon","2004","Male","","","","85.8",""
"Central African Republic","2006","","","Urban","","84.7",""
"Central African Republic","2006","","","Rural","","66.9",""
"Central African Republic","2006","","","","Q1 (Poorest)","62.8",""
"Central African Republic","2006","","","","Q2","64.9",""
"Central African Republic","2006","","","","Q3","73.0",""
"Central African Republic","2006","","","","Q4","80.4",""
"Central African Republic","2006","","","","Q5 (Richest)","91.2",""
"Central African Republic","2006","","None","","","59.3",""
"Central African Republic","2006","","Primary","","","79.6",""
"Central African Republic","2006","","Secondary or higher","","","93.2",""
"Central African Republic","2006","Female","","","","74.3",""
"Central African Republic","2006","Male","","","","73.6",""
"Chad","2004","","","Urban","","68.2",""
"Chad","2004","","","Rural","","33.3",""
"Chad","2004","","","","Q1 (Poorest)","13.8",""
"Chad","2004","","","","Q2","34.2",""
"Chad","2004","","","","Q3","41.8",""
"Chad","2004","","","","Q4","43.3",""
"Chad","2004","","","","Q5 (Richest)","67.8",""
"Chad","2004","","None","","","32.2",""
"Chad","2004","","Primary","","","59.6",""
"Chad","2004","","Secondary or higher","","","78.2",""
"Chad","2004","Female","","","","40.1",""
"Chad","2004","Male","","","","40.2",""
"Colombia","2010","","","Urban","","97.4",""
"Colombia","2010","","","Rural","","96.4",""
"Colombia","2010","","","","Q1 (Poorest)","95.6",""
"Colombia","2010","","","","Q2","97.5",""
"Colombia","2010","","","","Q3","98.7",""
"Colombia","2010","","","","Q4","97.4",""
"Colombia","2010","","","","Q5 (Richest)","96.8",""
"Colombia","2010","","None","","","96.4",""
"Colombia","2010","","Primary","","","96.6",""
"Colombia","2010","","Secondary or higher","","","97.4",""
"Colombia","2010","Female","","","","97.1",""
"Colombia","2010","Male","","","","97.2",""
"Colombia","2005","","","Urban","","98.2",""
"Colombia","2005","","","Rural","","94.5",""
"Colombia","2005","","","","Q1 (Poorest)","92.8",""
"Colombia","2005","","","","Q2","98.0",""
"Colombia","2005","","","","Q3","98.4",""
"Colombia","2005","","","","Q4","98.7",""
"Colombia","2005","","","","Q5 (Richest)","99.0",""
"Colombia","2005","","None","","","88.6",""
"Colombia","2005","","Primary","","","95.3",""
"Colombia","2005","","Secondary or higher","","","98.4",""
"Colombia","2005","Female","","","","96.3",""
"Colombia","2005","Male","","","","97.5",""
"Colombia","2000","","","Urban","","94.8",""
"Colombia","2000","","","Rural","","90.4",""
"Colombia","2000","","","","Q1 (Poorest)","87.8",""
"Colombia","2000","","","","Q2","94.3",""
"Colombia","2000","","","","Q3","94.5",""
"Colombia","2000","","","","Q4","97.0",""
"Colombia","2000","","","","Q5 (Richest)","95.5",""
"Colombia","2000","","None","","","77.6","1"
"Colombia","2000","","Primary","","","91.1",""
"Colombia","2000","","Secondary or higher","","","95.8",""
"Colombia","2000","Female","","","","93.9",""
"Colombia","2000","Male","","","","92.9",""
"Congo","2005","","","Urban","","97.6",""
"Congo","2005","","","Rural","","82.8",""
"Congo","2005","","","","Q1 (Poorest)","75.1",""
"Congo","2005","","","","Q2","85.4",""
"Congo","2005","","","","Q3","95.6",""
"Congo","2005","","","","Q4","98.4",""
"Congo","2005","","","","Q5 (Richest)","99.7",""
"Congo","2005","","None","","","69.9",""
"Congo","2005","","Primary","","","87.6",""
"Congo","2005","","Secondary or higher","","","94.4",""
"Congo","2005","Female","","","","91.3",""
"Congo","2005","Male","","","","88.8",""
"Côte d’Ivoire","2006","","","Urban","","94.9",""
"Côte d’Ivoire","2006","","","Rural","","79.8",""
"Côte d’Ivoire","2006","","","","Q1 (Poorest)","70.5",""
"Côte d’Ivoire","2006","","","","Q2","79.6",""
"Côte d’Ivoire","2006","","","","Q3","90.7",""
"Côte d’Ivoire","2006","","","","Q4","95.7",""
"Côte d’Ivoire","2006","","","","Q5 (Richest)","98.3",""
"Côte d’Ivoire","2006","","None","","","81.2",""
"Côte d’Ivoire","2006","","Primary","","","91.9",""
"Côte d’Ivoire","2006","","Secondary or higher","","","93.7",""
"Côte d’Ivoire","2006","Female","","","","84.4",""
"Côte d’Ivoire","2006","Male","","","","86.5",""
"Cuba","2006","","","Urban","","99.8",""
"Cuba","2006","","","Rural","","100.0",""
"Cuba","2006","","Primary","","","100.0",""
"Cuba","2006","","Secondary or higher","","","99.9",""
"Cuba","2006","Female","","","","99.8",""
"Cuba","2006","Male","","","","100.0",""
"Democratic Republic of the Congo","2007","","","Urban","","85.2",""
"Democratic Republic of the Congo","2007","","","Rural","","63.1",""
"Democratic Republic of the Congo","2007","","","","Q1 (Poorest)","61.8",""
"Democratic Republic of the Congo","2007","","","","Q2","62.2",""
"Democratic Republic of the Congo","2007","","","","Q3","62.4",""
"Democratic Republic of the Congo","2007","","","","Q4","83.2",""
"Democratic Republic of the Congo","2007","","","","Q5 (Richest)","95.2",""
"Democratic Republic of the Congo","2007","","None","","","55.5",""
"Democratic Republic of the Congo","2007","","Primary","","","67.6",""
"Democratic Republic of the Congo","2007","","Secondary or higher","","","86.1",""
"Democratic Republic of the Congo","2007","Female","","","","69.9",""
"Democratic Republic of the Congo","2007","Male","","","","73.4",""
"Djibouti","2006","","","Urban","","88.0",""
"Djibouti","2006","","","Rural","","74.7","1"
"Djibouti","2006","","None","","","87.5",""
"Djibouti","2006","","Primary","","","86.3",""
"Djibouti","2006","","Secondary or higher","","","90.4",""
"Djibouti","2006","Female","","","","86.4",""
"Djibouti","2006","Male","","","","88.5",""
"Dominican Republic","2007","","","Urban","","93.4",""
"Dominican Republic","2007","","","Rural","","94.8",""
"Dominican Republic","2007","","","","Q1 (Poorest)","91.5",""
"Dominican Republic","2007","","","","Q2","95.0",""
"Dominican Republic","2007","","","","Q3","96.1",""
"Dominican Republic","2007","","","","Q4","93.2",""
"Dominican Republic","2007","","","","Q5 (Richest)","94.3",""
"Dominican Republic","2007","","None","","","85.2",""
"Dominican Republic","2007","","Primary","","","91.6",""
"Dominican Republic","2007","","Secondary or higher","","","95.7",""
"Dominican Republic","2007","Female","","","","94.2",""
"Dominican Republic","2007","Male","","","","93.5",""
"Dominican Republic","2002","","","Urban","","94.5",""
"Dominican Republic","2002","","","Rural","","91.6",""
"Dominican Republic","2002","","","","Q1 (Poorest)","89.8",""
"Dominican Republic","2002","","","","Q2","91.8",""
"Dominican Republic","2002","","","","Q3","96.1",""
"Dominican Republic","2002","","","","Q4","96.5",""
"Dominican Republic","2002","","","","Q5 (Richest)","94.2",""
"Dominican Republic","2002","","None","","","83.6",""
"Dominican Republic","2002","","Primary","","","92.0",""
"Dominican Republic","2002","","Secondary or higher","","","95.8",""
"Dominican Republic","2002","Female","","","","94.1",""
"Dominican Republic","2002","Male","","","","93.0",""
"Egypt","2008","","","Urban","","99.5",""
"Egypt","2008","","","Rural","","98.6",""
"Egypt","2008","","","","Q1 (Poorest)","97.8",""
"Egypt","2008","","","","Q2","99.1",""
"Egypt","2008","","","","Q3","99.1",""
"Egypt","2008","","","","Q4","99.8",""
"Egypt","2008","","","","Q5 (Richest)","99.1",""
"Egypt","2008","","None","","","99.6",""
"Egypt","2008","","Primary","","","96.8",""
"Egypt","2008","","Secondary or higher","","","99.1",""
"Egypt","2008","Female","","","","98.7",""
"Egypt","2008","Male","","","","99.2",""
"Egypt","2005","","","Urban","","98.8",""
"Egypt","2005","","","Rural","","97.6",""
"Egypt","2005","","","","Q1 (Poorest)","97.4",""
"Egypt","2005","","","","Q2","97.2",""
"Egypt","2005","","","","Q3","98.1",""
"Egypt","2005","","","","Q4","98.7",""
"Egypt","2005","","","","Q5 (Richest)","98.8",""
"Egypt","2005","","None","","","97.9",""
"Egypt","2005","","Primary","","","96.7",""
"Egypt","2005","","Secondary or higher","","","98.3",""
"Egypt","2005","Female","","","","98.3",""
"Egypt","2005","Male","","","","97.8",""
"Egypt","2000","","","Urban","","99.7",""
"Egypt","2000","","","Rural","","99.1",""
"Egypt","2000","","","","Q1 (Poorest)","98.2",""
"Egypt","2000","","","","Q2","99.4",""
"Egypt","2000","","","","Q3","99.6",""
"Egypt","2000","","","","Q4","99.4",""
"Egypt","2000","","","","Q5 (Richest)","100.0",""
"Egypt","2000","","None","","","98.9",""
"Egypt","2000","","Primary","","","100.0",""
"Egypt","2000","","Secondary or higher","","","99.5",""
"Egypt","2000","Female","","","","99.3",""
"Egypt","2000","Male","","","","99.3",""
"Ethiopia","2011","","","Urban","","81.6",""
"Ethiopia","2011","","","Rural","","63.8",""
"Ethiopia","2011","","","","Q1 (Poorest)","58.0",""
"Ethiopia","2011","","","","Q2","65.8",""
"Ethiopia","2011","","","","Q3","61.8",""
"Ethiopia","2011","","","","Q4","68.1",""
"Ethiopia","2011","","","","Q5 (Richest)","82.6",""
"Ethiopia","2011","","None","","","60.1",""
"Ethiopia","2011","","Primary","","","75.4",""
"Ethiopia","2011","","Secondary or higher","","","99.6",""
"Ethiopia","2011","Female","","","","68.5",""
"Ethiopia","2011","Male","","","","64.3",""
"Ethiopia","2005","","","Urban","","84.0",""
"Ethiopia","2005","","","Rural","","58.4",""
"Ethiopia","2005","","","","Q1 (Poorest)","50.0",""
"Ethiopia","2005","","","","Q2","60.9",""
"Ethiopia","2005","","","","Q3","59.6",""
"Ethiopia","2005","","","","Q4","65.4",""
"Ethiopia","2005","","","","Q5 (Richest)","70.6",""
"Ethiopia","2005","","None","","","56.5",""
"Ethiopia","2005","","Primary","","","70.7",""
"Ethiopia","2005","","Secondary or higher","","","85.8",""
"Ethiopia","2005","Female","","","","56.9",""
"Ethiopia","2005","Male","","","","63.8",""
"Ethiopia","2000","","","Urban","","70.7",""
"Ethiopia","2000","","","Rural","","42.7",""
"Ethiopia","2000","","","","Q1 (Poorest)","38.9",""
"Ethiopia","2000","","","","Q2","36.6",""
"Ethiopia","2000","","","","Q3","40.3",""
"Ethiopia","2000","","","","Q4","46.5",""
"Ethiopia","2000","","","","Q5 (Richest)","71.2",""
"Ethiopia","2000","","None","","","41.2",""
"Ethiopia","2000","","Primary","","","56.5",""
"Ethiopia","2000","","Secondary or higher","","","80.7",""
"Ethiopia","2000","Female","","","","42.8",""
"Ethiopia","2000","Male","","","","48.3",""
"Gabon","2000","","","Urban","","92.5",""
"Gabon","2000","","","Rural","","79.9",""
"Gabon","2000","","","","Q1 (Poorest)","74.9",""
"Gabon","2000","","","","Q2","89.9",""
"Gabon","2000","","","","Q3","93.2",""
"Gabon","2000","","","","Q4","94.2",""
"Gabon","2000","","","","Q5 (Richest)","95.0",""
"Gabon","2000","","None","","","73.5","1"
"Gabon","2000","","Primary","","","86.3",""
"Gabon","2000","","Secondary or higher","","","93.2",""
"Gabon","2000","Female","","","","90.1",""
"Gabon","2000","Male","","","","88.1",""
"Gambia","2005","","","Urban","","97.5",""
"Gambia","2005","","","Rural","","99.3",""
"Gambia","2005","","","","Q1 (Poorest)","99.4",""
"Gambia","2005","","","","Q2","99.5",""
"Gambia","2005","","","","Q3","97.9",""
"Gambia","2005","","","","Q4","98.3",""
"Gambia","2005","","","","Q5 (Richest)","98.6",""
"Gambia","2005","","None","","","98.3",""
"Gambia","2005","","Primary","","","99.4",""
"Gambia","2005","","Secondary or higher","","","99.6",""
"Gambia","2005","Female","","","","98.9",""
"Gambia","2005","Male","","","","98.6",""
"Georgia","2005","","","Urban","","85.6",""
"Georgia","2005","","","Rural","","87.6",""
"Georgia","2005","","","","Q1 (Poorest)","92.3",""
"Georgia","2005","","","","Q2","84.6",""
"Georgia","2005","","","","Q3","90.0",""
"Georgia","2005","","","","Q4","85.9",""
"Georgia","2005","","","","Q5 (Richest)","81.8",""
"Georgia","2005","","Secondary or higher","","","86.7",""
"Georgia","2005","Female","","","","85.3",""
"Georgia","2005","Male","","","","87.9",""
"Ghana","2008","","","Urban","","97.3",""
"Ghana","2008","","","Rural","","94.8",""
"Ghana","2008","","","","Q1 (Poorest)","89.4",""
"Ghana","2008","","","","Q2","95.6",""
"Ghana","2008","","","","Q3","97.3",""
"Ghana","2008","","","","Q4","100.0",""
"Ghana","2008","","","","Q5 (Richest)","98.6",""
"Ghana","2008","","None","","","91.0",""
"Ghana","2008","","Primary","","","98.2",""
"Ghana","2008","","Secondary or higher","","","97.8",""
"Ghana","2008","Female","","","","95.0",""
"Ghana","2008","Male","","","","96.7",""
"Ghana","2006","","","Urban","","97.0",""
"Ghana","2006","","","Rural","","93.7",""
"Ghana","2006","","","","Q1 (Poorest)","89.3",""
"Ghana","2006","","","","Q2","92.9",""
"Ghana","2006","","","","Q3","96.4",""
"Ghana","2006","","","","Q4","98.1",""
"Ghana","2006","","","","Q5 (Richest)","100.0",""
"Ghana","2006","","None","","","90.5",""
"Ghana","2006","","Primary","","","95.2",""
"Ghana","2006","","Secondary or higher","","","98.7",""
"Ghana","2006","Female","","","","96.3",""
"Ghana","2006","Male","","","","93.4",""
"Ghana","2003","","","Urban","","95.9",""
"Ghana","2003","","","Rural","","88.5",""
"Ghana","2003","","","","Q1 (Poorest)","86.4",""
"Ghana","2003","","","","Q2","90.8",""
"Ghana","2003","","","","Q3","90.3",""
"Ghana","2003","","","","Q4","96.2",""
"Ghana","2003","","","","Q5 (Richest)","94.1",""
"Ghana","2003","","None","","","89.2",""
"Ghana","2003","","Primary","","","88.5",""
"Ghana","2003","","Secondary or higher","","","94.1",""
"Ghana","2003","Female","","","","89.5",""
"Ghana","2003","Male","","","","92.6",""
"Guinea","2005","","","Urban","","89.9",""
"Guinea","2005","","","Rural","","76.5",""
"Guinea","2005","","","","Q1 (Poorest)","68.6",""
"Guinea","2005","","","","Q2","72.9",""
"Guinea","2005","","","","Q3","82.8",""
"Guinea","2005","","","","Q4","88.7",""
"Guinea","2005","","","","Q5 (Richest)","91.4",""
"Guinea","2005","","None","","","77.2",""
"Guinea","2005","","Primary","","","91.9",""
"Guinea","2005","","Secondary or higher","","","95.3",""
"Guinea","2005","Female","","","","78.9",""
"Guinea","2005","Male","","","","80.0",""
"Guinea-Bissau","2006","","","Urban","","94.6",""
"Guinea-Bissau","2006","","","Rural","","86.6",""
"Guinea-Bissau","2006","","","","Q1 (Poorest)","84.0",""
"Guinea-Bissau","2006","","","","Q2","87.1",""
