"Country or Area","Year(s)","GENDER","EDUCATION LEVEL","RESIDENCE AREA","WEALTH QUINTILE","Value","Value Footnotes"
"Colombia","2005","","","","Q5 (Richest)","14.5",""
"Colombia","2005","","None","","","43.8",""
"Colombia","2005","","Primary","","","27.4",""
"Colombia","2005","","Secondary or higher","","","17.4",""
"Colombia","2005","Female","","","","17.9",""
"Colombia","2005","Male","","","","26.3",""
"Colombia","2000","","","Urban","","21.2",""
"Colombia","2000","","","Rural","","31.0",""
"Colombia","2000","","","","Q1 (Poorest)","32.0",""
"Colombia","2000","","","","Q2","31.8",""
"Colombia","2000","","","","Q3","21.8",""
"Colombia","2000","","","","Q4","12.0",""
"Colombia","2000","","","","Q5 (Richest)","17.3",""
"Colombia","2000","","None","","","42.8","1"
"Colombia","2000","","Primary","","","28.0",""
"Colombia","2000","","Secondary or higher","","","19.6",""
"Colombia","2000","Female","","","","20.2",""
"Colombia","2000","Male","","","","28.4",""
"Congo","2005","","","Urban","","66.2",""
"Congo","2005","","","Rural","","93.1",""
"Congo","2005","","","","Q1 (Poorest)","91.6",""
"Congo","2005","","","","Q2","95.9",""
"Congo","2005","","","","Q3","75.0",""
"Congo","2005","","","","Q4","76.2",""
"Congo","2005","","","","Q5 (Richest)","55.6",""
"Congo","2005","","None","","","134.8",""
"Congo","2005","","Primary","","","95.1",""
"Congo","2005","","Secondary or higher","","","61.8",""
"Congo","2005","Female","","","","78.1",""
"Congo","2005","Male","","","","83.4",""
"Democratic Republic of the Congo","2007","","","Urban","","74.2",""
"Democratic Republic of the Congo","2007","","","Rural","","107.8",""
"Democratic Republic of the Congo","2007","","","","Q1 (Poorest)","112.9",""
"Democratic Republic of the Congo","2007","","","","Q2","105.5",""
"Democratic Republic of the Congo","2007","","","","Q3","95.4",""
"Democratic Republic of the Congo","2007","","","","Q4","92.7",""
"Democratic Republic of the Congo","2007","","","","Q5 (Richest)","58.0",""
"Democratic Republic of the Congo","2007","","None","","","135.6",""
"Democratic Republic of the Congo","2007","","Primary","","","91.6",""
"Democratic Republic of the Congo","2007","","Secondary or higher","","","68.6",""
"Democratic Republic of the Congo","2007","Female","","","","90.7",""
"Democratic Republic of the Congo","2007","Male","","","","98.9",""
"Dominican Republic","2007","","","Urban","","32.9",""
"Dominican Republic","2007","","","Rural","","31.5",""
"Dominican Republic","2007","","","","Q1 (Poorest)","43.1",""
"Dominican Republic","2007","","","","Q2","35.0",""
"Dominican Republic","2007","","","","Q3","30.5",""
"Dominican Republic","2007","","","","Q4","23.0",""
"Dominican Republic","2007","","","","Q5 (Richest)","25.3",""
"Dominican Republic","2007","","None","","","43.9",""
"Dominican Republic","2007","","Primary","","","37.6",""
"Dominican Republic","2007","","Secondary or higher","","","26.9",""
"Dominican Republic","2007","Female","","","","30.3",""
"Dominican Republic","2007","Male","","","","34.4",""
"Dominican Republic","2002","","","Urban","","32.6",""
"Dominican Republic","2002","","","Rural","","37.5",""
"Dominican Republic","2002","","","","Q1 (Poorest)","49.9",""
"Dominican Republic","2002","","","","Q2","36.8",""
"Dominican Republic","2002","","","","Q3","35.4",""
"Dominican Republic","2002","","","","Q4","23.6",""
"Dominican Republic","2002","","","","Q5 (Richest)","20.1",""
"Dominican Republic","2002","","None","","","51.4",""
"Dominican Republic","2002","","Primary","","","38.9",""
"Dominican Republic","2002","","Secondary or higher","","","26.3",""
"Dominican Republic","2002","Female","","","","30.9",""
"Dominican Republic","2002","Male","","","","37.6",""
"Egypt","2008","","","Urban","","25.5",""
"Egypt","2008","","","Rural","","30.4",""
"Egypt","2008","","","","Q1 (Poorest)","41.8",""
"Egypt","2008","","","","Q2","30.5",""
"Egypt","2008","","","","Q3","26.3",""
"Egypt","2008","","","","Q4","24.8",""
"Egypt","2008","","","","Q5 (Richest)","16.7",""
"Egypt","2008","","None","","","37.5",""
"Egypt","2008","","Primary","","","32.6",""
"Egypt","2008","","Secondary or higher","","","22.9",""
"Egypt","2008","Female","","","","23.3",""
"Egypt","2008","Male","","","","33.5",""
"Egypt","2005","","","Urban","","31.6",""
"Egypt","2005","","","Rural","","45.0",""
"Egypt","2005","","","","Q1 (Poorest)","59.1",""
"Egypt","2005","","","","Q2","42.8",""
"Egypt","2005","","","","Q3","38.7",""
"Egypt","2005","","","","Q4","32.4",""
"Egypt","2005","","","","Q5 (Richest)","22.9",""
"Egypt","2005","","None","","","51.8",""
"Egypt","2005","","Primary","","","52.0",""
"Egypt","2005","","Secondary or higher","","","28.4",""
"Egypt","2005","Female","","","","36.9",""
"Egypt","2005","Male","","","","43.1",""
"Egypt","2000","","","Urban","","43.0",""
"Egypt","2000","","","Rural","","61.7",""
"Egypt","2000","","","","Q1 (Poorest)","75.9",""
"Egypt","2000","","","","Q2","64.1",""
"Egypt","2000","","","","Q3","53.9",""
"Egypt","2000","","","","Q4","43.1",""
"Egypt","2000","","","","Q5 (Richest)","29.4",""
"Egypt","2000","","None","","","68.3",""
"Egypt","2000","","Primary","","","59.1",""
"Egypt","2000","","Secondary or higher","","","35.8",""
"Egypt","2000","Female","","","","54.2",""
"Egypt","2000","Male","","","","55.1",""
"Ethiopia","2011","","","Urban","","59.7",""
"Ethiopia","2011","","","Rural","","75.8",""
"Ethiopia","2011","","","","Q1 (Poorest)","91.2",""
"Ethiopia","2011","","","","Q2","83.9",""
"Ethiopia","2011","","","","Q3","60.5",""
"Ethiopia","2011","","","","Q4","65.9",""
"Ethiopia","2011","","","","Q5 (Richest)","60.0",""
"Ethiopia","2011","","None","","","80.6",""
"Ethiopia","2011","","Primary","","","58.2",""
"Ethiopia","2011","","Secondary or higher","","","33.6",""
"Ethiopia","2011","Female","","","","62.6",""
"Ethiopia","2011","Male","","","","84.2",""
"Ethiopia","2005","","","Urban","","65.9",""
"Ethiopia","2005","","","Rural","","81.4",""
"Ethiopia","2005","","","","Q1 (Poorest)","79.1",""
"Ethiopia","2005","","","","Q2","86.2",""
"Ethiopia","2005","","","","Q3","86.0",""
"Ethiopia","2005","","","","Q4","84.4",""
"Ethiopia","2005","","","","Q5 (Richest)","60.0",""
"Ethiopia","2005","","None","","","82.6",""
"Ethiopia","2005","","Primary","","","78.7",""
"Ethiopia","2005","","Secondary or higher","","","37.4",""
"Ethiopia","2005","Female","","","","69.3",""
"Ethiopia","2005","Male","","","","90.7",""
"Ethiopia","2000","","","Urban","","96.2",""
"Ethiopia","2000","","","Rural","","114.7",""
"Ethiopia","2000","","","","Q1 (Poorest)","93.0",""
"Ethiopia","2000","","","","Q2","114.7",""
"Ethiopia","2000","","","","Q3","141.5",""
"Ethiopia","2000","","","","Q4","117.6",""
"Ethiopia","2000","","","","Q5 (Richest)","94.8",""
"Ethiopia","2000","","None","","","118.9",""
"Ethiopia","2000","","Primary","","","85.1",""
"Ethiopia","2000","","Secondary or higher","","","64.0",""
"Ethiopia","2000","Female","","","","100.8",""
"Ethiopia","2000","Male","","","","124.0",""
"Gabon","2000","","","Urban","","60.9",""
"Gabon","2000","","","Rural","","62.4",""
"Gabon","2000","","","","Q1 (Poorest)","57.2",""
"Gabon","2000","","","","Q2","69.0",""
"Gabon","2000","","","","Q3","66.7",""
"Gabon","2000","","","","Q4","72.2",""
"Gabon","2000","","","","Q5 (Richest)","36.2",""
"Gabon","2000","","None","","","65.5",""
"Gabon","2000","","Primary","","","59.2",""
"Gabon","2000","","Secondary or higher","","","62.5",""
"Gabon","2000","Female","","","","48.7",""
"Gabon","2000","Male","","","","74.2",""
"Ghana","2008","","","Urban","","48.6",""
"Ghana","2008","","","Rural","","56.8",""
"Ghana","2008","","","","Q1 (Poorest)","59.7",""
"Ghana","2008","","","","Q2","45.0",""
"Ghana","2008","","","","Q3","70.5",""
"Ghana","2008","","","","Q4","44.3",""
"Ghana","2008","","","","Q5 (Richest)","46.3",""
"Ghana","2008","","None","","","61.6",""
"Ghana","2008","","Primary","","","54.8",""
"Ghana","2008","","Secondary or higher","","","46.7",""
"Ghana","2008","Female","","","","49.1",""
"Ghana","2008","Male","","","","58.2",""
"Ghana","2003","","","Urban","","54.6",""
"Ghana","2003","","","Rural","","69.5",""
"Ghana","2003","","","","Q1 (Poorest)","61.1",""
"Ghana","2003","","","","Q2","64.0",""
"Ghana","2003","","","","Q3","73.6",""
"Ghana","2003","","","","Q4","66.1",""
"Ghana","2003","","","","Q5 (Richest)","56.8",""
"Ghana","2003","","None","","","66.1",""
"Ghana","2003","","Primary","","","76.2",""
"Ghana","2003","","Secondary or higher","","","55.5",""
"Ghana","2003","Female","","","","58.8",""
"Ghana","2003","Male","","","","69.9",""
"Guinea","2005","","","Urban","","82.1",""
"Guinea","2005","","","Rural","","117.8",""
"Guinea","2005","","","","Q1 (Poorest)","126.3",""
"Guinea","2005","","","","Q2","122.5",""
"Guinea","2005","","","","Q3","114.3",""
"Guinea","2005","","","","Q4","101.0",""
"Guinea","2005","","","","Q5 (Richest)","68.2",""
"Guinea","2005","","None","","","112.8",""
"Guinea","2005","","Primary","","","101.1",""
"Guinea","2005","","Secondary or higher","","","66.1",""
"Guinea","2005","Female","","","","96.8",""
"Guinea","2005","Male","","","","121.9",""
"Guyana","2009","","","Urban","","45.5",""
"Guyana","2009","","","Rural","","32.0",""
"Guyana","2009","","","","Q1 (Poorest)","25.3",""
"Guyana","2009","","","","Q2","36.6",""
"Guyana","2009","","","","Q3","34.0",""
"Guyana","2009","","","","Q4","42.5",""
"Guyana","2009","","","","Q5 (Richest)","44.4",""
"Guyana","2009","","Primary","","","41.7",""
"Guyana","2009","","Secondary or higher","","","32.2",""
"Guyana","2009","Female","","","","34.1",""
"Guyana","2009","Male","","","","36.1",""
"Haiti","2005","","","Urban","","57.4",""
"Haiti","2005","","","Rural","","76.1",""
"Haiti","2005","","","","Q1 (Poorest)","78.7",""
"Haiti","2005","","","","Q2","76.4",""
"Haiti","2005","","","","Q3","79.6",""
"Haiti","2005","","","","Q4","58.3",""
"Haiti","2005","","","","Q5 (Richest)","44.8",""
"Haiti","2005","","None","","","85.5",""
"Haiti","2005","","Primary","","","62.0",""
"Haiti","2005","","Secondary or higher","","","52.7",""
"Haiti","2005","Female","","","","64.8",""
"Haiti","2005","Male","","","","75.1",""
"Haiti","2000","","","Urban","","87.5",""
"Haiti","2000","","","Rural","","90.3",""
"Haiti","2000","","","","Q1 (Poorest)","99.6",""
"Haiti","2000","","","","Q2","69.3",""
"Haiti","2000","","","","Q3","93.1",""
"Haiti","2000","","","","Q4","88.6",""
"Haiti","2000","","","","Q5 (Richest)","98.7",""
"Haiti","2000","","None","","","91.0",""
"Haiti","2000","","Primary","","","97.5",""
"Haiti","2000","","Secondary or higher","","","56.2",""
"Haiti","2000","Female","","","","82.9",""
"Haiti","2000","Male","","","","96.3",""
"Honduras","2005","","","Urban","","23.6",""
"Honduras","2005","","","Rural","","32.6",""
"Honduras","2005","","","","Q1 (Poorest)","37.0",""
"Honduras","2005","","","","Q2","35.8",""
"Honduras","2005","","","","Q3","27.3",""
"Honduras","2005","","","","Q4","19.6",""
"Honduras","2005","","","","Q5 (Richest)","18.7",""
"Honduras","2005","","None","","","36.7",""
"Honduras","2005","","Primary","","","31.1",""
"Honduras","2005","","Secondary or higher","","","16.7",""
"Honduras","2005","Female","","","","25.8",""
"Honduras","2005","Male","","","","31.5",""
"India","2005","","","Urban","","48.4",""
"India","2005","","","Rural","","70.6",""
"India","2005","","","","Q1 (Poorest)","82.0",""
"India","2005","","","","Q2","73.4",""
"India","2005","","","","Q3","66.0",""
"India","2005","","","","Q4","51.2",""
"India","2005","","","","Q5 (Richest)","34.2",""
"India","2005","","None","","","77.8",""
"India","2005","","Primary","","","63.8",""
"India","2005","","Secondary or higher","","","42.4",""
"India","2005","Female","","","","63.9",""
"India","2005","Male","","","","65.9",""
"Indonesia","2007","","","Urban","","30.7",""
"Indonesia","2007","","","Rural","","44.7",""
"Indonesia","2007","","","","Q1 (Poorest)","55.7",""
"Indonesia","2007","","","","Q2","47.1",""
"Indonesia","2007","","","","Q3","32.5",""
"Indonesia","2007","","","","Q4","29.0",""
"Indonesia","2007","","","","Q5 (Richest)","25.8",""
"Indonesia","2007","","None","","","72.1",""
"Indonesia","2007","","Primary","","","46.4",""
"Indonesia","2007","","Secondary or higher","","","28.8",""
"Indonesia","2007","Female","","","","35.0",""
"Indonesia","2007","Male","","","","42.6",""
"Indonesia","2002","","","Urban","","32.0",""
"Indonesia","2002","","","Rural","","52.2",""
"Indonesia","2002","","","","Q1 (Poorest)","60.4",""
"Indonesia","2002","","","","Q2","50.2",""
"Indonesia","2002","","","","Q3","44.2",""
"Indonesia","2002","","","","Q4","36.4",""
"Indonesia","2002","","","","Q5 (Richest)","17.0",""
"Indonesia","2002","","None","","","67.4",""
"Indonesia","2002","","Primary","","","50.6",""
"Indonesia","2002","","Secondary or higher","","","29.1",""
"Indonesia","2002","Female","","","","40.0",""
"Indonesia","2002","Male","","","","45.6",""
"Jordan","2007","","","Urban","","19.7",""
"Jordan","2007","","","Rural","","22.5",""
"Jordan","2007","","","","Q1 (Poorest)","25.0",""
"Jordan","2007","","","","Q2","21.0",""
"Jordan","2007","","","","Q3","12.7",""
"Jordan","2007","","","","Q4","17.4",""
"Jordan","2007","","","","Q5 (Richest)","25.1",""
"Jordan","2007","","None","","","22.7",""
"Jordan","2007","","Primary","","","28.7",""
"Jordan","2007","","Secondary or higher","","","19.4",""
"Jordan","2007","Female","","","","20.5",""
"Jordan","2007","Male","","","","19.8",""
"Jordan","2002","","","Urban","","22.8",""
"Jordan","2002","","","Rural","","30.3",""
"Jordan","2002","","","","Q1 (Poorest)","28.9",""
"Jordan","2002","","","","Q2","26.4",""
"Jordan","2002","","","","Q3","24.6",""
"Jordan","2002","","","","Q4","20.6",""
"Jordan","2002","","","","Q5 (Richest)","18.6",""
"Jordan","2002","Female","","","","23.6",""
"Jordan","2002","Male","","","","25.4",""
"Kenya","2008","","","Urban","","63.2",""
"Kenya","2008","","","Rural","","58.3",""
"Kenya","2008","","","","Q1 (Poorest)","65.1",""
"Kenya","2008","","","","Q2","64.5",""
"Kenya","2008","","","","Q3","66.9",""
"Kenya","2008","","","","Q4","39.3",""
"Kenya","2008","","","","Q5 (Richest)","56.8",""
"Kenya","2008","","None","","","63.6",""
"Kenya","2008","","Primary","","","63.4",""
"Kenya","2008","","Secondary or higher","","","44.9",""
"Kenya","2008","Female","","","","53.6",""
"Kenya","2008","Male","","","","64.5",""
"Kenya","2003","","","Urban","","61.2",""
"Kenya","2003","","","Rural","","79.1",""
"Kenya","2003","","","","Q1 (Poorest)","96.4",""
"Kenya","2003","","","","Q2","75.1",""
"Kenya","2003","","","","Q3","82.6",""
"Kenya","2003","","","","Q4","53.5",""
"Kenya","2003","","","","Q5 (Richest)","62.3",""
"Kenya","2003","","None","","","80.4",""
"Kenya","2003","","Primary","","","85.4",""
"Kenya","2003","","Secondary or higher","","","44.1",""
"Kenya","2003","Female","","","","67.4",""
"Kenya","2003","Male","","","","84.1",""
"Lesotho","2009","","","Urban","","74.2",""
"Lesotho","2009","","","Rural","","86.0",""
"Lesotho","2009","","","","Q1 (Poorest)","87.6",""
"Lesotho","2009","","","","Q2","93.9",""
"Lesotho","2009","","","","Q3","75.8",""
"Lesotho","2009","","","","Q4","91.4",""
"Lesotho","2009","","","","Q5 (Richest)","65.2",""
"Lesotho","2009","","Primary","","","92.0",""
"Lesotho","2009","","Secondary or higher","","","71.2",""
"Lesotho","2009","Female","","","","66.3",""
"Lesotho","2009","Male","","","","99.2",""
"Lesotho","2004","","","Urban","","64.3",""
"Lesotho","2004","","","Rural","","86.6",""
"Lesotho","2004","","","","Q1 (Poorest)","86.8",""
"Lesotho","2004","","","","Q2","89.9",""
"Lesotho","2004","","","","Q3","91.8",""
"Lesotho","2004","","","","Q4","76.0",""
"Lesotho","2004","","","","Q5 (Richest)","70.1",""
"Lesotho","2004","","Primary","","","87.0",""
"Lesotho","2004","","Secondary or higher","","","70.1",""
"Lesotho","2004","Female","","","","77.9",""
"Lesotho","2004","Male","","","","88.0",""
"Liberia","2007","","","Urban","","77.8",""
"Liberia","2007","","","Rural","","98.7",""
"Liberia","2007","","","","Q1 (Poorest)","99.8",""
"Liberia","2007","","","","Q2","104.3",""
"Liberia","2007","","","","Q3","81.4",""
"Liberia","2007","","","","Q4","95.0",""
"Liberia","2007","","","","Q5 (Richest)","70.5",""
"Liberia","2007","","None","","","107.3",""
"Liberia","2007","","Primary","","","83.1",""
"Liberia","2007","","Secondary or higher","","","59.5",""
"Liberia","2007","Female","","","","87.3",""
"Liberia","2007","Male","","","","96.7",""
"Madagascar","2008","","","Urban","","44.6",""
"Madagascar","2008","","","Rural","","54.4",""
"Madagascar","2008","","","","Q1 (Poorest)","61.0",""
"Madagascar","2008","","","","Q2","59.3",""
"Madagascar","2008","","","","Q3","59.2",""
"Madagascar","2008","","","","Q4","42.8",""
"Madagascar","2008","","","","Q5 (Richest)","36.0",""
"Madagascar","2008","","None","","","59.3",""
"Madagascar","2008","","Primary","","","55.8",""
"Madagascar","2008","","Secondary or higher","","","38.6",""
"Madagascar","2008","Female","","","","49.2",""
"Madagascar","2008","Male","","","","57.4",""
