"Country or Area","Year(s)","GENDER","EDUCATION LEVEL","RESIDENCE AREA","WEALTH QUINTILE","Value","Value Footnotes"
"Cambodia","2000","","","","Q3","29.4",""
"Cambodia","2000","","","","Q4","30.3",""
"Cambodia","2000","","","","Q5 (Richest)","51.7",""
"Cambodia","2000","","None","","","23.0",""
"Cambodia","2000","","Primary","","","31.5",""
"Cambodia","2000","","Secondary or higher","","","46.9",""
"Cambodia","2000","Female","","","","31.7",""
"Cambodia","2000","Male","","","","30.2",""
"Cameroon","2006","","","Urban","","52.2",""
"Cameroon","2006","","","Rural","","62.2",""
"Cameroon","2006","","","","Q1 (Poorest)","69.1",""
"Cameroon","2006","","","","Q2","58.1",""
"Cameroon","2006","","","","Q3","53.2",""
"Cameroon","2006","","","","Q4","50.7",""
"Cameroon","2006","","","","Q5 (Richest)","53.2",""
"Cameroon","2006","","None","","","64.4",""
"Cameroon","2006","","Primary","","","55.4",""
"Cameroon","2006","","Secondary or higher","","","53.6",""
"Cameroon","2006","Female","","","","58.3",""
"Cameroon","2006","Male","","","","57.1",""
"Cameroon","2004","","","Urban","","41.3",""
"Cameroon","2004","","","Rural","","35.0",""
"Cameroon","2004","","","","Q1 (Poorest)","30.5",""
"Cameroon","2004","","","","Q2","35.7",""
"Cameroon","2004","","","","Q3","36.1",""
"Cameroon","2004","","","","Q4","41.6",""
"Cameroon","2004","","","","Q5 (Richest)","49.9",""
"Cameroon","2004","","None","","","28.2",""
"Cameroon","2004","","Primary","","","39.8",""
"Cameroon","2004","","Secondary or higher","","","45.0",""
"Cameroon","2004","Female","","","","36.9",""
"Cameroon","2004","Male","","","","38.7",""
"Central African Republic","2006","","","Urban","","58.5",""
"Central African Republic","2006","","","Rural","","61.2",""
"Central African Republic","2006","","","","Q1 (Poorest)","57.8",""
"Central African Republic","2006","","","","Q2","62.5",""
"Central African Republic","2006","","","","Q3","61.8",""
"Central African Republic","2006","","","","Q4","61.9",""
"Central African Republic","2006","","","","Q5 (Richest)","56.1",""
"Central African Republic","2006","","None","","","58.3",""
"Central African Republic","2006","","Primary","","","63.3",""
"Central African Republic","2006","","Secondary or higher","","","57.2",""
"Central African Republic","2006","Female","","","","60.1",""
"Central African Republic","2006","Male","","","","60.3",""
"Chad","2004","","","Urban","","55.4",""
"Chad","2004","","","Rural","","29.2",""
"Chad","2004","","","","Q1 (Poorest)","33.7",""
"Chad","2004","","","","Q2","30.4",""
"Chad","2004","","","","Q3","23.0",""
"Chad","2004","","","","Q4","33.1",""
"Chad","2004","","","","Q5 (Richest)","53.4",""
"Chad","2004","","None","","","31.6",""
"Chad","2004","","Primary","","","38.7",""
"Chad","2004","","Secondary or higher","","","63.3",""
"Chad","2004","Female","","","","34.0",""
"Chad","2004","Male","","","","34.7",""
"Congo","2005","","","Urban","","74.8",""
"Congo","2005","","","Rural","","64.2",""
"Congo","2005","","","","Q1 (Poorest)","61.5",""
"Congo","2005","","","","Q2","66.8",""
"Congo","2005","","","","Q3","70.6",""
"Congo","2005","","","","Q4","73.7",""
"Congo","2005","","","","Q5 (Richest)","77.3",""
"Congo","2005","","None","","","53.4",""
"Congo","2005","","Primary","","","65.8",""
"Congo","2005","","Secondary or higher","","","73.8",""
"Congo","2005","Female","","","","68.6",""
"Congo","2005","Male","","","","69.7",""
"Côte d’Ivoire","2006","","","Urban","","55.4",""
"Côte d’Ivoire","2006","","","Rural","","54.4",""
"Côte d’Ivoire","2006","","","","Q1 (Poorest)","55.2",""
"Côte d’Ivoire","2006","","","","Q2","52.9",""
"Côte d’Ivoire","2006","","","","Q3","56.3",""
"Côte d’Ivoire","2006","","","","Q4","57.4",""
"Côte d’Ivoire","2006","","","","Q5 (Richest)","51.8",""
"Côte d’Ivoire","2006","","None","","","56.5",""
"Côte d’Ivoire","2006","","Primary","","","51.5",""
"Côte d’Ivoire","2006","","Secondary or higher","","","52.1",""
"Côte d’Ivoire","2006","Female","","","","54.9",""
"Côte d’Ivoire","2006","Male","","","","54.7",""
"Democratic Republic of the Congo","2007","","","Urban","","66.0",""
"Democratic Republic of the Congo","2007","","","Rural","","47.0",""
"Democratic Republic of the Congo","2007","","","","Q1 (Poorest)","44.4",""
"Democratic Republic of the Congo","2007","","","","Q2","41.8",""
"Democratic Republic of the Congo","2007","","","","Q3","57.7",""
"Democratic Republic of the Congo","2007","","","","Q4","60.1",""
"Democratic Republic of the Congo","2007","","","","Q5 (Richest)","73.0",""
"Democratic Republic of the Congo","2007","","None","","","43.7",""
"Democratic Republic of the Congo","2007","","Primary","","","49.7",""
"Democratic Republic of the Congo","2007","","Secondary or higher","","","67.0",""
"Democratic Republic of the Congo","2007","Female","","","","54.3",""
"Democratic Republic of the Congo","2007","Male","","","","54.8",""
"Djibouti","2006","","","Urban","","18.3",""
"Djibouti","2006","","","Rural","","7.0",""
"Djibouti","2006","","None","","","16.0",""
"Djibouti","2006","","Primary","","","16.0",""
"Djibouti","2006","","Secondary or higher","","","24.4",""
"Djibouti","2006","Female","","","","17.4",""
"Djibouti","2006","Male","","","","18.3",""
"Dominican Republic","2007","","","Urban","","29.1",""
"Dominican Republic","2007","","","Rural","","27.7",""
"Dominican Republic","2007","","","","Q1 (Poorest)","25.5",""
"Dominican Republic","2007","","","","Q2","29.5",""
"Dominican Republic","2007","","","","Q3","27.5",""
"Dominican Republic","2007","","","","Q4","30.6",""
"Dominican Republic","2007","","","","Q5 (Richest)","31.7",""
"Dominican Republic","2007","","None","","","18.0",""
"Dominican Republic","2007","","Primary","","","23.8",""
"Dominican Republic","2007","","Secondary or higher","","","33.0",""
"Dominican Republic","2007","Female","","","","29.1",""
"Dominican Republic","2007","Male","","","","28.2",""
"Dominican Republic","2002","","","Urban","","32.3",""
"Dominican Republic","2002","","","Rural","","29.9",""
"Dominican Republic","2002","","","","Q1 (Poorest)","25.7",""
"Dominican Republic","2002","","","","Q2","29.2",""
"Dominican Republic","2002","","","","Q3","31.9",""
"Dominican Republic","2002","","","","Q4","36.0",""
"Dominican Republic","2002","","","","Q5 (Richest)","37.2",""
"Dominican Republic","2002","","None","","","21.7",""
"Dominican Republic","2002","","Primary","","","27.9",""
"Dominican Republic","2002","","Secondary or higher","","","36.5",""
"Dominican Republic","2002","Female","","","","31.8",""
"Dominican Republic","2002","Male","","","","31.1",""
"Egypt","2008","","","Urban","","14.1",""
"Egypt","2008","","","Rural","","11.6",""
"Egypt","2008","","","","Q1 (Poorest)","10.6",""
"Egypt","2008","","","","Q2","11.3",""
"Egypt","2008","","","","Q3","12.6",""
"Egypt","2008","","","","Q4","12.8",""
"Egypt","2008","","","","Q5 (Richest)","15.3",""
"Egypt","2008","","None","","","10.5",""
"Egypt","2008","","Primary","","","11.4",""
"Egypt","2008","","Secondary or higher","","","13.5",""
"Egypt","2008","Female","","","","12.4",""
"Egypt","2008","Male","","","","12.6",""
"Egypt","2005","","","Urban","","13.8",""
"Egypt","2005","","","Rural","","13.8",""
"Egypt","2005","","","","Q1 (Poorest)","14.2",""
"Egypt","2005","","","","Q2","12.4",""
"Egypt","2005","","","","Q3","12.7",""
"Egypt","2005","","","","Q4","14.5",""
"Egypt","2005","","","","Q5 (Richest)","15.4",""
"Egypt","2005","","None","","","11.5",""
"Egypt","2005","","Primary","","","13.8",""
"Egypt","2005","","Secondary or higher","","","15.0",""
"Egypt","2005","Female","","","","13.7",""
"Egypt","2005","Male","","","","13.8",""
"Egypt","2000","","","Urban","","15.8",""
"Egypt","2000","","","Rural","","12.4",""
"Egypt","2000","","","","Q1 (Poorest)","10.7",""
"Egypt","2000","","","","Q2","11.0",""
"Egypt","2000","","","","Q3","12.6",""
"Egypt","2000","","","","Q4","16.8",""
"Egypt","2000","","","","Q5 (Richest)","17.5",""
"Egypt","2000","","None","","","10.6",""
"Egypt","2000","","Primary","","","13.9",""
"Egypt","2000","","Secondary or higher","","","16.4",""
"Egypt","2000","Female","","","","13.6",""
"Egypt","2000","Male","","","","13.8",""
"Ethiopia","2011","","","Urban","","56.8",""
"Ethiopia","2011","","","Rural","","52.5",""
"Ethiopia","2011","","","","Q1 (Poorest)","45.2",""
"Ethiopia","2011","","","","Q2","53.2",""
"Ethiopia","2011","","","","Q3","51.4",""
"Ethiopia","2011","","","","Q4","59.6",""
"Ethiopia","2011","","","","Q5 (Richest)","58.1",""
"Ethiopia","2011","","None","","","50.6",""
"Ethiopia","2011","","Primary","","","57.4",""
"Ethiopia","2011","","Secondary or higher","","","67.3",""
"Ethiopia","2011","Female","","","","53.9",""
"Ethiopia","2011","Male","","","","52.2",""
"Ethiopia","2005","","","Urban","","63.0",""
"Ethiopia","2005","","","Rural","","44.7",""
"Ethiopia","2005","","","","Q1 (Poorest)","39.7",""
"Ethiopia","2005","","","","Q2","42.3",""
"Ethiopia","2005","","","","Q3","45.8",""
"Ethiopia","2005","","","","Q4","49.9",""
"Ethiopia","2005","","","","Q5 (Richest)","56.0",""
"Ethiopia","2005","","None","","","44.0",""
"Ethiopia","2005","","Primary","","","50.8",""
"Ethiopia","2005","","Secondary or higher","","","64.3",""
"Ethiopia","2005","Female","","","","46.3",""
"Ethiopia","2005","Male","","","","45.8",""
"Ethiopia","2000","","","Urban","","76.0",""
"Ethiopia","2000","","","Rural","","58.0",""
"Ethiopia","2000","","","","Q1 (Poorest)","56.4",""
"Ethiopia","2000","","","","Q2","58.6",""
"Ethiopia","2000","","","","Q3","55.7",""
"Ethiopia","2000","","","","Q4","59.2",""
"Ethiopia","2000","","","","Q5 (Richest)","72.3",""
"Ethiopia","2000","","None","","","57.9",""
"Ethiopia","2000","","Primary","","","64.1",""
"Ethiopia","2000","","Secondary or higher","","","80.4",""
"Ethiopia","2000","Female","","","","59.8",""
"Ethiopia","2000","Male","","","","60.0",""
"Gambia","2005","","","Urban","","77.2",""
"Gambia","2005","","","Rural","","81.6",""
"Gambia","2005","","","","Q1 (Poorest)","77.0",""
"Gambia","2005","","","","Q2","81.7",""
"Gambia","2005","","","","Q3","82.7",""
"Gambia","2005","","","","Q4","81.9",""
"Gambia","2005","","","","Q5 (Richest)","77.1",""
"Gambia","2005","","None","","","80.0",""
"Gambia","2005","","Primary","","","79.6",""
"Gambia","2005","","Secondary or higher","","","80.6",""
"Gambia","2005","Female","","","","80.0",""
"Gambia","2005","Male","","","","80.1",""
"Ghana","2008","","","Urban","","57.8",""
"Ghana","2008","","","Rural","","54.6",""
"Ghana","2008","","","","Q1 (Poorest)","48.4",""
"Ghana","2008","","","","Q2","57.1",""
"Ghana","2008","","","","Q3","54.3",""
"Ghana","2008","","","","Q4","63.1",""
"Ghana","2008","","","","Q5 (Richest)","59.4",""
"Ghana","2008","","None","","","51.1",""
"Ghana","2008","","Primary","","","56.0",""
"Ghana","2008","","Secondary or higher","","","59.4",""
"Ghana","2008","Female","","","","53.9",""
"Ghana","2008","Male","","","","57.6",""
"Ghana","2006","","","Urban","","55.1",""
"Ghana","2006","","","Rural","","62.9",""
"Ghana","2006","","","","Q1 (Poorest)","59.6",""
"Ghana","2006","","","","Q2","62.8",""
"Ghana","2006","","","","Q3","65.0",""
"Ghana","2006","","","","Q4","61.4",""
"Ghana","2006","","","","Q5 (Richest)","49.4",""
"Ghana","2006","","None","","","61.8",""
"Ghana","2006","","Primary","","","57.4",""
"Ghana","2006","","Secondary or higher","","","60.0",""
"Ghana","2006","Female","","","","60.8",""
"Ghana","2006","Male","","","","59.5",""
"Ghana","2003","","","Urban","","81.2",""
"Ghana","2003","","","Rural","","77.2",""
"Ghana","2003","","","","Q1 (Poorest)","76.3",""
"Ghana","2003","","","","Q2","75.6",""
"Ghana","2003","","","","Q3","79.2",""
"Ghana","2003","","","","Q4","79.2",""
"Ghana","2003","","","","Q5 (Richest)","85.1",""
"Ghana","2003","","None","","","74.6",""
"Ghana","2003","","Primary","","","75.2",""
"Ghana","2003","","Secondary or higher","","","84.9",""
"Ghana","2003","Female","","","","77.4",""
"Ghana","2003","Male","","","","79.8",""
"Guinea","2005","","","Urban","","82.0",""
"Guinea","2005","","","Rural","","64.2",""
"Guinea","2005","","","","Q1 (Poorest)","57.3",""
"Guinea","2005","","","","Q2","61.8",""
"Guinea","2005","","","","Q3","68.6",""
"Guinea","2005","","","","Q4","77.4",""
"Guinea","2005","","","","Q5 (Richest)","83.3",""
"Guinea","2005","","None","","","65.8",""
"Guinea","2005","","Primary","","","84.1",""
"Guinea","2005","","Secondary or higher","","","87.6",""
"Guinea","2005","Female","","","","68.3",""
"Guinea","2005","Male","","","","68.5",""
"Guinea-Bissau","2006","","","Urban","","66.6",""
"Guinea-Bissau","2006","","","Rural","","55.4",""
"Guinea-Bissau","2006","","","","Q1 (Poorest)","54.8",""
"Guinea-Bissau","2006","","","","Q2","53.1",""
"Guinea-Bissau","2006","","","","Q3","56.9",""
"Guinea-Bissau","2006","","","","Q4","62.0",""
"Guinea-Bissau","2006","","","","Q5 (Richest)","72.0",""
"Guinea-Bissau","2006","","None","","","56.8",""
"Guinea-Bissau","2006","","Primary","","","63.7",""
"Guinea-Bissau","2006","","Secondary or higher","","","68.6",""
"Guinea-Bissau","2006","Female","","","","59.4",""
"Guinea-Bissau","2006","Male","","","","57.9",""
"Haiti","2005","","","Urban","","29.8",""
"Haiti","2005","","","Rural","","28.2",""
"Haiti","2005","","","","Q1 (Poorest)","27.1",""
"Haiti","2005","","","","Q2","26.5",""
"Haiti","2005","","","","Q3","29.8",""
"Haiti","2005","","","","Q4","29.3",""
"Haiti","2005","","","","Q5 (Richest)","32.1",""
"Haiti","2005","","None","","","24.8",""
"Haiti","2005","","Primary","","","27.9",""
"Haiti","2005","","Secondary or higher","","","35.7",""
"Haiti","2005","Female","","","","30.3",""
"Haiti","2005","Male","","","","27.0",""
"Haiti","2000","","","Urban","","30.0",""
"Haiti","2000","","","Rural","","33.0",""
"Haiti","2000","","","","Q1 (Poorest)","25.8",""
"Haiti","2000","","","","Q2","34.4",""
"Haiti","2000","","","","Q3","36.0",""
"Haiti","2000","","","","Q4","35.6",""
"Haiti","2000","","","","Q5 (Richest)","27.6",""
"Haiti","2000","","None","","","26.0",""
"Haiti","2000","","Primary","","","34.7",""
"Haiti","2000","","Secondary or higher","","","39.8",""
"Haiti","2000","Female","","","","32.8",""
"Haiti","2000","Male","","","","31.1",""
"Honduras","2005","","","Urban","","49.4",""
"Honduras","2005","","","Rural","","48.3",""
"Honduras","2005","","","","Q1 (Poorest)","47.6",""
"Honduras","2005","","","","Q2","47.9",""
"Honduras","2005","","","","Q3","50.0",""
"Honduras","2005","","","","Q4","47.6",""
"Honduras","2005","","","","Q5 (Richest)","51.4",""
"Honduras","2005","","None","","","43.2",""
"Honduras","2005","","Primary","","","47.4",""
"Honduras","2005","","Secondary or higher","","","55.1",""
"Honduras","2005","Female","","","","48.9",""
"Honduras","2005","Male","","","","48.6",""
"India","2005","","","Urban","","16.9",""
"India","2005","","","Rural","","15.2",""
"India","2005","","","","Q1 (Poorest)","13.0",""
"India","2005","","","","Q2","13.8",""
"India","2005","","","","Q3","16.9",""
"India","2005","","","","Q4","17.3",""
"India","2005","","","","Q5 (Richest)","19.2",""
"India","2005","","None","","","11.4",""
"India","2005","","Primary","","","16.4",""
"India","2005","","Secondary or higher","","","21.0",""
"India","2005","Female","","","","15.6",""
"India","2005","Male","","","","15.7",""
"Indonesia","2007","","","Urban","","74.0",""
"Indonesia","2007","","","Rural","","64.6",""
"Indonesia","2007","","","","Q1 (Poorest)","54.5",""
"Indonesia","2007","","","","Q2","68.9",""
"Indonesia","2007","","","","Q3","72.0",""
"Indonesia","2007","","","","Q4","75.6",""
"Indonesia","2007","","","","Q5 (Richest)","74.2",""
"Indonesia","2007","","None","","","42.9",""
"Indonesia","2007","","Primary","","","62.9",""
"Indonesia","2007","","Secondary or higher","","","74.3",""
"Indonesia","2007","Female","","","","68.8",""
"Indonesia","2007","Male","","","","68.2",""
"Indonesia","2002","","","Urban","","79.5",""
"Indonesia","2002","","","Rural","","71.1",""
"Indonesia","2002","","","","Q1 (Poorest)","62.6",""
"Indonesia","2002","","","","Q2","75.6",""
"Indonesia","2002","","","","Q3","78.0",""
"Indonesia","2002","","","","Q4","82.4",""
"Indonesia","2002","","","","Q5 (Richest)","79.7",""
"Indonesia","2002","","None","","","57.2",""
"Indonesia","2002","","Primary","","","72.2",""
"Indonesia","2002","","Secondary or higher","","","79.8",""
"Indonesia","2002","Female","","","","75.4",""
"Indonesia","2002","Male","","","","74.8",""
"Iraq","2006","","","Urban","","2.3",""
"Iraq","2006","","","Rural","","1.6",""
"Iraq","2006","","None","","","1.6",""
"Iraq","2006","","Primary","","","1.8",""
"Iraq","2006","","Secondary or higher","","","2.7",""
"Iraq","2006","Female","","","","2.0",""
"Iraq","2006","Male","","","","2.0",""
"Jordan","2007","","","Urban","","8.7",""
"Jordan","2007","","","Rural","","7.6",""
"Jordan","2007","","","","Q1 (Poorest)","6.8",""
"Jordan","2007","","","","Q2","9.2",""
"Jordan","2007","","","","Q3","8.9",""
"Jordan","2007","","","","Q4","11.2",""
"Jordan","2007","","","","Q5 (Richest)","6.9",""
"Jordan","2007","","None","","","7.1",""
"Jordan","2007","","Primary","","","4.1",""
"Jordan","2007","","Secondary or higher","","","8.9",""
"Jordan","2007","Female","","","","7.9",""
"Jordan","2007","Male","","","","9.1",""
"Kenya","2008","","","Urban","","35.0",""
"Kenya","2008","","","Rural","","29.6",""
"Kenya","2008","","","","Q1 (Poorest)","28.3",""
"Kenya","2008","","","","Q2","30.4",""
"Kenya","2008","","","","Q3","29.1",""
"Kenya","2008","","","","Q4","31.2",""
"Kenya","2008","","","","Q5 (Richest)","34.6",""
"Kenya","2008","","None","","","27.5",""
"Kenya","2008","","Primary","","","29.6",""
"Kenya","2008","","Secondary or higher","","","35.0",""
"Kenya","2008","Female","","","","30.3",""
"Kenya","2008","Male","","","","30.9",""
"Kenya","2003","","","Urban","","40.4",""
"Kenya","2003","","","Rural","","31.7",""
"Kenya","2003","","","","Q1 (Poorest)","29.9",""
"Kenya","2003","","","","Q2","32.7",""
"Kenya","2003","","","","Q3","31.5",""
"Kenya","2003","","","","Q4","36.9",""
"Kenya","2003","","","","Q5 (Richest)","37.2",""
"Kenya","2003","","None","","","25.9",""
"Kenya","2003","","Primary","","","32.8",""
"Kenya","2003","","Secondary or higher","","","40.0",""
"Kenya","2003","Female","","","","31.4",""
"Kenya","2003","Male","","","","35.3",""
"Kyrgyzstan","2005","","","Urban","","52.2",""
"Kyrgyzstan","2005","","","Rural","","43.7",""
"Kyrgyzstan","2005","","","","Q1 (Poorest)","37.6",""
"Kyrgyzstan","2005","","","","Q2","41.4",""
"Kyrgyzstan","2005","","","","Q3","45.8",""
"Kyrgyzstan","2005","","","","Q4","48.5",""
"Kyrgyzstan","2005","","","","Q5 (Richest)","59.8",""
"Kyrgyzstan","2005","","Secondary or higher","","","47.2",""
"Kyrgyzstan","2005","Female","","","","49.0",""
"Kyrgyzstan","2005","Male","","","","45.3",""
"Lao People's Democratic Republic","2006","","","Urban","","17.6",""
"Lao People's Democratic Republic","2006","","","Rural","","18.2",""
