"Country or Area","Year(s)","GENDER","EDUCATION LEVEL","RESIDENCE AREA","WEALTH QUINTILE","Value","Value Footnotes"
"Bangladesh","2006","Male","","","","85.9",""
"Bangladesh","2004","","","Urban","","80.9",""
"Bangladesh","2004","","","Rural","","71.1",""
"Bangladesh","2004","","","","Q1 (Poorest)","57.4",""
"Bangladesh","2004","","","","Q2","76.0",""
"Bangladesh","2004","","","","Q3","74.1",""
"Bangladesh","2004","","","","Q4","78.7",""
"Bangladesh","2004","","","","Q5 (Richest)","86.7",""
"Bangladesh","2004","","None","","","60.2",""
"Bangladesh","2004","","Primary","","","74.9",""
"Bangladesh","2004","","Secondary or higher","","","84.8",""
"Bangladesh","2004","Female","","","","72.8",""
"Bangladesh","2004","Male","","","","73.4",""
"Belarus","2005","","","Urban","","90.4",""
"Belarus","2005","","","Rural","","90.1",""
"Belarus","2005","","","","Q1 (Poorest)","97.1",""
"Belarus","2005","","","","Q2","88.6",""
"Belarus","2005","","","","Q3","90.4",""
"Belarus","2005","","","","Q4","91.8",""
"Belarus","2005","","","","Q5 (Richest)","86.3",""
"Belarus","2005","","Secondary or higher","","","86.4",""
"Belarus","2005","Female","","","","88.5",""
"Belarus","2005","Male","","","","92.2",""
"Belize","2006","","","Urban","","44.3",""
"Belize","2006","","","Rural","","26.2",""
"Belize","2006","","","","Q1 (Poorest)","20.9","1"
"Belize","2006","","","","Q2","41.9","1"
"Belize","2006","","","","Q3","32.4","1"
"Belize","2006","","","","Q4","47.1","1"
"Belize","2006","","Secondary or higher","","","38.9",""
"Belize","2006","Female","","","","34.2",""
"Belize","2006","Male","","","","35.0",""
"Benin","2006","","","Urban","","55.0",""
"Benin","2006","","","Rural","","43.4",""
"Benin","2006","","","","Q1 (Poorest)","34.0",""
"Benin","2006","","","","Q2","43.6",""
"Benin","2006","","","","Q3","48.4",""
"Benin","2006","","","","Q4","49.1",""
"Benin","2006","","","","Q5 (Richest)","65.1",""
"Benin","2006","","None","","","43.1",""
"Benin","2006","","Primary","","","54.8",""
"Benin","2006","","Secondary or higher","","","71.3",""
"Benin","2006","Female","","","","48.4",""
"Benin","2006","Male","","","","46.6",""
"Benin","2001","","","Urban","","65.0",""
"Benin","2001","","","Rural","","56.3",""
"Benin","2001","","","","Q1 (Poorest)","50.2",""
"Benin","2001","","","","Q2","53.4",""
"Benin","2001","","","","Q3","57.1",""
"Benin","2001","","","","Q4","64.9",""
"Benin","2001","","","","Q5 (Richest)","73.6",""
"Benin","2001","","None","","","56.2",""
"Benin","2001","","Primary","","","63.0",""
"Benin","2001","","Secondary or higher","","","75.1",""
"Benin","2001","Female","","","","58.2",""
"Benin","2001","Male","","","","60.5",""
"Bolivia (Plurinational State of)","2008","","","Urban","","64.4",""
"Bolivia (Plurinational State of)","2008","","","Rural","","69.2",""
"Bolivia (Plurinational State of)","2008","","","","Q1 (Poorest)","67.2",""
"Bolivia (Plurinational State of)","2008","","","","Q2","67.0",""
"Bolivia (Plurinational State of)","2008","","","","Q3","66.3",""
"Bolivia (Plurinational State of)","2008","","","","Q4","68.1",""
"Bolivia (Plurinational State of)","2008","","","","Q5 (Richest)","63.5",""
"Bolivia (Plurinational State of)","2008","","None","","","72.8",""
"Bolivia (Plurinational State of)","2008","","Primary","","","65.0",""
"Bolivia (Plurinational State of)","2008","","Secondary or higher","","","67.8",""
"Bolivia (Plurinational State of)","2008","Female","","","","66.3",""
"Bolivia (Plurinational State of)","2008","Male","","","","66.9",""
"Bolivia (Plurinational State of)","2003","","","Urban","","52.1",""
"Bolivia (Plurinational State of)","2003","","","Rural","","48.4",""
"Bolivia (Plurinational State of)","2003","","","","Q1 (Poorest)","48.2",""
"Bolivia (Plurinational State of)","2003","","","","Q2","49.2",""
"Bolivia (Plurinational State of)","2003","","","","Q3","44.1",""
"Bolivia (Plurinational State of)","2003","","","","Q4","58.8",""
"Bolivia (Plurinational State of)","2003","","","","Q5 (Richest)","57.3",""
"Bolivia (Plurinational State of)","2003","","None","","","43.7",""
"Bolivia (Plurinational State of)","2003","","Primary","","","45.7",""
"Bolivia (Plurinational State of)","2003","","Secondary or higher","","","61.0",""
"Bolivia (Plurinational State of)","2003","Female","","","","51.6",""
"Bolivia (Plurinational State of)","2003","Male","","","","49.6",""
"Bosnia and Herzegovina","2006","","","Urban","","71.0",""
"Bosnia and Herzegovina","2006","","","Rural","","83.2",""
"Bosnia and Herzegovina","2006","","","","Q1 (Poorest)","77.7",""
"Bosnia and Herzegovina","2006","","","","Q2","80.4",""
"Bosnia and Herzegovina","2006","","","","Q3","75.8",""
"Bosnia and Herzegovina","2006","","","","Q4","82.4",""
"Bosnia and Herzegovina","2006","","","","Q5 (Richest)","79.8",""
"Bosnia and Herzegovina","2006","","Primary","","","84.6",""
"Bosnia and Herzegovina","2006","","Secondary or higher","","","77.6",""
"Bosnia and Herzegovina","2006","Female","","","","78.8",""
"Bosnia and Herzegovina","2006","Male","","","","80.0",""
"Burkina Faso","2006","","","Urban","","82.6",""
"Burkina Faso","2006","","","Rural","","63.2",""
"Burkina Faso","2006","","","","Q1 (Poorest)","64.5",""
"Burkina Faso","2006","","","","Q2","59.0",""
"Burkina Faso","2006","","","","Q3","66.1",""
"Burkina Faso","2006","","","","Q4","68.8",""
"Burkina Faso","2006","","","","Q5 (Richest)","80.9",""
"Burkina Faso","2006","","None","","","64.7",""
"Burkina Faso","2006","","Primary","","","78.2",""
"Burkina Faso","2006","","Secondary or higher","","","87.8","1"
"Burkina Faso","2006","Female","","","","67.3",""
"Burkina Faso","2006","Male","","","","67.5",""
"Burkina Faso","2003","","","Urban","","62.3",""
"Burkina Faso","2003","","","Rural","","41.4",""
"Burkina Faso","2003","","","","Q1 (Poorest)","34.2",""
"Burkina Faso","2003","","","","Q2","41.0",""
"Burkina Faso","2003","","","","Q3","41.8",""
"Burkina Faso","2003","","","","Q4","45.8",""
"Burkina Faso","2003","","","","Q5 (Richest)","61.3",""
"Burkina Faso","2003","","None","","","42.3",""
"Burkina Faso","2003","","Primary","","","48.4",""
"Burkina Faso","2003","","Secondary or higher","","","74.0",""
"Burkina Faso","2003","Female","","","","45.8",""
"Burkina Faso","2003","Male","","","","42.4",""
"Burundi","2005","","","Urban","","54.2",""
"Burundi","2005","","","Rural","","48.3",""
"Burundi","2005","","","","Q1 (Poorest)","42.9",""
"Burundi","2005","","","","Q2","49.7",""
"Burundi","2005","","","","Q3","45.7",""
"Burundi","2005","","","","Q4","55.2",""
"Burundi","2005","","","","Q5 (Richest)","49.2",""
"Burundi","2005","","None","","","42.8",""
"Burundi","2005","","Primary","","","50.0",""
"Burundi","2005","","Secondary or higher","","","50.0",""
"Burundi","2005","Female","","","","50.9",""
"Burundi","2005","Male","","","","46.1",""
"Cambodia","2010","","","Urban","","85.4",""
"Cambodia","2010","","","Rural","","77.4",""
"Cambodia","2010","","","","Q1 (Poorest)","65.3",""
"Cambodia","2010","","","","Q2","77.4",""
"Cambodia","2010","","","","Q3","83.6",""
"Cambodia","2010","","","","Q4","84.3",""
"Cambodia","2010","","","","Q5 (Richest)","88.2",""
"Cambodia","2010","","None","","","58.4",""
"Cambodia","2010","","Primary","","","80.1",""
"Cambodia","2010","","Secondary or higher","","","87.6",""
"Cambodia","2010","Female","","","","80.6",""
"Cambodia","2010","Male","","","","77.1",""
"Cambodia","2005","","","Urban","","69.4",""
"Cambodia","2005","","","Rural","","66.2",""
"Cambodia","2005","","","","Q1 (Poorest)","56.1",""
"Cambodia","2005","","","","Q2","65.8",""
"Cambodia","2005","","","","Q3","66.8",""
"Cambodia","2005","","","","Q4","74.4",""
"Cambodia","2005","","","","Q5 (Richest)","76.4",""
"Cambodia","2005","","None","","","51.8",""
"Cambodia","2005","","Primary","","","67.6",""
"Cambodia","2005","","Secondary or higher","","","83.3",""
"Cambodia","2005","Female","","","","64.1",""
"Cambodia","2005","Male","","","","69.0",""
"Cambodia","2000","","","Urban","","46.3",""
"Cambodia","2000","","","Rural","","39.0",""
"Cambodia","2000","","","","Q1 (Poorest)","28.6",""
"Cambodia","2000","","","","Q2","34.6",""
"Cambodia","2000","","","","Q3","38.5",""
"Cambodia","2000","","","","Q4","45.6",""
"Cambodia","2000","","","","Q5 (Richest)","67.7",""
"Cambodia","2000","","None","","","29.2",""
"Cambodia","2000","","Primary","","","41.5",""
"Cambodia","2000","","Secondary or higher","","","58.8",""
"Cambodia","2000","Female","","","","37.2",""
"Cambodia","2000","Male","","","","42.7",""
"Cameroon","2006","","","Urban","","69.3",""
"Cameroon","2006","","","Rural","","59.7",""
"Cameroon","2006","","","","Q1 (Poorest)","50.2",""
"Cameroon","2006","","","","Q2","65.8",""
"Cameroon","2006","","","","Q3","60.7",""
"Cameroon","2006","","","","Q4","71.5",""
"Cameroon","2006","","","","Q5 (Richest)","76.9",""
"Cameroon","2006","","None","","","49.1",""
"Cameroon","2006","","Primary","","","65.8",""
"Cameroon","2006","","Secondary or higher","","","77.4",""
"Cameroon","2006","Female","","","","65.1",""
"Cameroon","2006","Male","","","","62.6",""
"Cameroon","2004","","","Urban","","55.4",""
"Cameroon","2004","","","Rural","","42.5",""
"Cameroon","2004","","","","Q1 (Poorest)","36.6",""
"Cameroon","2004","","","","Q2","47.4",""
"Cameroon","2004","","","","Q3","50.8",""
"Cameroon","2004","","","","Q4","51.4",""
"Cameroon","2004","","","","Q5 (Richest)","60.8",""
"Cameroon","2004","","None","","","31.9",""
"Cameroon","2004","","Primary","","","51.2",""
"Cameroon","2004","","Secondary or higher","","","60.9",""
"Cameroon","2004","Female","","","","49.5",""
"Cameroon","2004","Male","","","","47.4",""
"Central African Republic","2006","","","Urban","","47.0",""
"Central African Republic","2006","","","Rural","","23.9",""
"Central African Republic","2006","","","","Q1 (Poorest)","18.1",""
"Central African Republic","2006","","","","Q2","24.1",""
"Central African Republic","2006","","","","Q3","27.6",""
"Central African Republic","2006","","","","Q4","43.2",""
"Central African Republic","2006","","","","Q5 (Richest)","55.8",""
"Central African Republic","2006","","None","","","19.6",""
"Central African Republic","2006","","Primary","","","36.7",""
"Central African Republic","2006","","Secondary or higher","","","54.0",""
"Central African Republic","2006","Female","","","","33.6",""
"Central African Republic","2006","Male","","","","32.7",""
"Chad","2004","","","Urban","","21.3",""
"Chad","2004","","","Rural","","9.0",""
"Chad","2004","","","","Q1 (Poorest)","1.0",""
"Chad","2004","","","","Q2","7.1",""
"Chad","2004","","","","Q3","12.4",""
"Chad","2004","","","","Q4","12.8",""
"Chad","2004","","","","Q5 (Richest)","24.0",""
"Chad","2004","","None","","","7.8",""
"Chad","2004","","Primary","","","19.8",""
"Chad","2004","","Secondary or higher","","","30.4",""
"Chad","2004","Female","","","","11.8",""
"Chad","2004","Male","","","","11.0",""
"Colombia","2010","","","Urban","","68.8",""
"Colombia","2010","","","Rural","","66.5",""
"Colombia","2010","","","","Q1 (Poorest)","64.2",""
"Colombia","2010","","","","Q2","68.3",""
"Colombia","2010","","","","Q3","71.8",""
"Colombia","2010","","","","Q4","70.1",""
"Colombia","2010","","","","Q5 (Richest)","67.3",""
"Colombia","2010","","None","","","56.0",""
"Colombia","2010","","Primary","","","67.0",""
"Colombia","2010","","Secondary or higher","","","68.9",""
"Colombia","2010","Female","","","","66.1",""
"Colombia","2010","Male","","","","70.1",""
"Colombia","2005","","","Urban","","62.2",""
"Colombia","2005","","","Rural","","52.4",""
"Colombia","2005","","","","Q1 (Poorest)","47.6",""
"Colombia","2005","","","","Q2","56.2",""
"Colombia","2005","","","","Q3","66.6",""
"Colombia","2005","","","","Q4","62.4",""
"Colombia","2005","","","","Q5 (Richest)","71.5",""
"Colombia","2005","","None","","","46.5",""
"Colombia","2005","","Primary","","","55.6",""
"Colombia","2005","","Secondary or higher","","","61.4",""
"Colombia","2005","Female","","","","57.2",""
"Colombia","2005","Male","","","","60.4",""
"Colombia","2000","","","Urban","","55.3",""
"Colombia","2000","","","Rural","","46.2",""
"Colombia","2000","","","","Q1 (Poorest)","40.4",""
"Colombia","2000","","","","Q2","50.1",""
"Colombia","2000","","","","Q3","59.8",""
"Colombia","2000","","","","Q4","62.8",""
"Colombia","2000","","","","Q5 (Richest)","54.6",""
"Colombia","2000","","None","","","26.7","1"
"Colombia","2000","","Primary","","","47.6",""
"Colombia","2000","","Secondary or higher","","","56.9",""
"Colombia","2000","Female","","","","49.6",""
"Colombia","2000","Male","","","","55.1",""
"Congo","2005","","","Urban","","64.4",""
"Congo","2005","","","Rural","","41.4",""
"Congo","2005","","","","Q1 (Poorest)","29.7",""
"Congo","2005","","","","Q2","44.7",""
"Congo","2005","","","","Q3","60.8",""
"Congo","2005","","","","Q4","62.6",""
"Congo","2005","","","","Q5 (Richest)","73.8",""
"Congo","2005","","None","","","27.3",""
"Congo","2005","","Primary","","","43.5",""
"Congo","2005","","Secondary or higher","","","62.4",""
"Congo","2005","Female","","","","53.3",""
"Congo","2005","Male","","","","51.9",""
"Côte d’Ivoire","2006","","","Urban","","87.4",""
"Côte d’Ivoire","2006","","","Rural","","71.2",""
"Côte d’Ivoire","2006","","","","Q1 (Poorest)","62.0",""
"Côte d’Ivoire","2006","","","","Q2","72.5",""
"Côte d’Ivoire","2006","","","","Q3","80.0",""
"Côte d’Ivoire","2006","","","","Q4","86.1",""
"Côte d’Ivoire","2006","","","","Q5 (Richest)","92.7",""
"Côte d’Ivoire","2006","","None","","","72.7",""
"Côte d’Ivoire","2006","","Primary","","","84.6",""
"Côte d’Ivoire","2006","","Secondary or higher","","","85.2",""
"Côte d’Ivoire","2006","Female","","","","76.6",""
"Côte d’Ivoire","2006","Male","","","","78.0",""
"Cuba","2006","","","Urban","","45.9",""
"Cuba","2006","","","Rural","","60.9",""
"Cuba","2006","","Primary","","","43.4",""
"Cuba","2006","","Secondary or higher","","","50.3",""
"Cuba","2006","Female","","","","50.2",""
"Cuba","2006","Male","","","","49.8",""
"Democratic Republic of the Congo","2007","","","Urban","","38.7",""
"Democratic Republic of the Congo","2007","","","Rural","","25.7",""
"Democratic Republic of the Congo","2007","","","","Q1 (Poorest)","19.6",""
"Democratic Republic of the Congo","2007","","","","Q2","25.4",""
"Democratic Republic of the Congo","2007","","","","Q3","30.8",""
"Democratic Republic of the Congo","2007","","","","Q4","32.8",""
"Democratic Republic of the Congo","2007","","","","Q5 (Richest)","50.1",""
"Democratic Republic of the Congo","2007","","None","","","21.0",""
"Democratic Republic of the Congo","2007","","Primary","","","26.5",""
"Democratic Republic of the Congo","2007","","Secondary or higher","","","41.4",""
"Democratic Republic of the Congo","2007","Female","","","","31.9",""
"Democratic Republic of the Congo","2007","Male","","","","29.6",""
"Djibouti","2006","","","Urban","","40.9",""
"Djibouti","2006","","","Rural","","22.1","1"
"Djibouti","2006","","None","","","36.7",""
"Djibouti","2006","","Primary","","","41.2",""
"Djibouti","2006","","Secondary or higher","","","50.7",""
"Djibouti","2006","Female","","","","41.4",""
"Djibouti","2006","Male","","","","39.4",""
"Dominican Republic","2007","","","Urban","","54.7",""
"Dominican Republic","2007","","","Rural","","51.7",""
"Dominican Republic","2007","","","","Q1 (Poorest)","44.1",""
"Dominican Republic","2007","","","","Q2","52.8",""
"Dominican Republic","2007","","","","Q3","55.1",""
"Dominican Republic","2007","","","","Q4","54.6",""
"Dominican Republic","2007","","","","Q5 (Richest)","70.0",""
"Dominican Republic","2007","","None","","","31.9",""
"Dominican Republic","2007","","Primary","","","49.0",""
"Dominican Republic","2007","","Secondary or higher","","","58.0",""
"Dominican Republic","2007","Female","","","","55.0",""
"Dominican Republic","2007","Male","","","","52.5",""
"Dominican Republic","2002","","","Urban","","37.1",""
"Dominican Republic","2002","","","Rural","","33.4",""
"Dominican Republic","2002","","","","Q1 (Poorest)","27.2",""
"Dominican Republic","2002","","","","Q2","32.5",""
"Dominican Republic","2002","","","","Q3","41.5",""
"Dominican Republic","2002","","","","Q4","43.8",""
"Dominican Republic","2002","","","","Q5 (Richest)","36.4",""
"Dominican Republic","2002","","None","","","15.4",""
"Dominican Republic","2002","","Primary","","","29.3",""
"Dominican Republic","2002","","Secondary or higher","","","44.2",""
"Dominican Republic","2002","Female","","","","37.7",""
"Dominican Republic","2002","Male","","","","34.1",""
"Egypt","2008","","","Urban","","93.3",""
"Egypt","2008","","","Rural","","90.6",""
"Egypt","2008","","","","Q1 (Poorest)","89.4",""
"Egypt","2008","","","","Q2","89.5",""
"Egypt","2008","","","","Q3","92.8",""
"Egypt","2008","","","","Q4","92.7",""
"Egypt","2008","","","","Q5 (Richest)","93.8",""
"Egypt","2008","","None","","","91.4",""
"Egypt","2008","","Primary","","","86.4",""
"Egypt","2008","","Secondary or higher","","","92.5",""
"Egypt","2008","Female","","","","92.5",""
"Egypt","2008","Male","","","","90.8",""
"Egypt","2005","","","Urban","","81.0",""
"Egypt","2005","","","Rural","","82.5",""
"Egypt","2005","","","","Q1 (Poorest)","77.6",""
"Egypt","2005","","","","Q2","81.1",""
"Egypt","2005","","","","Q3","85.3",""
"Egypt","2005","","","","Q4","82.6",""
"Egypt","2005","","","","Q5 (Richest)","82.9",""
"Egypt","2005","","None","","","79.9",""
"Egypt","2005","","Primary","","","77.8",""
"Egypt","2005","","Secondary or higher","","","83.9",""
"Egypt","2005","Female","","","","81.8",""
"Egypt","2005","Male","","","","82.1",""
"Egypt","2000","","","Urban","","92.8",""
"Egypt","2000","","","Rural","","91.9",""
"Egypt","2000","","","","Q1 (Poorest)","91.2",""
"Egypt","2000","","","","Q2","91.9",""
"Egypt","2000","","","","Q3","92.1",""
"Egypt","2000","","","","Q4","94.0",""
"Egypt","2000","","","","Q5 (Richest)","92.0",""
"Egypt","2000","","None","","","91.5",""
"Egypt","2000","","Primary","","","92.9",""
"Egypt","2000","","Secondary or higher","","","92.6",""
"Egypt","2000","Female","","","","92.4",""
"Egypt","2000","Male","","","","92.1",""
"Ethiopia","2011","","","Urban","","48.2",""
"Ethiopia","2011","","","Rural","","20.6",""
"Ethiopia","2011","","","","Q1 (Poorest)","16.8",""
"Ethiopia","2011","","","","Q2","18.7",""
"Ethiopia","2011","","","","Q3","18.7",""
"Ethiopia","2011","","","","Q4","25.1",""
"Ethiopia","2011","","","","Q5 (Richest)","50.6",""
"Ethiopia","2011","","None","","","20.4",""
"Ethiopia","2011","","Primary","","","28.5",""
"Ethiopia","2011","","Secondary or higher","","","57.3",""
"Ethiopia","2011","Female","","","","26.1",""
"Ethiopia","2011","Male","","","","23.2",""
"Ethiopia","2005","","","Urban","","49.6",""
"Ethiopia","2005","","","Rural","","18.3",""
"Ethiopia","2005","","","","Q1 (Poorest)","14.5",""
"Ethiopia","2005","","","","Q2","16.7",""
"Ethiopia","2005","","","","Q3","22.2",""
"Ethiopia","2005","","","","Q4","18.8",""
"Ethiopia","2005","","","","Q5 (Richest)","36.0",""
"Ethiopia","2005","","None","","","17.5",""
"Ethiopia","2005","","Primary","","","29.1",""
"Ethiopia","2005","","Secondary or higher","","","41.9",""
"Ethiopia","2005","Female","","","","18.8",""
"Ethiopia","2005","Male","","","","22.7",""
"Ethiopia","2000","","","Urban","","42.1",""
"Ethiopia","2000","","","Rural","","11.2",""
"Ethiopia","2000","","","","Q1 (Poorest)","7.6",""
"Ethiopia","2000","","","","Q2","8.9",""
"Ethiopia","2000","","","","Q3","9.1",""
"Ethiopia","2000","","","","Q4","17.1",""
"Ethiopia","2000","","","","Q5 (Richest)","34.1",""
"Ethiopia","2000","","None","","","10.4",""
"Ethiopia","2000","","Primary","","","24.9",""
"Ethiopia","2000","","Secondary or higher","","","45.1",""
"Ethiopia","2000","Female","","","","14.0",""
"Ethiopia","2000","Male","","","","14.9",""
"Gabon","2000","","","Urban","","18.2",""
"Gabon","2000","","","Rural","","6.6",""
"Gabon","2000","","","","Q1 (Poorest)","5.9",""
"Gabon","2000","","","","Q2","10.0",""
"Gabon","2000","","","","Q3","20.0",""
"Gabon","2000","","","","Q4","19.6",""
"Gabon","2000","","","","Q5 (Richest)","23.5",""
"Gabon","2000","","None","","","19.3","1"
"Gabon","2000","","Primary","","","10.8",""
"Gabon","2000","","Secondary or higher","","","17.9",""
"Gabon","2000","Female","","","","11.3",""
"Gabon","2000","Male","","","","19.4",""
"Gambia","2005","","","Urban","","76.5",""
"Gambia","2005","","","Rural","","78.8",""
"Gambia","2005","","","","Q1 (Poorest)","83.9",""
"Gambia","2005","","","","Q2","76.6",""
"Gambia","2005","","","","Q3","76.2",""
"Gambia","2005","","","","Q4","74.1",""
"Gambia","2005","","","","Q5 (Richest)","78.5",""
"Gambia","2005","","None","","","77.2",""
"Gambia","2005","","Primary","","","76.4",""
"Gambia","2005","","Secondary or higher","","","78.5",""
"Gambia","2005","Female","","","","80.2",""
"Gambia","2005","Male","","","","75.9",""
"Georgia","2005","","","Urban","","20.2",""
"Georgia","2005","","","Rural","","22.1",""
"Georgia","2005","","","","Q1 (Poorest)","18.8",""
"Georgia","2005","","","","Q2","21.4",""
"Georgia","2005","","","","Q3","24.6",""
"Georgia","2005","","","","Q4","23.4",""
"Georgia","2005","","","","Q5 (Richest)","18.4",""
"Georgia","2005","","Secondary or higher","","","21.3",""
"Georgia","2005","Female","","","","20.4",""
"Georgia","2005","Male","","","","21.9",""
"Ghana","2008","","","Urban","","78.3",""
"Ghana","2008","","","Rural","","80.1",""
"Ghana","2008","","","","Q1 (Poorest)","76.2",""
"Ghana","2008","","","","Q2","77.4",""
"Ghana","2008","","","","Q3","75.0",""
"Ghana","2008","","","","Q4","86.2",""
"Ghana","2008","","","","Q5 (Richest)","84.3",""
"Ghana","2008","","None","","","74.4",""
"Ghana","2008","","Primary","","","82.0",""
"Ghana","2008","","Secondary or higher","","","81.5",""
"Ghana","2008","Female","","","","78.9",""
"Ghana","2008","Male","","","","80.0",""
"Ghana","2006","","","Urban","","77.9",""
"Ghana","2006","","","Rural","","72.2",""
"Ghana","2006","","","","Q1 (Poorest)","63.3",""
"Ghana","2006","","","","Q2","73.3",""
"Ghana","2006","","","","Q3","76.7",""
"Ghana","2006","","","","Q4","75.8",""
"Ghana","2006","","","","Q5 (Richest)","86.4",""
"Ghana","2006","","None","","","66.8",""
"Ghana","2006","","Primary","","","70.5",""
"Ghana","2006","","Secondary or higher","","","83.1",""
"Ghana","2006","Female","","","","73.7",""
"Ghana","2006","Male","","","","74.6",""
"Ghana","2003","","","Urban","","75.5",""
"Ghana","2003","","","Rural","","66.3",""
"Ghana","2003","","","","Q1 (Poorest)","54.4",""
"Ghana","2003","","","","Q2","72.4",""
"Ghana","2003","","","","Q3","74.2",""
"Ghana","2003","","","","Q4","73.9",""
"Ghana","2003","","","","Q5 (Richest)","79.2",""
"Ghana","2003","","None","","","57.9",""
"Ghana","2003","","Primary","","","66.8",""
"Ghana","2003","","Secondary or higher","","","80.7",""
"Ghana","2003","Female","","","","68.5",""
"Ghana","2003","Male","","","","70.6",""
"Guinea","2005","","","Urban","","40.3",""
"Guinea","2005","","","Rural","","36.6",""
"Guinea","2005","","","","Q1 (Poorest)","29.0",""
"Guinea","2005","","","","Q2","32.1",""
"Guinea","2005","","","","Q3","42.7",""
"Guinea","2005","","","","Q4","43.6",""
"Guinea","2005","","","","Q5 (Richest)","44.7",""
"Guinea","2005","","None","","","35.7",""
"Guinea","2005","","Primary","","","46.0",""
"Guinea","2005","","Secondary or higher","","","50.7",""
"Guinea","2005","Female","","","","36.0",""
"Guinea","2005","Male","","","","38.8",""
"Guinea-Bissau","2006","","","Urban","","60.6",""
"Guinea-Bissau","2006","","","Rural","","49.9",""
"Guinea-Bissau","2006","","","","Q1 (Poorest)","45.1",""
"Guinea-Bissau","2006","","","","Q2","52.0",""
