"Country or Area","Year(s)","GENDER","EDUCATION LEVEL","RESIDENCE AREA","WEALTH QUINTILE","Value","Value Footnotes"
"Belarus","2005","","Secondary or higher","","","87.3",""
"Belarus","2005","Female","","","","89.0",""
"Belarus","2005","Male","","","","92.5",""
"Belize","2006","","","Urban","","89.5",""
"Belize","2006","","","Rural","","72.7",""
"Belize","2006","","","","Q1 (Poorest)","63.8","1"
"Belize","2006","","","","Q2","84.5","1"
"Belize","2006","","","","Q3","80.5","1"
"Belize","2006","","","","Q4","88.3","1"
"Belize","2006","","Secondary or higher","","","91.4",""
"Belize","2006","Female","","","","80.0",""
"Belize","2006","Male","","","","80.4",""
"Benin","2006","","","Urban","","68.2",""
"Benin","2006","","","Rural","","57.2",""
"Benin","2006","","","","Q1 (Poorest)","48.2",""
"Benin","2006","","","","Q2","56.5",""
"Benin","2006","","","","Q3","63.7",""
"Benin","2006","","","","Q4","63.2",""
"Benin","2006","","","","Q5 (Richest)","76.4",""
"Benin","2006","","None","","","56.5",""
"Benin","2006","","Primary","","","70.1",""
"Benin","2006","","Secondary or higher","","","82.4",""
"Benin","2006","Female","","","","61.9",""
"Benin","2006","Male","","","","60.2",""
"Benin","2001","","","Urban","","75.3",""
"Benin","2001","","","Rural","","64.1",""
"Benin","2001","","","","Q1 (Poorest)","56.9",""
"Benin","2001","","","","Q2","61.8",""
"Benin","2001","","","","Q3","65.5",""
"Benin","2001","","","","Q4","75.7",""
"Benin","2001","","","","Q5 (Richest)","83.0",""
"Benin","2001","","None","","","63.4",""
"Benin","2001","","Primary","","","74.7",""
"Benin","2001","","Secondary or higher","","","88.6",""
"Benin","2001","Female","","","","67.0",""
"Benin","2001","Male","","","","69.1",""
"Bolivia (Plurinational State of)","2008","","","Urban","","68.8",""
"Bolivia (Plurinational State of)","2008","","","Rural","","76.1",""
"Bolivia (Plurinational State of)","2008","","","","Q1 (Poorest)","74.9",""
"Bolivia (Plurinational State of)","2008","","","","Q2","73.7",""
"Bolivia (Plurinational State of)","2008","","","","Q3","71.6",""
"Bolivia (Plurinational State of)","2008","","","","Q4","70.6",""
"Bolivia (Plurinational State of)","2008","","","","Q5 (Richest)","66.9",""
"Bolivia (Plurinational State of)","2008","","None","","","85.7",""
"Bolivia (Plurinational State of)","2008","","Primary","","","70.9",""
"Bolivia (Plurinational State of)","2008","","Secondary or higher","","","71.9",""
"Bolivia (Plurinational State of)","2008","Female","","","","71.6",""
"Bolivia (Plurinational State of)","2008","Male","","","","72.6",""
"Bolivia (Plurinational State of)","2003","","","Urban","","66.5",""
"Bolivia (Plurinational State of)","2003","","","Rural","","60.2",""
"Bolivia (Plurinational State of)","2003","","","","Q1 (Poorest)","62.3",""
"Bolivia (Plurinational State of)","2003","","","","Q2","57.4",""
"Bolivia (Plurinational State of)","2003","","","","Q3","61.2",""
"Bolivia (Plurinational State of)","2003","","","","Q4","70.4",""
"Bolivia (Plurinational State of)","2003","","","","Q5 (Richest)","73.7",""
"Bolivia (Plurinational State of)","2003","","None","","","60.6",""
"Bolivia (Plurinational State of)","2003","","Primary","","","58.7",""
"Bolivia (Plurinational State of)","2003","","Secondary or higher","","","74.0",""
"Bolivia (Plurinational State of)","2003","Female","","","","63.2",""
"Bolivia (Plurinational State of)","2003","Male","","","","64.6",""
"Bosnia and Herzegovina","2006","","","Urban","","75.1",""
"Bosnia and Herzegovina","2006","","","Rural","","83.9",""
"Bosnia and Herzegovina","2006","","","","Q1 (Poorest)","79.1",""
"Bosnia and Herzegovina","2006","","","","Q2","80.0",""
"Bosnia and Herzegovina","2006","","","","Q3","77.3",""
"Bosnia and Herzegovina","2006","","","","Q4","86.9",""
"Bosnia and Herzegovina","2006","","","","Q5 (Richest)","81.3",""
"Bosnia and Herzegovina","2006","","Primary","","","84.9",""
"Bosnia and Herzegovina","2006","","Secondary or higher","","","80.0",""
"Bosnia and Herzegovina","2006","Female","","","","79.7",""
"Bosnia and Herzegovina","2006","Male","","","","82.7",""
"Burkina Faso","2006","","","Urban","","84.6",""
"Burkina Faso","2006","","","Rural","","72.7",""
"Burkina Faso","2006","","","","Q1 (Poorest)","71.9",""
"Burkina Faso","2006","","","","Q2","70.0",""
"Burkina Faso","2006","","","","Q3","75.1",""
"Burkina Faso","2006","","","","Q4","76.6",""
"Burkina Faso","2006","","","","Q5 (Richest)","84.1",""
"Burkina Faso","2006","","None","","","73.3",""
"Burkina Faso","2006","","Primary","","","82.9",""
"Burkina Faso","2006","","Secondary or higher","","","90.7","1"
"Burkina Faso","2006","Female","","","","74.8",""
"Burkina Faso","2006","Male","","","","75.8",""
"Burkina Faso","2003","","","Urban","","73.1",""
"Burkina Faso","2003","","","Rural","","53.3",""
"Burkina Faso","2003","","","","Q1 (Poorest)","48.3",""
"Burkina Faso","2003","","","","Q2","54.5",""
"Burkina Faso","2003","","","","Q3","53.9",""
"Burkina Faso","2003","","","","Q4","54.6",""
"Burkina Faso","2003","","","","Q5 (Richest)","71.2",""
"Burkina Faso","2003","","None","","","54.3",""
"Burkina Faso","2003","","Primary","","","60.3",""
"Burkina Faso","2003","","Secondary or higher","","","80.4",""
"Burkina Faso","2003","Female","","","","58.2",""
"Burkina Faso","2003","Male","","","","53.5",""
"Burundi","2005","","","Urban","","85.4",""
"Burundi","2005","","","Rural","","80.3",""
"Burundi","2005","","","","Q1 (Poorest)","80.3",""
"Burundi","2005","","","","Q2","82.7",""
"Burundi","2005","","","","Q3","76.7",""
"Burundi","2005","","","","Q4","81.1",""
"Burundi","2005","","","","Q5 (Richest)","81.5",""
"Burundi","2005","","None","","","77.1",""
"Burundi","2005","","Primary","","","82.5",""
"Burundi","2005","","Secondary or higher","","","87.5",""
"Burundi","2005","Female","","","","81.3",""
"Burundi","2005","Male","","","","79.7",""
"Cambodia","2010","","","Urban","","86.5",""
"Cambodia","2010","","","Rural","","80.9",""
"Cambodia","2010","","","","Q1 (Poorest)","69.4",""
"Cambodia","2010","","","","Q2","80.8",""
"Cambodia","2010","","","","Q3","85.9",""
"Cambodia","2010","","","","Q4","87.4",""
"Cambodia","2010","","","","Q5 (Richest)","90.4",""
"Cambodia","2010","","None","","","65.2",""
"Cambodia","2010","","Primary","","","82.5",""
"Cambodia","2010","","Secondary or higher","","","89.9",""
"Cambodia","2010","Female","","","","83.2",""
"Cambodia","2010","Male","","","","80.5",""
"Cambodia","2005","","","Urban","","79.1",""
"Cambodia","2005","","","Rural","","76.6",""
"Cambodia","2005","","","","Q1 (Poorest)","69.9",""
"Cambodia","2005","","","","Q2","76.0",""
"Cambodia","2005","","","","Q3","77.2",""
"Cambodia","2005","","","","Q4","83.5",""
"Cambodia","2005","","","","Q5 (Richest)","82.4",""
"Cambodia","2005","","None","","","64.3",""
"Cambodia","2005","","Primary","","","77.7",""
"Cambodia","2005","","Secondary or higher","","","91.2",""
"Cambodia","2005","Female","","","","75.6",""
"Cambodia","2005","Male","","","","78.1",""
"Cambodia","2000","","","Urban","","61.0",""
"Cambodia","2000","","","Rural","","54.6",""
"Cambodia","2000","","","","Q1 (Poorest)","43.9",""
"Cambodia","2000","","","","Q2","51.2",""
"Cambodia","2000","","","","Q3","55.1",""
"Cambodia","2000","","","","Q4","59.7",""
"Cambodia","2000","","","","Q5 (Richest)","81.8",""
"Cambodia","2000","","None","","","45.6",""
"Cambodia","2000","","Primary","","","57.1",""
"Cambodia","2000","","Secondary or higher","","","71.1",""
"Cambodia","2000","Female","","","","53.8",""
"Cambodia","2000","Male","","","","56.8",""
"Cameroon","2006","","","Urban","","93.4",""
"Cameroon","2006","","","Rural","","86.6",""
"Cameroon","2006","","","","Q1 (Poorest)","82.8",""
"Cameroon","2006","","","","Q2","89.8",""
"Cameroon","2006","","","","Q3","87.5",""
"Cameroon","2006","","","","Q4","93.3",""
"Cameroon","2006","","","","Q5 (Richest)","97.5",""
"Cameroon","2006","","None","","","81.8",""
"Cameroon","2006","","Primary","","","90.5",""
"Cameroon","2006","","Secondary or higher","","","96.8",""
"Cameroon","2006","Female","","","","89.0",""
"Cameroon","2006","Male","","","","90.0",""
"Cameroon","2004","","","Urban","","72.4",""
"Cameroon","2004","","","Rural","","58.3",""
"Cameroon","2004","","","","Q1 (Poorest)","52.1",""
"Cameroon","2004","","","","Q2","60.1",""
"Cameroon","2004","","","","Q3","67.3",""
"Cameroon","2004","","","","Q4","67.9",""
"Cameroon","2004","","","","Q5 (Richest)","83.2",""
"Cameroon","2004","","None","","","46.1",""
"Cameroon","2004","","Primary","","","67.8",""
"Cameroon","2004","","Secondary or higher","","","79.3",""
"Cameroon","2004","Female","","","","65.2",""
"Cameroon","2004","Male","","","","64.5",""
"Central African Republic","2006","","","Urban","","71.5",""
"Central African Republic","2006","","","Rural","","56.8",""
"Central African Republic","2006","","","","Q1 (Poorest)","50.9",""
"Central African Republic","2006","","","","Q2","54.2",""
"Central African Republic","2006","","","","Q3","62.3",""
"Central African Republic","2006","","","","Q4","72.3",""
"Central African Republic","2006","","","","Q5 (Richest)","75.5",""
"Central African Republic","2006","","None","","","50.0",""
"Central African Republic","2006","","Primary","","","66.5",""
"Central African Republic","2006","","Secondary or higher","","","82.1",""
"Central African Republic","2006","Female","","","","62.9",""
"Central African Republic","2006","Male","","","","62.5",""
"Chad","2004","","","Urban","","37.6",""
"Chad","2004","","","Rural","","19.2",""
"Chad","2004","","","","Q1 (Poorest)","8.2",""
"Chad","2004","","","","Q2","16.3",""
"Chad","2004","","","","Q3","28.2",""
"Chad","2004","","","","Q4","23.6",""
"Chad","2004","","","","Q5 (Richest)","38.1",""
"Chad","2004","","None","","","18.2",""
"Chad","2004","","Primary","","","31.6",""
"Chad","2004","","Secondary or higher","","","53.7",""
"Chad","2004","Female","","","","23.0",""
"Chad","2004","Male","","","","22.6",""
"Colombia","2010","","","Urban","","81.8",""
"Colombia","2010","","","Rural","","79.5",""
"Colombia","2010","","","","Q1 (Poorest)","77.4",""
"Colombia","2010","","","","Q2","79.7",""
"Colombia","2010","","","","Q3","84.2",""
"Colombia","2010","","","","Q4","86.2",""
"Colombia","2010","","","","Q5 (Richest)","79.4",""
"Colombia","2010","","None","","","66.6",""
"Colombia","2010","","Primary","","","77.4",""
"Colombia","2010","","Secondary or higher","","","82.7",""
"Colombia","2010","Female","","","","80.6",""
"Colombia","2010","Male","","","","81.6",""
"Colombia","2005","","","Urban","","85.2",""
"Colombia","2005","","","Rural","","75.8",""
"Colombia","2005","","","","Q1 (Poorest)","69.4",""
"Colombia","2005","","","","Q2","83.4",""
"Colombia","2005","","","","Q3","86.5",""
"Colombia","2005","","","","Q4","88.9",""
"Colombia","2005","","","","Q5 (Richest)","90.0",""
"Colombia","2005","","None","","","70.0",""
"Colombia","2005","","Primary","","","75.9",""
"Colombia","2005","","Secondary or higher","","","86.2",""
"Colombia","2005","Female","","","","81.5",""
"Colombia","2005","Male","","","","82.6",""
"Colombia","2000","","","Urban","","72.8",""
"Colombia","2000","","","Rural","","70.7",""
"Colombia","2000","","","","Q1 (Poorest)","67.6",""
"Colombia","2000","","","","Q2","69.8",""
"Colombia","2000","","","","Q3","74.2",""
"Colombia","2000","","","","Q4","77.5",""
"Colombia","2000","","","","Q5 (Richest)","74.4",""
"Colombia","2000","","None","","","47.6","1"
"Colombia","2000","","Primary","","","70.2",""
"Colombia","2000","","Secondary or higher","","","74.7",""
"Colombia","2000","Female","","","","70.9",""
"Colombia","2000","Male","","","","73.3",""
"Congo","2005","","","Urban","","76.2",""
"Congo","2005","","","Rural","","56.7",""
"Congo","2005","","","","Q1 (Poorest)","48.4",""
"Congo","2005","","","","Q2","61.9",""
"Congo","2005","","","","Q3","67.4",""
"Congo","2005","","","","Q4","76.3",""
"Congo","2005","","","","Q5 (Richest)","84.4",""
"Congo","2005","","None","","","43.6",""
"Congo","2005","","Primary","","","58.4",""
"Congo","2005","","Secondary or higher","","","74.8",""
"Congo","2005","Female","","","","68.9",""
"Congo","2005","Male","","","","63.7",""
"Côte d’Ivoire","2006","","","Urban","","96.3",""
"Côte d’Ivoire","2006","","","Rural","","82.9",""
"Côte d’Ivoire","2006","","","","Q1 (Poorest)","73.6",""
"Côte d’Ivoire","2006","","","","Q2","84.6",""
"Côte d’Ivoire","2006","","","","Q3","92.5",""
"Côte d’Ivoire","2006","","","","Q4","96.2",""
"Côte d’Ivoire","2006","","","","Q5 (Richest)","98.6",""
"Côte d’Ivoire","2006","","None","","","84.4",""
"Côte d’Ivoire","2006","","Primary","","","92.5",""
"Côte d’Ivoire","2006","","Secondary or higher","","","96.2",""
"Côte d’Ivoire","2006","Female","","","","87.4",""
"Côte d’Ivoire","2006","Male","","","","88.4",""
"Cuba","2006","","","Urban","","87.2",""
"Cuba","2006","","","Rural","","84.2",""
"Cuba","2006","","Primary","","","82.9",""
"Cuba","2006","","Secondary or higher","","","86.6",""
"Cuba","2006","Female","","","","89.0",""
"Cuba","2006","Male","","","","83.8",""
"Democratic Republic of the Congo","2007","","","Urban","","73.3",""
"Democratic Republic of the Congo","2007","","","Rural","","56.3",""
"Democratic Republic of the Congo","2007","","","","Q1 (Poorest)","51.2",""
"Democratic Republic of the Congo","2007","","","","Q2","56.4",""
"Democratic Republic of the Congo","2007","","","","Q3","60.4",""
"Democratic Republic of the Congo","2007","","","","Q4","67.0",""
"Democratic Republic of the Congo","2007","","","","Q5 (Richest)","85.3",""
"Democratic Republic of the Congo","2007","","None","","","49.1",""
"Democratic Republic of the Congo","2007","","Primary","","","57.8",""
"Democratic Republic of the Congo","2007","","Secondary or higher","","","77.0",""
"Democratic Republic of the Congo","2007","Female","","","","63.9",""
"Democratic Republic of the Congo","2007","Male","","","","61.9",""
"Djibouti","2006","","","Urban","","74.2",""
"Djibouti","2006","","","Rural","","55.6","1"
"Djibouti","2006","","None","","","71.4",""
"Djibouti","2006","","Primary","","","77.7",""
"Djibouti","2006","","Secondary or higher","","","75.4",""
"Djibouti","2006","Female","","","","76.1",""
"Djibouti","2006","Male","","","","71.4",""
"Dominican Republic","2007","","","Urban","","73.4",""
"Dominican Republic","2007","","","Rural","","70.9",""
"Dominican Republic","2007","","","","Q1 (Poorest)","67.2",""
"Dominican Republic","2007","","","","Q2","71.9",""
"Dominican Republic","2007","","","","Q3","75.5",""
"Dominican Republic","2007","","","","Q4","73.7",""
"Dominican Republic","2007","","","","Q5 (Richest)","78.4",""
"Dominican Republic","2007","","None","","","62.0",""
"Dominican Republic","2007","","Primary","","","69.4",""
"Dominican Republic","2007","","Secondary or higher","","","75.2",""
"Dominican Republic","2007","Female","","","","76.0",""
"Dominican Republic","2007","Male","","","","69.2",""
"Dominican Republic","2002","","","Urban","","89.5",""
"Dominican Republic","2002","","","Rural","","86.0",""
"Dominican Republic","2002","","","","Q1 (Poorest)","83.4",""
"Dominican Republic","2002","","","","Q2","88.9",""
"Dominican Republic","2002","","","","Q3","88.2",""
"Dominican Republic","2002","","","","Q4","88.4",""
"Dominican Republic","2002","","","","Q5 (Richest)","94.0",""
"Dominican Republic","2002","","None","","","70.1",""
"Dominican Republic","2002","","Primary","","","85.3",""
"Dominican Republic","2002","","Secondary or higher","","","93.0",""
"Dominican Republic","2002","Female","","","","88.3",""
"Dominican Republic","2002","Male","","","","88.4",""
"Egypt","2008","","","Urban","","98.0",""
"Egypt","2008","","","Rural","","98.2",""
"Egypt","2008","","","","Q1 (Poorest)","97.1",""
"Egypt","2008","","","","Q2","98.0",""
"Egypt","2008","","","","Q3","98.0",""
"Egypt","2008","","","","Q4","99.0",""
"Egypt","2008","","","","Q5 (Richest)","98.6",""
"Egypt","2008","","None","","","97.7",""
"Egypt","2008","","Primary","","","95.4",""
"Egypt","2008","","Secondary or higher","","","98.7",""
"Egypt","2008","Female","","","","98.4",""
"Egypt","2008","Male","","","","97.8",""
"Egypt","2005","","","Urban","","96.0",""
"Egypt","2005","","","Rural","","96.4",""
"Egypt","2005","","","","Q1 (Poorest)","94.7",""
"Egypt","2005","","","","Q2","95.4",""
"Egypt","2005","","","","Q3","97.1",""
"Egypt","2005","","","","Q4","97.2",""
"Egypt","2005","","","","Q5 (Richest)","96.6",""
"Egypt","2005","","None","","","95.8",""
"Egypt","2005","","Primary","","","94.1",""
"Egypt","2005","","Secondary or higher","","","96.8",""
"Egypt","2005","Female","","","","95.9",""
"Egypt","2005","Male","","","","96.5",""
"Egypt","2000","","","Urban","","97.8",""
"Egypt","2000","","","Rural","","96.2",""
"Egypt","2000","","","","Q1 (Poorest)","95.0",""
"Egypt","2000","","","","Q2","96.1",""
"Egypt","2000","","","","Q3","97.2",""
"Egypt","2000","","","","Q4","97.4",""
"Egypt","2000","","","","Q5 (Richest)","99.0",""
"Egypt","2000","","None","","","95.4",""
"Egypt","2000","","Primary","","","97.3",""
"Egypt","2000","","Secondary or higher","","","97.9",""
"Egypt","2000","Female","","","","97.2",""
"Egypt","2000","Male","","","","96.6",""
"Ethiopia","2011","","","Urban","","79.6",""
"Ethiopia","2011","","","Rural","","51.8",""
"Ethiopia","2011","","","","Q1 (Poorest)","45.3",""
"Ethiopia","2011","","","","Q2","52.0",""
"Ethiopia","2011","","","","Q3","52.0",""
"Ethiopia","2011","","","","Q4","56.4",""
"Ethiopia","2011","","","","Q5 (Richest)","79.7",""
"Ethiopia","2011","","None","","","49.9",""
"Ethiopia","2011","","Primary","","","63.8",""
"Ethiopia","2011","","Secondary or higher","","","89.4",""
"Ethiopia","2011","Female","","","","55.7",""
"Ethiopia","2011","Male","","","","55.7",""
"Ethiopia","2005","","","Urban","","65.4",""
"Ethiopia","2005","","","Rural","","32.2",""
"Ethiopia","2005","","","","Q1 (Poorest)","24.9",""
"Ethiopia","2005","","","","Q2","29.0",""
"Ethiopia","2005","","","","Q3","37.6",""
"Ethiopia","2005","","","","Q4","36.2",""
"Ethiopia","2005","","","","Q5 (Richest)","52.5",""
"Ethiopia","2005","","None","","","30.0",""
"Ethiopia","2005","","Primary","","","48.4",""
"Ethiopia","2005","","Secondary or higher","","","63.4",""
"Ethiopia","2005","Female","","","","33.2",""
"Ethiopia","2005","Male","","","","36.4",""
"Ethiopia","2000","","","Urban","","63.1",""
"Ethiopia","2000","","","Rural","","22.3",""
"Ethiopia","2000","","","","Q1 (Poorest)","18.2",""
"Ethiopia","2000","","","","Q2","15.9",""
"Ethiopia","2000","","","","Q3","22.3",""
"Ethiopia","2000","","","","Q4","29.8",""
"Ethiopia","2000","","","","Q5 (Richest)","52.2",""
"Ethiopia","2000","","None","","","22.1",""
"Ethiopia","2000","","Primary","","","37.8",""
"Ethiopia","2000","","Secondary or higher","","","61.6",""
"Ethiopia","2000","Female","","","","25.7",""
"Ethiopia","2000","Male","","","","27.4",""
"Gabon","2000","","","Urban","","61.1",""
"Gabon","2000","","","Rural","","37.1",""
"Gabon","2000","","","","Q1 (Poorest)","34.1",""
"Gabon","2000","","","","Q2","52.6",""
"Gabon","2000","","","","Q3","57.2",""
"Gabon","2000","","","","Q4","62.9",""
"Gabon","2000","","","","Q5 (Richest)","71.3",""
"Gabon","2000","","None","","","42.3","1"
"Gabon","2000","","Primary","","","44.6",""
"Gabon","2000","","Secondary or higher","","","63.9",""
"Gabon","2000","Female","","","","54.5",""
"Gabon","2000","Male","","","","55.1",""
"Gambia","2005","","","Urban","","90.9",""
"Gambia","2005","","","Rural","","93.3",""
"Gambia","2005","","","","Q1 (Poorest)","94.6",""
"Gambia","2005","","","","Q2","91.4",""
"Gambia","2005","","","","Q3","91.3",""
"Gambia","2005","","","","Q4","93.4",""
"Gambia","2005","","","","Q5 (Richest)","91.4",""
"Gambia","2005","","None","","","92.4",""
"Gambia","2005","","Primary","","","90.8",""
"Gambia","2005","","Secondary or higher","","","94.5",""
"Gambia","2005","Female","","","","93.9",""
"Gambia","2005","Male","","","","91.2",""
"Georgia","2005","","","Urban","","56.2",""
"Georgia","2005","","","Rural","","61.1",""
"Georgia","2005","","","","Q1 (Poorest)","62.3",""
"Georgia","2005","","","","Q2","63.9",""
"Georgia","2005","","","","Q3","53.5",""
"Georgia","2005","","","","Q4","65.2",""
"Georgia","2005","","","","Q5 (Richest)","52.0",""
"Georgia","2005","","Secondary or higher","","","59.1",""
"Georgia","2005","Female","","","","55.8",""
"Georgia","2005","Male","","","","61.4",""
"Ghana","2008","","","Urban","","93.4",""
"Ghana","2008","","","Rural","","88.1",""
"Ghana","2008","","","","Q1 (Poorest)","87.5",""
"Ghana","2008","","","","Q2","86.0",""
"Ghana","2008","","","","Q3","89.6",""
"Ghana","2008","","","","Q4","95.5",""
"Ghana","2008","","","","Q5 (Richest)","94.7",""
"Ghana","2008","","None","","","86.2",""
"Ghana","2008","","Primary","","","89.5",""
"Ghana","2008","","Secondary or higher","","","93.3",""
"Ghana","2008","Female","","","","91.7",""
"Ghana","2008","Male","","","","88.5",""
"Ghana","2006","","","Urban","","88.4",""
"Ghana","2006","","","Rural","","84.6",""
"Ghana","2006","","","","Q1 (Poorest)","79.1",""
"Ghana","2006","","","","Q2","84.3",""
"Ghana","2006","","","","Q3","86.9",""
"Ghana","2006","","","","Q4","84.6",""
"Ghana","2006","","","","Q5 (Richest)","98.7",""
"Ghana","2006","","None","","","80.6",""
"Ghana","2006","","Primary","","","83.3",""
"Ghana","2006","","Secondary or higher","","","92.3",""
"Ghana","2006","Female","","","","85.8",""
"Ghana","2006","Male","","","","85.9",""
"Ghana","2003","","","Urban","","85.8",""
"Ghana","2003","","","Rural","","81.8",""
"Ghana","2003","","","","Q1 (Poorest)","75.0",""
"Ghana","2003","","","","Q2","82.8",""
"Ghana","2003","","","","Q3","87.2",""
"Ghana","2003","","","","Q4","86.0",""
"Ghana","2003","","","","Q5 (Richest)","88.8",""
"Ghana","2003","","None","","","78.2",""
"Ghana","2003","","Primary","","","79.5",""
"Ghana","2003","","Secondary or higher","","","89.3",""
"Ghana","2003","Female","","","","83.2",""
"Ghana","2003","Male","","","","83.2",""
"Guinea","2005","","","Urban","","54.8",""
"Guinea","2005","","","Rural","","48.9",""
"Guinea","2005","","","","Q1 (Poorest)","42.0",""
"Guinea","2005","","","","Q2","44.3",""
"Guinea","2005","","","","Q3","55.7",""
"Guinea","2005","","","","Q4","57.0",""
"Guinea","2005","","","","Q5 (Richest)","57.2",""
"Guinea","2005","","None","","","47.7",""
"Guinea","2005","","Primary","","","64.7",""
"Guinea","2005","","Secondary or higher","","","67.6",""
"Guinea","2005","Female","","","","48.8",""
"Guinea","2005","Male","","","","51.6",""
"Guinea-Bissau","2006","","","Urban","","83.5",""
"Guinea-Bissau","2006","","","Rural","","72.2",""
"Guinea-Bissau","2006","","","","Q1 (Poorest)","70.4",""
"Guinea-Bissau","2006","","","","Q2","71.5",""
