"Country or Area","Year(s)","GENDER","EDUCATION LEVEL","RESIDENCE AREA","WEALTH QUINTILE","Value","Value Footnotes"
"Benin","2006","","Primary","","","13.4",""
"Benin","2006","","Secondary or higher","","","9.2",""
"Benin","2006","Female","","","","16.2",""
"Benin","2006","Male","","","","20.4",""
"Benin","2001","","","Urban","","14.0",""
"Benin","2001","","","Rural","","21.3",""
"Benin","2001","","","","Q1 (Poorest)","26.0",""
"Benin","2001","","","","Q2","24.3",""
"Benin","2001","","","","Q3","19.8",""
"Benin","2001","","","","Q4","15.2",""
"Benin","2001","","","","Q5 (Richest)","7.1",""
"Benin","2001","","None","","","21.4",""
"Benin","2001","","Primary","","","14.8",""
"Benin","2001","","Secondary or higher","","","7.1",""
"Benin","2001","Female","","","","16.8",""
"Benin","2001","Male","","","","20.9",""
"Bolivia (Plurinational State of)","2008","","","Urban","","2.8",""
"Bolivia (Plurinational State of)","2008","","","Rural","","6.0",""
"Bolivia (Plurinational State of)","2008","","","","Q1 (Poorest)","7.5",""
"Bolivia (Plurinational State of)","2008","","","","Q2","5.0",""
"Bolivia (Plurinational State of)","2008","","","","Q3","3.0",""
"Bolivia (Plurinational State of)","2008","","","","Q4","2.3",""
"Bolivia (Plurinational State of)","2008","","","","Q5 (Richest)","1.9",""
"Bolivia (Plurinational State of)","2008","","None","","","10.6",""
"Bolivia (Plurinational State of)","2008","","Primary","","","4.9",""
"Bolivia (Plurinational State of)","2008","","Secondary or higher","","","2.6",""
"Bolivia (Plurinational State of)","2008","Female","","","","3.8",""
"Bolivia (Plurinational State of)","2008","Male","","","","4.7",""
"Bolivia (Plurinational State of)","2003","","","Urban","","3.5",""
"Bolivia (Plurinational State of)","2003","","","Rural","","7.7",""
"Bolivia (Plurinational State of)","2003","","","","Q1 (Poorest)","9.2",""
"Bolivia (Plurinational State of)","2003","","","","Q2","7.1",""
"Bolivia (Plurinational State of)","2003","","","","Q3","3.4",""
"Bolivia (Plurinational State of)","2003","","","","Q4","2.5",""
"Bolivia (Plurinational State of)","2003","","","","Q5 (Richest)","1.2",""
"Bolivia (Plurinational State of)","2003","","None","","","8.8",""
"Bolivia (Plurinational State of)","2003","","Primary","","","6.3",""
"Bolivia (Plurinational State of)","2003","","Secondary or higher","","","2.2",""
"Bolivia (Plurinational State of)","2003","Female","","","","5.0",""
"Bolivia (Plurinational State of)","2003","Male","","","","5.5",""
"Bosnia and Herzegovina","2006","","","Urban","","2.4",""
"Bosnia and Herzegovina","2006","","","Rural","","1.2",""
"Bosnia and Herzegovina","2006","","","","Q1 (Poorest)","1.9",""
"Bosnia and Herzegovina","2006","","","","Q2","1.7",""
"Bosnia and Herzegovina","2006","","","","Q3","0.5",""
"Bosnia and Herzegovina","2006","","","","Q4","0.6",""
"Bosnia and Herzegovina","2006","","","","Q5 (Richest)","3.6",""
"Bosnia and Herzegovina","2006","","Primary","","","2.0",""
"Bosnia and Herzegovina","2006","","Secondary or higher","","","1.3",""
"Bosnia and Herzegovina","2006","Female","","","","1.0",""
"Bosnia and Herzegovina","2006","Male","","","","2.2",""
"Burkina Faso","2006","","","Urban","","24.2",""
"Burkina Faso","2006","","","Rural","","39.2",""
"Burkina Faso","2006","","","","Q1 (Poorest)","42.1",""
"Burkina Faso","2006","","","","Q2","38.6",""
"Burkina Faso","2006","","","","Q3","38.4",""
"Burkina Faso","2006","","","","Q4","37.0",""
"Burkina Faso","2006","","","","Q5 (Richest)","22.3",""
"Burkina Faso","2006","","None","","","38.0",""
"Burkina Faso","2006","","Primary","","","28.8",""
"Burkina Faso","2006","","Secondary or higher","","","18.9",""
"Burkina Faso","2006","Female","","","","33.7",""
"Burkina Faso","2006","Male","","","","38.0",""
"Burkina Faso","2003","","","Urban","","17.8",""
"Burkina Faso","2003","","","Rural","","35.6",""
"Burkina Faso","2003","","","","Q1 (Poorest)","38.5",""
"Burkina Faso","2003","","","","Q2","35.8",""
"Burkina Faso","2003","","","","Q3","35.4",""
"Burkina Faso","2003","","","","Q4","33.1",""
"Burkina Faso","2003","","","","Q5 (Richest)","19.3",""
"Burkina Faso","2003","","None","","","34.8",""
"Burkina Faso","2003","","Primary","","","26.3",""
"Burkina Faso","2003","","Secondary or higher","","","12.5",""
"Burkina Faso","2003","Female","","","","31.6",""
"Burkina Faso","2003","Male","","","","34.7",""
"Cambodia","2010","","","Urban","","18.3",""
"Cambodia","2010","","","Rural","","29.5",""
"Cambodia","2010","","","","Q1 (Poorest)","34.4",""
"Cambodia","2010","","","","Q2","33.3",""
"Cambodia","2010","","","","Q3","27.4",""
"Cambodia","2010","","","","Q4","23.3",""
"Cambodia","2010","","","","Q5 (Richest)","15.4",""
"Cambodia","2010","","None","","","33.8",""
"Cambodia","2010","","Primary","","","28.7",""
"Cambodia","2010","","Secondary or higher","","","21.1",""
"Cambodia","2010","Female","","","","28.0",""
"Cambodia","2010","Male","","","","27.6",""
"Cambodia","2005","","","Urban","","27.1",""
"Cambodia","2005","","","Rural","","28.4",""
"Cambodia","2005","","","","Q1 (Poorest)","34.5",""
"Cambodia","2005","","","","Q2","32.3",""
"Cambodia","2005","","","","Q3","26.6",""
"Cambodia","2005","","","","Q4","28.0",""
"Cambodia","2005","","","","Q5 (Richest)","15.5",""
"Cambodia","2005","","None","","","32.0",""
"Cambodia","2005","","Primary","","","29.6",""
"Cambodia","2005","","Secondary or higher","","","18.3",""
"Cambodia","2005","Female","","","","27.1",""
"Cambodia","2005","Male","","","","29.3",""
"Cambodia","2000","","","Urban","","32.5",""
"Cambodia","2000","","","Rural","","39.4",""
"Cambodia","2000","","","","Q1 (Poorest)","44.2",""
"Cambodia","2000","","","","Q2","40.8",""
"Cambodia","2000","","","","Q3","37.0",""
"Cambodia","2000","","","","Q4","35.1",""
"Cambodia","2000","","","","Q5 (Richest)","30.0",""
"Cambodia","2000","","None","","","44.3",""
"Cambodia","2000","","Primary","","","36.5",""
"Cambodia","2000","","Secondary or higher","","","32.3",""
"Cambodia","2000","Female","","","","37.5",""
"Cambodia","2000","Male","","","","39.3",""
"Cameroon","2006","","","Urban","","9.2",""
"Cameroon","2006","","","Rural","","22.4",""
"Cameroon","2006","","","","Q1 (Poorest)","30.8",""
"Cameroon","2006","","","","Q2","18.4",""
"Cameroon","2006","","","","Q3","15.0",""
"Cameroon","2006","","","","Q4","7.5",""
"Cameroon","2006","","","","Q5 (Richest)","5.0",""
"Cameroon","2006","","None","","","27.9",""
"Cameroon","2006","","Primary","","","15.9",""
"Cameroon","2006","","Secondary or higher","","","5.4",""
"Cameroon","2006","Female","","","","14.2",""
"Cameroon","2006","Male","","","","18.8",""
"Cameroon","2004","","","Urban","","9.3",""
"Cameroon","2004","","","Rural","","18.7",""
"Cameroon","2004","","","","Q1 (Poorest)","22.3",""
"Cameroon","2004","","","","Q2","20.3",""
"Cameroon","2004","","","","Q3","13.7",""
"Cameroon","2004","","","","Q4","7.7",""
"Cameroon","2004","","","","Q5 (Richest)","2.8",""
"Cameroon","2004","","None","","","26.7",""
"Cameroon","2004","","Primary","","","12.2",""
"Cameroon","2004","","Secondary or higher","","","5.7",""
"Cameroon","2004","Female","","","","14.9",""
"Cameroon","2004","Male","","","","14.3",""
"Central African Republic","2006","","","Urban","","23.5",""
"Central African Republic","2006","","","Rural","","27.7",""
"Central African Republic","2006","","","","Q1 (Poorest)","27.2",""
"Central African Republic","2006","","","","Q2","28.4",""
"Central African Republic","2006","","","","Q3","28.0",""
"Central African Republic","2006","","","","Q4","27.1",""
"Central African Republic","2006","","","","Q5 (Richest)","18.3",""
"Central African Republic","2006","","None","","","28.4",""
"Central African Republic","2006","","Primary","","","25.7",""
"Central African Republic","2006","","Secondary or higher","","","20.9",""
"Central African Republic","2006","Female","","","","22.8",""
"Central African Republic","2006","Male","","","","29.1",""
"Colombia","2010","","","Urban","","2.8",""
"Colombia","2010","","","Rural","","4.6",""
"Colombia","2010","","","","Q1 (Poorest)","5.7",""
"Colombia","2010","","","","Q2","3.4",""
"Colombia","2010","","","","Q3","2.6",""
"Colombia","2010","","","","Q4","2.0",""
"Colombia","2010","","","","Q5 (Richest)","1.7",""
"Colombia","2010","","None","","","12.0",""
"Colombia","2010","","Primary","","","4.8",""
"Colombia","2010","","Secondary or higher","","","2.6",""
"Colombia","2010","Female","","","","3.3",""
"Colombia","2010","Male","","","","3.4",""
"Colombia","2005","","","Urban","","3.7",""
"Colombia","2005","","","Rural","","6.7",""
"Colombia","2005","","","","Q1 (Poorest)","8.0",""
"Colombia","2005","","","","Q2","4.6",""
"Colombia","2005","","","","Q3","3.4",""
"Colombia","2005","","","","Q4","3.2",""
"Colombia","2005","","","","Q5 (Richest)","2.3",""
"Colombia","2005","","None","","","10.9",""
"Colombia","2005","","Primary","","","5.9",""
"Colombia","2005","","Secondary or higher","","","3.6",""
"Colombia","2005","Female","","","","4.3",""
"Colombia","2005","Male","","","","5.0",""
"Colombia","2000","","","Urban","","4.0",""
"Colombia","2000","","","Rural","","6.1",""
"Colombia","2000","","","","Q1 (Poorest)","6.1",""
"Colombia","2000","","","","Q2","6.5",""
"Colombia","2000","","","","Q3","3.7",""
"Colombia","2000","","","","Q4","3.4",""
"Colombia","2000","","","","Q5 (Richest)","1.9",""
"Colombia","2000","","None","","","9.3",""
"Colombia","2000","","Primary","","","5.2",""
"Colombia","2000","","Secondary or higher","","","4.0",""
"Colombia","2000","Female","","","","4.8",""
"Colombia","2000","Male","","","","4.5",""
"Congo","2005","","","Urban","","7.5",""
"Congo","2005","","","Rural","","14.7",""
"Congo","2005","","","","Q1 (Poorest)","15.6",""
"Congo","2005","","","","Q2","13.1",""
"Congo","2005","","","","Q3","12.1",""
"Congo","2005","","","","Q4","8.0",""
"Congo","2005","","","","Q5 (Richest)","5.0",""
"Congo","2005","","None","","","16.2",""
"Congo","2005","","Primary","","","15.3",""
"Congo","2005","","Secondary or higher","","","8.1",""
"Congo","2005","Female","","","","10.6",""
"Congo","2005","Male","","","","12.2",""
"Côte d’Ivoire","2006","","","Urban","","10.0",""
"Côte d’Ivoire","2006","","","Rural","","20.4",""
"Côte d’Ivoire","2006","","","","Q1 (Poorest)","22.3",""
"Côte d’Ivoire","2006","","","","Q2","19.9",""
"Côte d’Ivoire","2006","","","","Q3","18.7",""
"Côte d’Ivoire","2006","","","","Q4","10.6",""
"Côte d’Ivoire","2006","","","","Q5 (Richest)","6.8",""
"Côte d’Ivoire","2006","","None","","","18.4",""
"Côte d’Ivoire","2006","","Primary","","","15.1",""
"Côte d’Ivoire","2006","","Secondary or higher","","","8.4",""
"Côte d’Ivoire","2006","Female","","","","14.2",""
"Côte d’Ivoire","2006","Male","","","","18.8",""
"Democratic Republic of the Congo","2007","","","Urban","","18.5",""
"Democratic Republic of the Congo","2007","","","Rural","","27.7",""
"Democratic Republic of the Congo","2007","","","","Q1 (Poorest)","25.4",""
"Democratic Republic of the Congo","2007","","","","Q2","28.3",""
"Democratic Republic of the Congo","2007","","","","Q3","26.0",""
"Democratic Republic of the Congo","2007","","","","Q4","23.8",""
"Democratic Republic of the Congo","2007","","","","Q5 (Richest)","14.4",""
"Democratic Republic of the Congo","2007","","None","","","27.8",""
"Democratic Republic of the Congo","2007","","Primary","","","28.8",""
"Democratic Republic of the Congo","2007","","Secondary or higher","","","15.6",""
"Democratic Republic of the Congo","2007","Female","","","","22.1",""
"Democratic Republic of the Congo","2007","Male","","","","26.1",""
"Djibouti","2006","","","Urban","","28.6",""
"Djibouti","2006","","","Rural","","46.0",""
"Djibouti","2006","","None","","","31.4",""
"Djibouti","2006","","Primary","","","26.6",""
"Djibouti","2006","","Secondary or higher","","","24.8",""
"Djibouti","2006","Female","","","","26.6",""
"Djibouti","2006","Male","","","","31.8",""
"Dominican Republic","2007","","","Urban","","2.8",""
"Dominican Republic","2007","","","Rural","","3.6",""
"Dominican Republic","2007","","","","Q1 (Poorest)","5.5",""
"Dominican Republic","2007","","","","Q2","3.4",""
"Dominican Republic","2007","","","","Q3","2.3",""
"Dominican Republic","2007","","","","Q4","2.0",""
"Dominican Republic","2007","","","","Q5 (Richest)","0.8",""
"Dominican Republic","2007","","None","","","4.3",""
"Dominican Republic","2007","","Primary","","","4.1",""
"Dominican Republic","2007","","Secondary or higher","","","2.2",""
"Dominican Republic","2007","Female","","","","3.2",""
"Dominican Republic","2007","Male","","","","2.9",""
"Dominican Republic","2002","","","Urban","","3.1",""
"Dominican Republic","2002","","","Rural","","5.2",""
"Dominican Republic","2002","","","","Q1 (Poorest)","8.1",""
"Dominican Republic","2002","","","","Q2","3.9",""
"Dominican Republic","2002","","","","Q3","2.6",""
"Dominican Republic","2002","","","","Q4","2.2",""
"Dominican Republic","2002","","","","Q5 (Richest)","1.4",""
"Dominican Republic","2002","","None","","","5.9",""
"Dominican Republic","2002","","Primary","","","5.2",""
"Dominican Republic","2002","","Secondary or higher","","","2.2",""
"Dominican Republic","2002","Female","","","","3.6",""
"Dominican Republic","2002","Male","","","","4.2",""
"Egypt","2008","","","Urban","","6.0",""
"Egypt","2008","","","Rural","","6.0",""
"Egypt","2008","","","","Q1 (Poorest)","7.5",""
"Egypt","2008","","","","Q2","6.0",""
"Egypt","2008","","","","Q3","5.9",""
"Egypt","2008","","","","Q4","5.0",""
"Egypt","2008","","","","Q5 (Richest)","5.4",""
"Egypt","2008","","None","","","7.6",""
"Egypt","2008","","Primary","","","5.8",""
"Egypt","2008","","Secondary or higher","","","5.4",""
"Egypt","2008","Female","","","","4.9",""
"Egypt","2008","Male","","","","7.1",""
"Egypt","2005","","","Urban","","4.8",""
"Egypt","2005","","","Rural","","5.1",""
"Egypt","2005","","","","Q1 (Poorest)","5.8",""
"Egypt","2005","","","","Q2","5.5",""
"Egypt","2005","","","","Q3","5.0",""
"Egypt","2005","","","","Q4","4.0",""
"Egypt","2005","","","","Q5 (Richest)","4.7",""
"Egypt","2005","","None","","","5.9",""
"Egypt","2005","","Primary","","","5.5",""
"Egypt","2005","","Secondary or higher","","","4.4",""
"Egypt","2005","Female","","","","3.9",""
"Egypt","2005","Male","","","","6.0",""
"Egypt","2000","","","Urban","","2.8",""
"Egypt","2000","","","Rural","","4.2",""
"Egypt","2000","","","","Q1 (Poorest)","5.2",""
"Egypt","2000","","","","Q2","4.0",""
"Egypt","2000","","","","Q3","3.8",""
"Egypt","2000","","","","Q4","3.0",""
"Egypt","2000","","","","Q5 (Richest)","2.5",""
"Egypt","2000","","None","","","4.4",""
"Egypt","2000","","Primary","","","3.0",""
"Egypt","2000","","Secondary or higher","","","3.4",""
"Egypt","2000","Female","","","","3.0",""
"Egypt","2000","Male","","","","4.4",""
"Ethiopia","2011","","","Urban","","16.7",""
"Ethiopia","2011","","","Rural","","30.5",""
"Ethiopia","2011","","","","Q1 (Poorest)","35.8",""
"Ethiopia","2011","","","","Q2","32.9",""
"Ethiopia","2011","","","","Q3","29.1",""
"Ethiopia","2011","","","","Q4","26.0",""
"Ethiopia","2011","","","","Q5 (Richest)","15.1",""
"Ethiopia","2011","","None","","","31.3",""
"Ethiopia","2011","","Primary","","","25.2",""
"Ethiopia","2011","","Secondary or higher","","","8.9",""
"Ethiopia","2011","Female","","","","27.0",""
"Ethiopia","2011","Male","","","","30.5",""
"Ethiopia","2005","","","Urban","","17.4",""
"Ethiopia","2005","","","Rural","","34.5",""
"Ethiopia","2005","","","","Q1 (Poorest)","36.2",""
"Ethiopia","2005","","","","Q2","39.2",""
"Ethiopia","2005","","","","Q3","33.3",""
"Ethiopia","2005","","","","Q4","29.7",""
"Ethiopia","2005","","","","Q5 (Richest)","24.5",""
"Ethiopia","2005","","None","","","36.0",""
"Ethiopia","2005","","Primary","","","26.4",""
"Ethiopia","2005","","Secondary or higher","","","11.4",""
"Ethiopia","2005","Female","","","","32.3",""
"Ethiopia","2005","Male","","","","34.0",""
"Ethiopia","2000","","","Urban","","28.6",""
"Ethiopia","2000","","","Rural","","42.6",""
"Ethiopia","2000","","","","Q1 (Poorest)","43.7",""
"Ethiopia","2000","","","","Q2","44.0",""
"Ethiopia","2000","","","","Q3","45.4",""
"Ethiopia","2000","","","","Q4","39.3",""
"Ethiopia","2000","","","","Q5 (Richest)","30.5",""
"Ethiopia","2000","","None","","","43.3",""
"Ethiopia","2000","","Primary","","","34.5",""
"Ethiopia","2000","","Secondary or higher","","","23.5",""
"Ethiopia","2000","Female","","","","38.8",""
"Ethiopia","2000","Male","","","","43.4",""
"Gabon","2000","","","Urban","","6.8",""
"Gabon","2000","","","Rural","","12.4",""
"Gabon","2000","","","","Q1 (Poorest)","14.8",""
"Gabon","2000","","","","Q2","10.1",""
"Gabon","2000","","","","Q3","8.0",""
"Gabon","2000","","","","Q4","3.8",""
"Gabon","2000","","","","Q5 (Richest)","3.6",""
"Gabon","2000","","None","","","11.3",""
"Gabon","2000","","Primary","","","11.0",""
"Gabon","2000","","Secondary or higher","","","5.8",""
"Gabon","2000","Female","","","","7.1",""
"Gabon","2000","Male","","","","9.8",""
"Gambia","2005","","","Urban","","11.0",""
"Gambia","2005","","","Rural","","18.4",""
"Gambia","2005","","","","Q1 (Poorest)","20.9",""
"Gambia","2005","","","","Q2","17.8",""
"Gambia","2005","","","","Q3","16.0",""
"Gambia","2005","","","","Q4","11.9",""
"Gambia","2005","","","","Q5 (Richest)","10.3",""
"Gambia","2005","","None","","","17.0",""
"Gambia","2005","","Primary","","","14.8",""
"Gambia","2005","","Secondary or higher","","","9.6",""
"Gambia","2005","Female","","","","14.9",""
"Gambia","2005","Male","","","","16.7",""
"Georgia","2005","","","Urban","","2.0",""
"Georgia","2005","","","Rural","","2.6",""
"Georgia","2005","","","","Q1 (Poorest)","2.6",""
"Georgia","2005","","","","Q2","3.2",""
"Georgia","2005","","","","Q3","1.5",""
"Georgia","2005","","","","Q4","3.6",""
"Georgia","2005","","","","Q5 (Richest)","1.0",""
"Georgia","2005","","Secondary or higher","","","2.3",""
"Georgia","2005","Female","","","","1.9",""
"Georgia","2005","Male","","","","2.6",""
"Ghana","2008","","","Urban","","10.5",""
"Ghana","2008","","","Rural","","15.8",""
"Ghana","2008","","","","Q1 (Poorest)","18.8",""
"Ghana","2008","","","","Q2","17.2",""
"Ghana","2008","","","","Q3","12.4",""
"Ghana","2008","","","","Q4","8.3",""
"Ghana","2008","","","","Q5 (Richest)","8.7",""
"Ghana","2008","","None","","","17.3",""
"Ghana","2008","","Primary","","","13.7",""
"Ghana","2008","","Secondary or higher","","","11.3",""
"Ghana","2008","Female","","","","12.1",""
"Ghana","2008","Male","","","","15.5",""
"Ghana","2006","","","Urban","","8.6",""
"Ghana","2006","","","Rural","","16.9",""
"Ghana","2006","","","","Q1 (Poorest)","18.6",""
"Ghana","2006","","","","Q2","18.1",""
"Ghana","2006","","","","Q3","14.4",""
"Ghana","2006","","","","Q4","9.5",""
"Ghana","2006","","","","Q5 (Richest)","5.3",""
"Ghana","2006","","None","","","18.7",""
"Ghana","2006","","Primary","","","13.6",""
"Ghana","2006","","Secondary or higher","","","9.4",""
"Ghana","2006","Female","","","","12.5",""
"Ghana","2006","Male","","","","15.2",""
"Ghana","2003","","","Urban","","11.8",""
"Ghana","2003","","","Rural","","20.7",""
"Ghana","2003","","","","Q1 (Poorest)","25.8",""
"Ghana","2003","","","","Q2","19.4",""
"Ghana","2003","","","","Q3","17.1",""
"Ghana","2003","","","","Q4","12.7",""
"Ghana","2003","","","","Q5 (Richest)","7.9",""
"Ghana","2003","","None","","","23.9",""
"Ghana","2003","","Primary","","","14.0",""
"Ghana","2003","","Secondary or higher","","","13.5",""
"Ghana","2003","Female","","","","16.4",""
"Ghana","2003","Male","","","","19.2",""
"Guinea","2005","","","Urban","","15.1",""
"Guinea","2005","","","Rural","","24.3",""
"Guinea","2005","","","","Q1 (Poorest)","26.8",""
"Guinea","2005","","","","Q2","25.4",""
"Guinea","2005","","","","Q3","21.6",""
"Guinea","2005","","","","Q4","19.7",""
"Guinea","2005","","","","Q5 (Richest)","14.3",""
"Guinea","2005","","None","","","23.1",""
"Guinea","2005","","Primary","","","17.7",""
"Guinea","2005","","Secondary or higher","","","14.1",""
"Guinea","2005","Female","","","","20.1",""
"Guinea","2005","Male","","","","24.4",""
"Guinea-Bissau","2006","","","Urban","","12.8",""
"Guinea-Bissau","2006","","","Rural","","19.2",""
"Guinea-Bissau","2006","","","","Q1 (Poorest)","18.2",""
"Guinea-Bissau","2006","","","","Q2","17.9",""
"Guinea-Bissau","2006","","","","Q3","21.3",""
"Guinea-Bissau","2006","","","","Q4","16.0",""
"Guinea-Bissau","2006","","","","Q5 (Richest)","10.9",""
"Guinea-Bissau","2006","","None","","","18.9",""
"Guinea-Bissau","2006","","Primary","","","14.5",""
"Guinea-Bissau","2006","","Secondary or higher","","","10.6",""
"Guinea-Bissau","2006","Female","","","","16.7",""
"Guinea-Bissau","2006","Male","","","","18.2",""
"Guyana","2009","","","Urban","","5.9",""
"Guyana","2009","","","Rural","","12.1",""
"Guyana","2009","","","","Q1 (Poorest)","17.0",""
"Guyana","2009","","","","Q2","12.2",""
"Guyana","2009","","","","Q3","8.2",""
"Guyana","2009","","","","Q4","6.9",""
"Guyana","2009","","","","Q5 (Richest)","4.2",""
"Guyana","2009","","None","","","24.0",""
"Guyana","2009","","Primary","","","16.7",""
"Guyana","2009","","Secondary or higher","","","8.4",""
"Guyana","2009","Female","","","","8.6",""
"Guyana","2009","Male","","","","12.9",""
"Guyana","2006","","","Urban","","10.7",""
"Guyana","2006","","","Rural","","10.8",""
"Guyana","2006","","","","Q1 (Poorest)","11.7",""
"Guyana","2006","","","","Q2","13.7",""
"Guyana","2006","","","","Q3","9.7",""
"Guyana","2006","","","","Q4","9.6",""
"Guyana","2006","","","","Q5 (Richest)","6.2",""
"Guyana","2006","","Primary","","","12.6",""
"Guyana","2006","","Secondary or higher","","","10.1",""
"Guyana","2006","Female","","","","9.9",""
"Guyana","2006","Male","","","","11.5",""
"Haiti","2005","","","Urban","","12.3",""
"Haiti","2005","","","Rural","","20.4",""
"Haiti","2005","","","","Q1 (Poorest)","21.5",""
"Haiti","2005","","","","Q2","22.6",""
"Haiti","2005","","","","Q3","21.8",""
"Haiti","2005","","","","Q4","13.1",""
"Haiti","2005","","","","Q5 (Richest)","5.9",""
"Haiti","2005","","None","","","22.4",""
"Haiti","2005","","Primary","","","18.0",""
"Haiti","2005","","Secondary or higher","","","10.9",""
"Haiti","2005","Female","","","","16.6",""
"Haiti","2005","Male","","","","18.9",""
"Haiti","2000","","","Urban","","7.9",""
"Haiti","2000","","","Rural","","15.3",""
"Haiti","2000","","","","Q1 (Poorest)","20.0",""
"Haiti","2000","","","","Q2","12.8",""
"Haiti","2000","","","","Q3","15.5",""
"Haiti","2000","","","","Q4","9.5",""
