"Country or Area","Year(s)","Value","Value Footnotes"
"Republic of Moldova","2011","0.00",""
"Republic of Moldova","2010","0",""
"Republic of Moldova","2009","0",""
"Romania","2012","0",""
"Romania","2011","0.00",""
"Romania","2010","0",""
"Romania","2009","0",""
"Samoa","2012","0",""
"Samoa","2011","0.00",""
"Samoa","2010","0",""
"Samoa","2009","0",""
"San Marino","2012","0",""
"San Marino","2011","0.00",""
"San Marino","2010","0",""
"San Marino","2009","0",""
"Sao Tome and Principe","2009","0",""
"Saudi Arabia","2011","0.00",""
"Saudi Arabia","2010","0",""
"Saudi Arabia","2009","0",""
"Seychelles","2012","0",""
"Seychelles","2011","0.00",""
"Seychelles","2010","0",""
"Seychelles","2009","0",""
"Singapore","2012","0",""
"Singapore","2011","0.00",""
"Singapore","2010","1",""
"Singapore","2009","0",""
"Slovakia","2012","0",""
"Slovakia","2011","0.00",""
"Slovakia","2010","0",""
"Slovakia","2009","0",""
"Slovenia","2012","0",""
"Slovenia","2011","0.00",""
"Slovenia","2010","0",""
"Slovenia","2009","0",""
"Solomon Islands","2012","0",""
"Solomon Islands","2011","0.00",""
"Solomon Islands","2010","0",""
"Solomon Islands","2009","0",""
"South Africa","2011","0.00",""
"South Africa","2009","0",""
"Spain","2012","0",""
"Spain","2011","0.00",""
"Spain","2010","0",""
"Spain","2009","0",""
"Sri Lanka","2012","60",""
"Sri Lanka","2011","30.00",""
"Sri Lanka","2010","27",""
"Sri Lanka","2009","72",""
"Swaziland","2012","0",""
"Swaziland","2011","0.00",""
"Swaziland","2009","0",""
"Sweden","2012","0",""
"Sweden","2011","0.00",""
"Sweden","2010","1",""
"Sweden","2009","0",""
"Switzerland","2009","0",""
"Syrian Arab Republic","2012","0",""
"Syrian Arab Republic","2011","0.00",""
"Syrian Arab Republic","2010","0",""
"Syrian Arab Republic","2009","0",""
"Thailand","2012","54",""
"Thailand","2011","53.00",""
"Thailand","2010","36",""
"Thailand","2009","36",""
"Timor-Leste","2012","0",""
"Timor-Leste","2011","0.00",""
"Timor-Leste","2010","0",""
"Timor-Leste","2009","3",""
"Tonga","2012","0",""
"Tonga","2011","0.00",""
"Tonga","2010","0",""
"Tonga","2009","0",""
"Tunisia","2012","0",""
"Ukraine","2011","0.00",""
"United Kingdom","2012","0",""
"United Kingdom","2011","0.00",""
"United Kingdom","2010","0",""
"United Kingdom","2009","0",""
"United Republic of Tanzania","2012","0",""
"Uzbekistan","2011","0.00",""
"Uzbekistan","2010","0",""
"Uzbekistan","2009","0",""
"Viet Nam","2012","183",""
"Viet Nam","2011","126.00",""
"Viet Nam","2010","140",""
"Viet Nam","2009","68",""
"Zambia","2012","0",""
"Zambia","2011","0.00",""
"Zambia","2010","0",""
"Zambia","2009","0",""
"Zimbabwe","2012","0",""
"Zimbabwe","2009","0",""

