"Country or Area","Year(s)","Value","Value Footnotes"
"Kiribati","2011","0.00",""
"Kiribati","2010","0",""
"Kiribati","2009","0",""
"Kuwait","2012","1",""
"Kuwait","2011","1.00",""
"Kyrgyzstan","2012","0",""
"Kyrgyzstan","2011","0.00",""
"Kyrgyzstan","2010","0",""
"Kyrgyzstan","2009","0",""
"Latvia","2012","0",""
"Latvia","2011","0.00",""
"Latvia","2010","0",""
"Latvia","2009","0",""
"Lebanon","2012","0",""
"Lebanon","2011","0.00",""
"Lebanon","2010","0",""
"Lebanon","2009","0",""
"Lesotho","2012","0",""
"Lesotho","2011","0.00",""
"Lesotho","2010","0",""
"Liberia","2012","0",""
"Liberia","2011","0.00",""
"Liberia","2009","0",""
"Lithuania","2012","0",""
"Lithuania","2011","0.00",""
"Lithuania","2010","0",""
"Lithuania","2009","0",""
"Luxembourg","2012","0",""
"Luxembourg","2011","0.00",""
"Luxembourg","2010","0",""
"Luxembourg","2009","0",""
"Madagascar","2011","0.00",""
"Madagascar","2010","0",""
"Malaysia","2012","1",""
"Malaysia","2010","0",""
"Maldives","2012","0",""
"Maldives","2011","0.00",""
"Maldives","2010","0",""
"Maldives","2009","0",""
"Malta","2011","0.00",""
"Malta","2010","0",""
"Malta","2009","0",""
"Marshall Islands","2012","0",""
"Marshall Islands","2011","0.00",""
"Marshall Islands","2010","0",""
"Marshall Islands","2009","0",""
"Mauritania","2012","0",""
"Mauritius","2012","1",""
"Mauritius","2011","0.00",""
"Mauritius","2010","0",""
"Mauritius","2009","0",""
"Mexico","2012","0",""
"Mexico","2011","0.00",""
"Mexico","2010","0",""
"Mexico","2009","0",""
"Micronesia (Federated States of)","2009","0",""
"Mongolia","2012","0",""
"Mongolia","2011","0.00",""
"Mongolia","2010","0",""
"Namibia","2011","0.00",""
"Namibia","2010","0",""
"Namibia","2009","0",""
"Nauru","2011","0.00",""
"Nauru","2010","0",""
"Nauru","2009","0",""
"Netherlands","2012","0",""
"Netherlands","2011","0.00",""
"Netherlands","2009","0",""
"New Zealand","2012","0",""
"New Zealand","2011","0.00",""
"New Zealand","2010","0",""
"New Zealand","2009","0",""
"Nicaragua","2012","0",""
"Nicaragua","2011","0.00",""
"Nicaragua","2010","0",""
"Nicaragua","2009","0",""
"Niger","2012","0",""
"Niger","2010","0",""
"Nigeria","2011","0.00",""
"Niue","2012","0",""
"Niue","2011","0.00",""
"Niue","2010","0",""
"Niue","2009","0",""
"Norway","2012","0",""
"Norway","2011","0.00",""
"Norway","2010","0",""
"Norway","2009","0",""
"Oman","2012","0",""
"Oman","2011","0.00",""
"Oman","2010","0",""
"Oman","2009","0",""
"Palau","2012","0",""
"Palau","2011","0.00",""
"Palau","2010","0",""
"Palau","2009","0",""
"Panama","2012","0",""
"Panama","2011","0.00",""
"Panama","2010","0",""
"Panama","2009","0",""
"Paraguay","2012","0",""
"Paraguay","2011","0.00",""
"Paraguay","2010","0",""
"Paraguay","2009","0",""
"Peru","2012","0",""
"Peru","2011","0.00",""
"Peru","2010","0",""
"Peru","2009","0",""
"Poland","2012","0",""
"Poland","2010","1",""
"Poland","2009","1",""
"Portugal","2012","1",""
"Portugal","2011","0.00",""
"Portugal","2010","0",""
"Portugal","2009","1",""
"Qatar","2012","1",""
"Qatar","2011","0.00",""
"Qatar","2010","0",""
"Qatar","2009","0",""
"Republic of Korea","2012","1",""
"Republic of Korea","2010","0",""
"Republic of Moldova","2012","0",""
"Republic of Moldova","2011","0.00",""
"Republic of Moldova","2010","0",""
"Republic of Moldova","2009","0",""
"Romania","2012","55",""
"Romania","2011","0.00",""
"Romania","2010","0",""
"Romania","2009","2",""
"Russian Federation","2012","0",""
"Russian Federation","2011","0.00",""
"Russian Federation","2010","1",""
"Russian Federation","2009","1",""
"Rwanda","2012","5",""
"Saint Kitts and Nevis","2012","0",""
"Saint Kitts and Nevis","2011","0.00",""
"Saint Kitts and Nevis","2010","0",""
"Saint Kitts and Nevis","2009","0",""
"Saint Lucia","2012","0",""
"Saint Lucia","2011","0.00",""
"Saint Lucia","2010","0",""
"Saint Lucia","2009","0",""
"Saint Vincent and the Grenadines","2012","0",""
"Saint Vincent and the Grenadines","2011","0.00",""
"Saint Vincent and the Grenadines","2010","0",""
"Saint Vincent and the Grenadines","2009","0",""
"Samoa","2011","0.00",""
"Samoa","2010","0",""
"Samoa","2009","9",""
"San Marino","2012","0",""
"San Marino","2011","0.00",""
"San Marino","2010","0",""
"San Marino","2009","0",""
"Sao Tome and Principe","2009","0",""
"Saudi Arabia","2010","0",""
"Saudi Arabia","2009","0",""
"Serbia","2012","0",""
"Serbia","2011","0.00",""
"Serbia","2010","0",""
"Serbia","2009","0",""
"Seychelles","2012","0",""
"Seychelles","2011","0.00",""
"Seychelles","2010","0",""
"Seychelles","2009","0",""
"Singapore","2012","2",""
"Singapore","2011","2.00",""
"Singapore","2010","0",""
"Singapore","2009","0",""
"Slovakia","2012","0",""
"Slovakia","2011","0.00",""
"Slovakia","2010","0",""
"Slovakia","2009","0",""
"Slovenia","2012","0",""
"Slovenia","2011","0.00",""
"Slovenia","2010","0",""
"Slovenia","2009","0",""
"Solomon Islands","2011","0.00",""
"Solomon Islands","2010","0",""
"Solomon Islands","2009","0",""
"Spain","2012","1",""
"Spain","2011","0.00",""
"Spain","2010","0",""
"Spain","2009","2",""
"Sri Lanka","2012","12",""
"Sri Lanka","2011","3.00",""
"Sri Lanka","2010","8",""
"Sri Lanka","2009","3",""
"Suriname","2012","0",""
"Suriname","2011","0.00",""
"Suriname","2010","0",""
"Suriname","2009","0",""
"Swaziland","2012","0",""
"Swaziland","2011","0.00",""
"Swaziland","2010","0",""
"Swaziland","2009","0",""
"Sweden","2012","0",""
"Sweden","2011","1.00",""
"Sweden","2010","0",""
"Sweden","2009","0",""
"Switzerland","2012","0",""
"Switzerland","2011","0.00",""
"Switzerland","2010","0",""
"Switzerland","2009","0",""
"Syrian Arab Republic","2012","0",""
"Syrian Arab Republic","2011","0.00",""
"Syrian Arab Republic","2010","0",""
"Syrian Arab Republic","2009","0",""
"Tajikistan","2012","0",""
"Tajikistan","2011","0.00",""
"Tajikistan","2010","0",""
"Thailand","2012","2",""
"Thailand","2010","0",""
"Timor-Leste","2012","0",""
"Timor-Leste","2011","0.00",""
"Timor-Leste","2009","0",""
"Togo","2012","0",""
"Tonga","2012","0",""
"Tonga","2011","0.00",""
"Tonga","2010","0",""
"Tonga","2009","0",""
"Trinidad and Tobago","2012","0",""
"Trinidad and Tobago","2011","0.00",""
"Trinidad and Tobago","2010","0",""
"Trinidad and Tobago","2009","0",""
"Tunisia","2012","18",""
"Tunisia","2009","2",""
"Turkey","2011","1.00",""
"Turkey","2010","0",""
"Turkey","2009","1",""
"Turkmenistan","2012","0",""
"Turkmenistan","2011","0.00",""
"Turkmenistan","2010","0",""
"Turkmenistan","2009","0",""
"Tuvalu","2012","0",""
"Tuvalu","2011","0.00",""
"Tuvalu","2010","0",""
"Tuvalu","2009","0",""
"Ukraine","2011","2.00",""
"United Kingdom","2012","0",""
"United Kingdom","2011","1.00",""
"United Kingdom","2010","0",""
"United Kingdom","2009","0",""
"United States of America","2012","3",""
"United States of America","2011","0.00",""
"United States of America","2009","0",""
"Uruguay","2012","0",""
"Uruguay","2011","0.00",""
"Uruguay","2010","0",""
"Uruguay","2009","0",""
"Uzbekistan","2011","0.00",""
"Uzbekistan","2010","0",""
"Uzbekistan","2009","0",""
"Venezuela (Bolivarian Republic of)","2012","0",""
"Venezuela (Bolivarian Republic of)","2011","0.00",""
"Venezuela (Bolivarian Republic of)","2010","0",""
"Venezuela (Bolivarian Republic of)","2009","0",""
"Viet Nam","2012","92",""
"Viet Nam","2011","189.00",""
"Zambia","2012","0",""
"Zambia","2011","0.00",""
"Zambia","2010","0",""
"Zambia","2009","0",""
"Zimbabwe","2012","63",""
"Zimbabwe","2009","0",""

