"Country or Area","Year(s)","Value","Value Footnotes"
"Georgia","2011","64.00",""
"Georgia","2010","22",""
"Georgia","2009","23",""
"Germany","2012","166",""
"Germany","2011","1607.00",""
"Germany","2010","780",""
"Germany","2009","574",""
"Ghana","2012","1613",""
"Ghana","2011","120.00",""
"Ghana","2010","641",""
"Ghana","2009","101",""
"Greece","2012","3",""
"Greece","2011","40.00",""
"Greece","2010","149",""
"Greece","2009","2",""
"Grenada","2012","0",""
"Grenada","2011","0.00",""
"Grenada","2010","0",""
"Grenada","2009","0",""
"Guatemala","2012","0",""
"Guatemala","2011","0.00",""
"Guatemala","2010","0",""
"Guatemala","2009","0",""
"Guinea","2012","6",""
"Guinea","2011","11.00",""
"Guinea","2010","45",""
"Guinea","2009","264",""
"Guinea-Bissau","2012","0",""
"Guinea-Bissau","2011","0.00",""
"Guinea-Bissau","2010","26",""
"Guinea-Bissau","2009","0",""
"Guyana","2012","0",""
"Guyana","2011","0.00",""
"Guyana","2010","0",""
"Guyana","2009","0",""
"Haiti","2012","0",""
"Haiti","2011","0.00",""
"Haiti","2010","24",""
"Haiti","2009","0",""
"Honduras","2012","0",""
"Honduras","2011","0.00",""
"Honduras","2010","0",""
"Honduras","2009","0",""
"Hungary","2012","2",""
"Hungary","2011","5.00",""
"Hungary","2010","0",""
"Hungary","2009","1",""
"Iceland","2012","0",""
"Iceland","2011","0.00",""
"Iceland","2010","0",""
"Iceland","2009","0",""
"India","2012","18668",""
"India","2011","29339.00",""
"India","2010","29808",""
"Indonesia","2012","15489",""
"Indonesia","2011","21893.00",""
"Indonesia","2010","16529",""
"Indonesia","2009","20818",""
"Iran (Islamic Republic of)","2012","332",""
"Iran (Islamic Republic of)","2011","73.00",""
"Iran (Islamic Republic of)","2010","538",""
"Iran (Islamic Republic of)","2009","262",""
"Iraq","2012","15",""
"Iraq","2011","15.00",""
"Iraq","2010","492",""
"Iraq","2009","30328",""
"Ireland","2012","107",""
"Ireland","2011","285.00",""
"Ireland","2010","443",""
"Ireland","2009","164",""
"Israel","2012","211",""
"Israel","2011","70.00",""
"Israel","2010","23",""
"Israel","2009","5",""
"Italy","2012","376",""
"Italy","2011","5189.00",""
"Italy","2010","372",""
"Italy","2009","351",""
"Jamaica","2012","0",""
"Jamaica","2011","0.00",""
"Jamaica","2010","0",""
"Jamaica","2009","0",""
"Japan","2012","228",""
"Japan","2011","434.00",""
"Japan","2010","450",""
"Japan","2009","741",""
"Jordan","2012","3",""
"Jordan","2011","0.00",""
"Jordan","2010","0",""
"Jordan","2009","0",""
"Kazakhstan","2012","55",""
"Kazakhstan","2011","127.00",""
"Kazakhstan","2010","4",""
"Kazakhstan","2009","0",""
"Kenya","2011","2395.00",""
"Kenya","2010","95",""
"Kenya","2009","1218",""
"Kiribati","2012","0",""
"Kiribati","2011","0.00",""
"Kiribati","2010","0",""
"Kiribati","2009","0",""
"Kuwait","2012","27",""
"Kuwait","2011","32.00",""
"Kuwait","2010","13",""
"Kyrgyzstan","2012","0",""
"Kyrgyzstan","2011","222.00",""
"Kyrgyzstan","2010","0",""
"Kyrgyzstan","2009","1",""
"Lao People's Democratic Republic","2012","32",""
"Lao People's Democratic Republic","2011","113.00",""
"Lao People's Democratic Republic","2010","153",""
"Lao People's Democratic Republic","2009","78",""
"Latvia","2012","3",""
"Latvia","2011","1.00",""
"Latvia","2010","0",""
"Latvia","2009","0",""
"Lebanon","2012","9",""
"Lebanon","2011","9.00",""
"Lebanon","2010","12",""
"Lebanon","2009","22",""
"Lesotho","2012","179",""
"Lesotho","2011","172.00",""
"Lesotho","2010","2488",""
"Lesotho","2009","0",""
"Liberia","2012","43",""
"Liberia","2011","279.00",""
"Liberia","2010","2200",""
"Liberia","2009","6",""
"Libya","2012","320",""
"Libya","2009","329",""
"Lithuania","2012","0",""
"Lithuania","2011","7.00",""
"Lithuania","2010","2",""
"Lithuania","2009","0",""
"Luxembourg","2012","2",""
"Luxembourg","2011","6.00",""
"Luxembourg","2010","0",""
"Luxembourg","2009","0",""
"Madagascar","2012","2",""
"Madagascar","2011","0.00",""
"Madagascar","2010","1",""
"Madagascar","2009","0",""
"Malawi","2012","11",""
"Malawi","2011","26.00",""
"Malawi","2010","118712",""
"Malawi","2009","21",""
"Malaysia","2012","1868",""
"Malaysia","2011","1569.00",""
"Malaysia","2010","73",""
"Malaysia","2009","153",""
"Maldives","2012","0",""
"Maldives","2011","0.00",""
"Maldives","2010","0",""
"Maldives","2009","6",""
"Mali","2012","341",""
"Mali","2011","24.00",""
"Mali","2010","1719",""
"Mali","2009","2939",""
"Malta","2011","3.00",""
"Malta","2010","0",""
"Malta","2009","1",""
"Marshall Islands","2012","0",""
"Marshall Islands","2011","0.00",""
"Marshall Islands","2010","0",""
"Marshall Islands","2009","0",""
"Mauritania","2012","35",""
"Mauritania","2011","234.00",""
"Mauritania","2010","1292",""
"Mauritania","2009","322",""
"Mauritius","2012","0",""
"Mauritius","2011","2.00",""
"Mauritius","2010","12",""
"Mauritius","2009","15",""
"Mexico","2012","0",""
"Mexico","2011","3.00",""
"Mexico","2010","0",""
"Mexico","2009","0",""
"Micronesia (Federated States of)","2012","0",""
"Micronesia (Federated States of)","2011","0.00",""
"Micronesia (Federated States of)","2009","0",""
"Monaco","2012","5",""
"Mongolia","2012","0",""
"Mongolia","2011","0.00",""
"Mongolia","2010","7",""
"Mongolia","2009","8",""
"Montenegro","2012","0",""
"Montenegro","2011","5.00",""
"Montenegro","2010","5",""
"Montenegro","2009","0",""
"Morocco","2011","982.00",""
"Morocco","2010","633",""
"Morocco","2009","834",""
"Mozambique","2012","145",""
"Mozambique","2011","177.00",""
"Mozambique","2010","2321",""
"Mozambique","2009","60",""
"Myanmar","2012","2175",""
"Myanmar","2011","2046.00",""
"Myanmar","2010","190",""
"Myanmar","2009","217",""
"Namibia","2012","86",""
"Namibia","2011","79.00",""
"Namibia","2010","3138",""
"Namibia","2009","4076",""
"Nauru","2012","11",""
"Nauru","2011","0.00",""
"Nauru","2009","0",""
"Nepal","2012","3362",""
"Nepal","2011","2359.00",""
"Nepal","2010","190",""
"Nepal","2009","189",""
"Netherlands","2012","10",""
"Netherlands","2011","51.00",""
"Netherlands","2010","15",""
"Netherlands","2009","15",""
"New Zealand","2012","68",""
"New Zealand","2011","597.00",""
"New Zealand","2010","43",""
"New Zealand","2009","198",""
"Nicaragua","2012","0",""
"Nicaragua","2011","0.00",""
"Nicaragua","2010","0",""
"Nicaragua","2009","0",""
"Niger","2012","272",""
"Niger","2011","771.00",""
"Niger","2010","372",""
"Niger","2009","801",""
"Nigeria","2012","6447",""
"Nigeria","2011","18843.00",""
"Nigeria","2010","8491",""
"Nigeria","2009","1272",""
"Niue","2012","0",""
"Niue","2011","0.00",""
"Niue","2010","0",""
"Niue","2009","0",""
"Norway","2012","4",""
"Norway","2011","39.00",""
"Norway","2010","3",""
"Norway","2009","2",""
"Oman","2012","13",""
"Oman","2011","5.00",""
"Oman","2010","3",""
"Oman","2009","19",""
"Pakistan","2012","8046",""
"Pakistan","2011","4386.00",""
"Pakistan","2010","4321",""
"Pakistan","2009","863",""
"Palau","2012","0",""
"Palau","2011","0.00",""
"Palau","2010","0",""
"Palau","2009","0",""
"Panama","2012","0",""
"Panama","2011","4.00",""
"Panama","2010","0",""
"Panama","2009","0",""
"Papua New Guinea","2012","0",""
"Papua New Guinea","2011","0.00",""
"Papua New Guinea","2010","0",""
"Papua New Guinea","2009","0",""
"Paraguay","2012","0",""
"Paraguay","2011","0.00",""
"Paraguay","2010","0",""
"Paraguay","2009","0",""
"Peru","2012","0",""
"Peru","2011","0.00",""
"Peru","2010","0",""
"Peru","2009","0",""
"Philippines","2012","1536",""
"Philippines","2011","6538.00",""
"Philippines","2010","6368",""
"Philippines","2009","1469",""
"Poland","2012","71",""
"Poland","2010","13",""
"Poland","2009","115",""
"Portugal","2012","23",""
"Portugal","2011","2.00",""
"Portugal","2010","5",""
"Portugal","2009","3",""
"Qatar","2012","160",""
"Qatar","2011","101.00",""
"Qatar","2010","295",""
"Qatar","2009","112",""
"Republic of Korea","2012","2",""
"Republic of Korea","2011","42.00",""
"Republic of Korea","2010","114",""
"Republic of Korea","2009","11",""
"Republic of Moldova","2012","11",""
"Republic of Moldova","2011","0.00",""
"Republic of Moldova","2010","0",""
"Republic of Moldova","2009","0",""
"Romania","2012","7450",""
"Romania","2011","4189.00",""
"Romania","2010","193",""
"Romania","2009","8",""
"Russian Federation","2012","2123",""
"Russian Federation","2011","629.00",""
"Russian Federation","2010","129",""
"Russian Federation","2009","101",""
"Rwanda","2012","75",""
"Rwanda","2011","31.00",""
"Rwanda","2010","121",""
"Rwanda","2009","5",""
"Saint Kitts and Nevis","2012","0",""
"Saint Kitts and Nevis","2011","0.00",""
"Saint Kitts and Nevis","2010","0",""
"Saint Kitts and Nevis","2009","0",""
"Saint Lucia","2012","0",""
"Saint Lucia","2011","0.00",""
"Saint Lucia","2010","0",""
"Saint Lucia","2009","0",""
"Saint Vincent and the Grenadines","2012","0",""
"Saint Vincent and the Grenadines","2011","0.00",""
"Saint Vincent and the Grenadines","2010","0",""
"Saint Vincent and the Grenadines","2009","1",""
"Samoa","2012","1",""
"Samoa","2011","0.00",""
"Samoa","2010","8",""
"Samoa","2009","0",""
"San Marino","2012","1",""
"San Marino","2011","0.00",""
"San Marino","2010","0",""
"San Marino","2009","0",""
"Sao Tome and Principe","2012","0",""
"Sao Tome and Principe","2011","0.00",""
"Sao Tome and Principe","2010","0",""
"Sao Tome and Principe","2009","0",""
"Saudi Arabia","2012","294",""
"Saudi Arabia","2011","362.00",""
"Saudi Arabia","2010","334",""
"Saudi Arabia","2009","82",""
"Senegal","2012","46",""
"Senegal","2011","18.00",""
"Senegal","2010","428",""
"Senegal","2009","984",""
"Serbia","2012","0",""
"Serbia","2011","370.00",""
"Serbia","2010","20",""
"Serbia","2009","1",""
"Seychelles","2012","0",""
"Seychelles","2011","0.00",""
"Seychelles","2010","0",""
"Seychelles","2009","0",""
"Sierra Leone","2012","678",""
"Sierra Leone","2011","1865.00",""
"Sierra Leone","2010","1089",""
"Sierra Leone","2009","31",""
"Singapore","2012","42",""
"Singapore","2011","148.00",""
"Singapore","2010","50",""
"Singapore","2009","16",""
"Slovakia","2012","0",""
"Slovakia","2011","0.00",""
"Slovakia","2010","0",""
"Slovakia","2009","0",""
"Slovenia","2012","2",""
"Slovenia","2011","22.00",""
"Slovenia","2010","2",""
"Slovenia","2009","0",""
"Solomon Islands","2012","0",""
"Solomon Islands","2011","0.00",""
"Solomon Islands","2010","0",""
"Solomon Islands","2009","0",""
"Somalia","2012","9983",""
"Somalia","2011","17298.00",""
"Somalia","2010","115",""
"Somalia","2009","13",""
"South Africa","2012","32",""
"South Africa","2011","92.00",""
"South Africa","2009","5857",""
"South Sudan","2012","1952",""
"South Sudan","2011","1256.00",""
"Spain","2012","1204",""
"Spain","2011","3802.00",""
"Spain","2010","302",""
"Spain","2009","41",""
"Sri Lanka","2012","51",""
"Sri Lanka","2011","60.00",""
"Sri Lanka","2010","79",""
"Sri Lanka","2009","21",""
"Sudan","2012","8523",""
"Sudan","2011","5616.00",""
"Sudan","2010","680",""
"Sudan","2009","68",""
"Suriname","2012","0",""
"Suriname","2011","0.00",""
"Suriname","2010","0",""
"Suriname","2009","0",""
"Swaziland","2012","0",""
"Swaziland","2011","0.00",""
"Swaziland","2010","313",""
"Swaziland","2009","26",""
"Sweden","2012","30",""
"Sweden","2011","26.00",""
"Sweden","2010","6",""
"Sweden","2009","3",""
"Switzerland","2012","61",""
"Switzerland","2011","621.00",""
"Switzerland","2010","77",""
"Switzerland","2009","958",""
"Syrian Arab Republic","2012","13",""
"Syrian Arab Republic","2011","13.00",""
"Syrian Arab Republic","2010","26",""
"Syrian Arab Republic","2009","22",""
"Tajikistan","2012","16",""
"Tajikistan","2011","1.00",""
"Tajikistan","2010","0",""
"Tajikistan","2009","0",""
"Thailand","2012","5197",""
"Thailand","2011","3066.00",""
"Thailand","2010","2534",""
"Thailand","2009","6071",""
"The former Yugoslav Republic of Macedonia","2012","7",""
"The former Yugoslav Republic of Macedonia","2011","701.00",""
"The former Yugoslav Republic of Macedonia","2010","217",""
"The former Yugoslav Republic of Macedonia","2009","5",""
"Timor-Leste","2012","16",""
"Timor-Leste","2011","763.00",""
"Timor-Leste","2010","50",""
"Timor-Leste","2009","10",""
"Togo","2012","238",""
"Togo","2011","187.00",""
"Togo","2010","120",""
"Togo","2009","425",""
"Tonga","2012","0",""
"Tonga","2011","0.00",""
"Tonga","2010","0",""
"Tonga","2009","0",""
"Trinidad and Tobago","2012","0",""
"Trinidad and Tobago","2011","0.00",""
"Trinidad and Tobago","2010","0",""
"Trinidad and Tobago","2009","0",""
"Tunisia","2012","48",""
"Tunisia","2011","11.00",""
"Tunisia","2010","1",""
"Tunisia","2009","1",""
"Turkey","2011","111.00",""
"Turkey","2010","7",""
"Turkey","2009","4",""
"Turkmenistan","2012","0",""
"Turkmenistan","2011","0.00",""
"Turkmenistan","2010","0",""
"Turkmenistan","2009","0",""
"Tuvalu","2012","0",""
"Tuvalu","2011","0.00",""
"Tuvalu","2010","0",""
"Tuvalu","2009","0",""
"Uganda","2012","2027",""
"Uganda","2011","3312.00",""
"Uganda","2010","1313",""
"Uganda","2009","1601",""
"Ukraine","2012","12746",""
"Ukraine","2011","1333.00",""
"Ukraine","2010","39",""
"United Arab Emirates","2012","132",""
"United Arab Emirates","2010","87",""
"United Kingdom","2012","2092",""
"United Kingdom","2011","1112.00",""
"United Kingdom","2010","443",""
"United Kingdom","2009","1212",""
"United Republic of Tanzania","2012","1668",""
"United Republic of Tanzania","2011","1622.00",""
"United Republic of Tanzania","2010","167",""
"United Republic of Tanzania","2009","1574",""
"United States of America","2012","55",""
"United States of America","2011","222.00",""
"United States of America","2009","71",""
"Uruguay","2012","0",""
"Uruguay","2011","0.00",""
"Uruguay","2010","0",""
"Uruguay","2009","0",""
"Uzbekistan","2011","476.00",""
"Uzbekistan","2010","117",""
"Uzbekistan","2009","0",""
"Vanuatu","2012","0",""
"Vanuatu","2011","0.00",""
"Vanuatu","2010","0",""
"Vanuatu","2009","0",""
"Venezuela (Bolivarian Republic of)","2012","1",""
"Venezuela (Bolivarian Republic of)","2011","0.00",""
"Venezuela (Bolivarian Republic of)","2010","0",""
"Venezuela (Bolivarian Republic of)","2009","0",""
"Viet Nam","2012","578",""
"Viet Nam","2011","750.00",""
"Viet Nam","2010","2809",""
"Viet Nam","2009","6582",""
"Yemen","2012","2177",""
"Yemen","2011","2676.00",""
"Yemen","2010","510",""
"Yemen","2009","130",""
"Zambia","2012","896",""
"Zambia","2011","13234.00",""
"Zambia","2010","15754",""
"Zambia","2009","26",""
"Zimbabwe","2012","0",""
"Zimbabwe","2011","0.00",""
"Zimbabwe","2010","9696",""
"Zimbabwe","2009","853",""

