"Country or Area","Year(s)","Value","Value Footnotes"
"Costa Rica","2010","7",""
"Costa Rica","2009","7",""
"Costa Rica","2008","3",""
"Costa Rica","2007","11",""
"Costa Rica","2006","10",""
"Costa Rica","2005","11",""
"Côte d’Ivoire","2012","1030",""
"Côte d’Ivoire","2011","770",""
"Côte d’Ivoire","2009","884",""
"Côte d’Ivoire","2008","998",""
"Côte d’Ivoire","2007","1204",""
"Côte d’Ivoire","2006","976",""
"Croatia","2010","0",""
"Croatia","2009","0",""
"Croatia","2008","0",""
"Croatia","2007","0",""
"Cuba","2012","258",""
"Cuba","2011","254",""
"Cuba","2010","248",""
"Cuba","2009","264",""
"Cuba","2008","233",""
"Cuba","2007","244",""
"Cuba","2006","183",""
"Cuba","2005","208",""
"Cyprus","2010","0",""
"Cyprus","2008","0",""
"Cyprus","2007","1",""
"Czech Republic","2010","0",""
"Czech Republic","2008","0",""
"Czech Republic","2007","0",""
"Democratic People's Republic of Korea","2012","0",""
"Democratic People's Republic of Korea","2011","0",""
"Democratic People's Republic of Korea","2005","0",""
"Democratic Republic of the Congo","2012","3607",""
"Democratic Republic of the Congo","2011","3949",""
"Democratic Republic of the Congo","2010","5049",""
"Democratic Republic of the Congo","2009","5062",""
"Democratic Republic of the Congo","2008","6114",""
"Democratic Republic of the Congo","2007","8820",""
"Democratic Republic of the Congo","2006","8257",""
"Democratic Republic of the Congo","2005","10737",""
"Denmark","2008","0",""
"Denmark","2007","0",""
"Djibouti","2012","2",""
"Djibouti","2011","6",""
"Djibouti","2010","1",""
"Djibouti","2009","2",""
"Djibouti","2008","0",""
"Djibouti","2005","0",""
"Dominica","2012","0",""
"Dominica","2010","0",""
"Dominica","2009","1",""
"Dominica","2007","0",""
"Dominican Republic","2012","124",""
"Dominican Republic","2011","154",""
"Dominican Republic","2010","144",""
"Dominican Republic","2009","167",""
"Dominican Republic","2008","154",""
"Dominican Republic","2007","164",""
"Dominican Republic","2006","177",""
"Dominican Republic","2005","155",""
"Ecuador","2012","86",""
"Ecuador","2011","112",""
"Ecuador","2010","134",""
"Ecuador","2009","81",""
"Ecuador","2008","83",""
"Ecuador","2007","107",""
"Ecuador","2006","95",""
"Ecuador","2005","116",""
"Egypt","2012","644",""
"Egypt","2011","649",""
"Egypt","2010","680",""
"Egypt","2009","700",""
"Egypt","2008","797",""
"Egypt","2007","887",""
"Egypt","2006","945",""
"Egypt","2005","1134",""
"El Salvador","2012","3",""
"El Salvador","2011","1",""
"El Salvador","2010","1",""
"El Salvador","2009","4",""
"El Salvador","2008","5",""
"El Salvador","2007","8",""
"El Salvador","2006","5",""
"El Salvador","2005","6",""
"Equatorial Guinea","2012","4",""
"Equatorial Guinea","2010","27",""
"Equatorial Guinea","2009","23",""
"Equatorial Guinea","2008","27",""
"Eritrea","2010","11",""
"Eritrea","2006","13",""
"Eritrea","2005","8",""
"Estonia","2010","0",""
"Estonia","2009","0",""
"Estonia","2008","0",""
"Estonia","2007","0",""
"Ethiopia","2012","3776",""
"Ethiopia","2011","5280",""
"Ethiopia","2010","4430",""
"Ethiopia","2009","4417",""
"Ethiopia","2008","4170",""
"Ethiopia","2007","4187",""
"Ethiopia","2005","4698",""
"Fiji","2012","3",""
"Fiji","2010","2",""
"Fiji","2009","2",""
"Fiji","2008","4",""
"Fiji","2007","6",""
"Fiji","2006","4",""
"Fiji","2005","4",""
"Finland","2010","0",""
"Finland","2008","0",""
"Finland","2007","0",""
"Gabon","2012","30",""
"Gabon","2011","32",""
"Gabon","2010","40",""
"Gabon","2009","26",""
"Gabon","2008","24",""
"Gabon","2007","27",""
"Gabon","2006","37",""
"Gabon","2005","30",""
"Gambia","2012","33",""
"Gambia","2011","30",""
"Gambia","2010","42",""
"Gambia","2009","34",""
"Gambia","2006","55",""
"Georgia","2008","0",""
"Germany","2009","1",""
"Germany","2007","0",""
"Ghana","2009","623",""
"Ghana","2008","557",""
"Ghana","2007","594",""
"Ghana","2005","803",""
"Grenada","2012","2",""
"Grenada","2009","0",""
"Guatemala","2012","0",""
"Guatemala","2011","3",""
"Guatemala","2010","3",""
"Guatemala","2009","1",""
"Guatemala","2008","3",""
"Guatemala","2006","4",""
"Guatemala","2005","3",""
"Guinea","2012","438",""
"Guinea","2011","498",""
"Guinea","2010","549",""
"Guinea","2009","636",""
"Guinea","2008","664",""
"Guinea","2007","803",""
"Guinea","2005","980",""
"Guinea-Bissau","2011","45",""
"Guinea-Bissau","2009","75",""
"Guinea-Bissau","2008","78",""
"Guinea-Bissau","2007","58",""
"Guinea-Bissau","2005","64",""
"Guyana","2012","19",""
"Guyana","2011","23",""
"Guyana","2010","26",""
"Guyana","2009","29",""
"Guyana","2008","28",""
"Guyana","2007","26",""
"Guyana","2006","39",""
"Guyana","2005","28",""
"Haiti","2010","26",""
"Haiti","2008","52",""
"Haiti","2007","29",""
"Haiti","2006","22",""
"Honduras","2012","4",""
"Honduras","2011","2",""
"Honduras","2010","2",""
"Honduras","2009","1",""
"Honduras","2008","1",""
"Hungary","2009","0",""
"Hungary","2008","0",""
"Hungary","2007","0",""
"Iceland","2010","0",""
"India","2012","134752",""
"India","2011","127295",""
"India","2010","126800",""
"India","2009","133717",""
"India","2008","134184",""
"India","2007","137685",""
"India","2006","139252",""
"India","2005","161457",""
"Indonesia","2012","18994",""
"Indonesia","2011","20023",""
"Indonesia","2010","17012",""
"Indonesia","2009","17260",""
"Indonesia","2008","17441",""
"Indonesia","2007","17723",""
"Indonesia","2006","17682",""
"Indonesia","2005","19695",""
"Iran (Islamic Republic of)","2012","21",""
"Iran (Islamic Republic of)","2011","36",""
"Iran (Islamic Republic of)","2010","46",""
"Iran (Islamic Republic of)","2009","32",""
"Iran (Islamic Republic of)","2008","35",""
"Iran (Islamic Republic of)","2007","25",""
"Iran (Islamic Republic of)","2006","64",""
"Iran (Islamic Republic of)","2005","79",""
"Iraq","2012","1",""
"Iraq","2011","1",""
"Iraq","2010","0",""
"Iraq","2009","1",""
"Iraq","2008","0",""
"Iraq","2007","0",""
"Iraq","2006","0",""
"Iraq","2005","0",""
"Israel","2010","3",""
"Israel","2008","5",""
"Israel","2007","5",""
"Italy","2010","5",""
"Italy","2007","2",""
"Jamaica","2009","7",""
"Jamaica","2008","4",""
"Jamaica","2007","6",""
"Jamaica","2006","6",""
"Jamaica","2005","9",""
"Japan","2012","3",""
"Japan","2010","4",""
"Japan","2009","2",""
"Japan","2008","3",""
"Japan","2007","11",""
"Japan","2006","7",""
"Japan","2005","6",""
"Jordan","2012","0",""
"Jordan","2011","0",""
"Jordan","2010","0",""
"Jordan","2009","0",""
"Jordan","2008","0",""
"Jordan","2007","0",""
"Jordan","2006","0",""
"Jordan","2005","0",""
"Kenya","2011","105",""
"Kenya","2010","126",""
"Kenya","2009","157",""
"Kenya","2008","167",""
"Kenya","2006","190",""
"Kenya","2005","158",""
"Kiribati","2012","94",""
"Kiribati","2011","111",""
"Kiribati","2010","182",""
"Kiribati","2009","96",""
"Kiribati","2008","42",""
"Kiribati","2007","63",""
"Kiribati","2006","41",""
"Kiribati","2005","34",""
"Kuwait","2012","16",""
"Kuwait","2011","16",""
"Kuwait","2010","21",""
"Kuwait","2009","1",""
"Kuwait","2008","0",""
"Kuwait","2007","20",""
"Kuwait","2005","6",""
"Kyrgyzstan","2010","0",""
"Lao People's Democratic Republic","2012","88",""
"Lao People's Democratic Republic","2011","93",""
"Lao People's Democratic Republic","2010","86",""
"Lao People's Democratic Republic","2009","101",""
"Lao People's Democratic Republic","2008","93",""
"Lao People's Democratic Republic","2007","125",""
"Lao People's Democratic Republic","2006","150",""
"Lao People's Democratic Republic","2005","143",""
"Latvia","2010","0",""
"Latvia","2008","0",""
"Latvia","2007","0",""
"Lebanon","2012","1",""
"Lebanon","2011","3",""
"Lebanon","2010","0",""
"Lebanon","2009","3",""
"Lebanon","2008","1",""
"Lebanon","2005","0",""
"Lesotho","2011","6",""
"Lesotho","2010","7",""
"Lesotho","2009","5",""
"Lesotho","2008","7",""
"Lesotho","2007","4",""
"Lesotho","2006","3",""
"Lesotho","2005","7",""
"Liberia","2011","662",""
"Liberia","2010","482",""
"Liberia","2009","415",""
"Liberia","2008","777",""
"Liberia","2007","319",""
"Liberia","2006","285",""
"Liberia","2005","267",""
"Libya","2012","4",""
"Libya","2011","3",""
"Libya","2010","7",""
"Libya","2009","5",""
"Libya","2008","5",""
"Libya","2007","8",""
"Libya","2006","6",""
"Lithuania","2010","0",""
"Lithuania","2008","0",""
"Luxembourg","2010","0",""
"Madagascar","2012","1474",""
"Madagascar","2011","1577",""
"Madagascar","2010","1520",""
"Madagascar","2009","1572",""
"Madagascar","2008","1763",""
"Madagascar","2007","1521",""
"Madagascar","2006","1536",""
"Madagascar","2005","2709",""
"Malawi","2010","321",""
"Malawi","2009","759",""
"Malaysia","2012","325",""
"Malaysia","2011","216",""
"Malaysia","2010","194",""
"Malaysia","2009","187",""
"Malaysia","2008","218",""
"Malaysia","2007","190",""
"Malaysia","2006","237",""
"Malaysia","2005","263",""
"Maldives","2012","7",""
"Maldives","2011","14",""
"Maldives","2010","7",""
"Maldives","2009","11",""
"Maldives","2008","6",""
"Maldives","2006","8",""
"Maldives","2005","15",""
"Mali","2012","228",""
"Mali","2011","226",""
"Mali","2010","363",""
"Mali","2009","346",""
"Mali","2007","455",""
"Mali","2006","509",""
"Mali","2005","537",""
"Malta","2010","0",""
"Malta","2008","1",""
"Malta","2007","1",""
"Marshall Islands","2012","137",""
"Marshall Islands","2011","116",""
"Marshall Islands","2010","110",""
"Marshall Islands","2009","44",""
"Marshall Islands","2008","46",""
"Marshall Islands","2007","64",""
"Mauritania","2009","34",""
"Mauritania","2005","115",""
"Mauritius","2010","3",""
"Mexico","2012","216",""
"Mexico","2011","215",""
"Mexico","2010","211",""
"Mexico","2009","114",""
"Mexico","2008","143",""
"Mexico","2007","243",""
"Mexico","2006","243",""
"Mexico","2005","289",""
"Micronesia (Federated States of)","2012","252",""
"Micronesia (Federated States of)","2011","196",""
"Micronesia (Federated States of)","2010","117",""
"Micronesia (Federated States of)","2009","122",""
"Micronesia (Federated States of)","2008","124",""
"Micronesia (Federated States of)","2007","141",""
"Micronesia (Federated States of)","2006","151",""
"Micronesia (Federated States of)","2005","260",""
"Mongolia","2012","0",""
"Mongolia","2010","0",""
"Mongolia","2009","0",""
"Mongolia","2008","0",""
"Mongolia","2007","0",""
"Mongolia","2006","0",""
"Mongolia","2005","0",""
"Montenegro","2010","0",""
"Montenegro","2007","0",""
"Morocco","2012","38",""
"Morocco","2011","51",""
"Morocco","2010","40",""
"Morocco","2009","41",""
"Morocco","2008","53",""
"Morocco","2007","38",""
"Morocco","2006","62",""
"Morocco","2005","43",""
"Mozambique","2012","758",""
"Mozambique","2011","1097",""
"Mozambique","2010","1207",""
"Mozambique","2009","1191",""
"Mozambique","2008","1313",""
"Mozambique","2007","2510",""
"Mozambique","2006","3637",""
"Mozambique","2005","5371",""
"Myanmar","2012","3013",""
"Myanmar","2011","3082",""
"Myanmar","2010","2936",""
"Myanmar","2009","3147",""
"Myanmar","2008","3365",""
"Myanmar","2007","3637",""
"Myanmar","2006","3721",""
"Myanmar","2005","3571",""
"Namibia","2011","6",""
"Namibia","2010","42",""
"Namibia","2009","4",""
"Nauru","2012","2",""
"Nauru","2010","2",""
"Nauru","2009","3",""
"Nauru","2008","2",""
"Nauru","2007","3",""
"Nepal","2012","3492",""
"Nepal","2011","3184",""
"Nepal","2010","3118",""
"Nepal","2009","4394",""
"Nepal","2008","4708",""
"Nepal","2007","4436",""
"Nepal","2006","4253",""
"Nepal","2005","6150",""
"New Zealand","2012","1",""
"New Zealand","2011","1",""
"New Zealand","2010","3",""
"Nicaragua","2012","8",""
"Nicaragua","2011","6",""
"Nicaragua","2009","6",""
"Nicaragua","2008","1",""
"Nicaragua","2006","5",""
"Niger","2012","464",""
"Niger","2011","364",""
"Niger","2010","447",""
"Niger","2009","555",""
"Niger","2008","486",""
"Niger","2007","610",""
"Niger","2006","655",""
"Nigeria","2012","3805",""
"Nigeria","2010","3913",""
"Nigeria","2009","4219",""
"Nigeria","2008","4899",""
"Nigeria","2007","4665",""
"Nigeria","2006","3544",""
"Nigeria","2005","5024",""
"Niue","2010","0",""
"Niue","2009","0",""
"Niue","2008","0",""
"Niue","2006","0",""
"Niue","2005","0",""
"Norway","2010","1",""
"Norway","2008","0",""
"Norway","2007","0",""
"Oman","2012","7",""
"Oman","2011","3",""
"Oman","2010","2",""
"Oman","2009","2",""
"Oman","2008","2",""
"Oman","2007","2",""
"Oman","2006","4",""
"Oman","2005","5",""
"Pakistan","2012","377",""
"Pakistan","2011","429",""
"Pakistan","2010","396",""
"Pakistan","2009","527",""
"Pakistan","2008","447",""
"Pakistan","2007","496",""
"Pakistan","2006","476",""
"Pakistan","2005","551",""
"Palau","2012","2",""
"Palau","2010","3",""
"Palau","2009","4",""
"Palau","2008","5",""
"Palau","2007","4",""
"Palau","2006","6",""
"Palau","2005","2",""
"Panama","2012","3",""
"Panama","2011","2",""
"Panama","2009","1",""
"Panama","2008","0",""
"Panama","2005","3",""
"Papua New Guinea","2012","283",""
"Papua New Guinea","2011","302",""
"Papua New Guinea","2010","281",""
"Papua New Guinea","2009","435",""
"Papua New Guinea","2008","422",""
"Papua New Guinea","2007","270",""
"Papua New Guinea","2006","385",""
"Papua New Guinea","2005","381",""
"Paraguay","2012","515",""
"Paraguay","2011","468",""
"Paraguay","2010","392",""
"Paraguay","2009","404",""
"Paraguay","2008","487",""
"Paraguay","2007","403",""
"Paraguay","2006","404",""
"Paraguay","2005","480",""
"Peru","2012","32",""
"Peru","2011","21",""
"Peru","2010","13",""
"Peru","2009","27",""
"Peru","2008","13",""
"Peru","2007","19",""
"Peru","2006","22",""
"Peru","2005","26",""
"Philippines","2012","2150",""
"Philippines","2011","1818",""
"Philippines","2010","2041",""
"Philippines","2009","1795",""
"Philippines","2008","2373",""
"Philippines","2007","2514",""
"Philippines","2006","2517",""
"Philippines","2005","3130",""
"Poland","2010","0",""
"Poland","2007","0",""
"Portugal","2010","15",""
"Portugal","2009","9",""
"Portugal","2007","12",""
"Qatar","2012","24",""
"Qatar","2011","25",""
"Qatar","2010","35",""
"Qatar","2009","46",""
"Qatar","2008","38",""
"Qatar","2006","22",""
"Republic of Korea","2012","5",""
"Republic of Korea","2011","7",""
"Republic of Korea","2010","6",""
"Republic of Korea","2009","5",""
"Republic of Korea","2008","7",""
"Republic of Korea","2007","12",""
"Republic of Korea","2006","15",""
"Republic of Korea","2005","15",""
"Romania","2010","0",""
"Romania","2007","0",""
"Russian Federation","2010","0",""
"Russian Federation","2007","0",""
"Rwanda","2012","41",""
"Rwanda","2011","43",""
"Rwanda","2010","36",""
"Rwanda","2009","28",""
"Rwanda","2008","34",""
"Rwanda","2005","61",""
"Saint Kitts and Nevis","2011","0",""
"Saint Kitts and Nevis","2010","1",""
"Saint Kitts and Nevis","2009","0",""
"Saint Lucia","2012","5",""
"Saint Lucia","2011","7",""
"Saint Lucia","2010","4",""
"Saint Lucia","2009","8",""
"Saint Lucia","2008","5",""
"Saint Lucia","2007","12",""
"Saint Lucia","2006","5",""
"Saint Lucia","2005","5",""
"Saint Vincent and the Grenadines","2012","0",""
"Saint Vincent and the Grenadines","2009","0",""
"Saint Vincent and the Grenadines","2007","0",""
"Samoa","2012","8",""
"Samoa","2010","12",""
"Samoa","2009","5",""
"Samoa","2008","6",""
"Samoa","2006","5",""
"Samoa","2005","7",""
"Sao Tome and Principe","2012","2",""
"Sao Tome and Principe","2010","0",""
"Sao Tome and Principe","2008","0",""
"Sao Tome and Principe","2005","0",""
"Saudi Arabia","2012","4",""
"Saudi Arabia","2011","6",""
"Saudi Arabia","2010","5",""
"Saudi Arabia","2009","15",""
"Saudi Arabia","2008","23",""
"Saudi Arabia","2007","20",""
"Saudi Arabia","2006","24",""
"Saudi Arabia","2005","30",""
"Senegal","2012","224",""
"Senegal","2009","271",""
"Senegal","2008","257",""
"Senegal","2007","282",""
"Senegal","2006","353",""
"Senegal","2005","356",""
"Serbia","2007","0",""
"Seychelles","2011","1",""
"Seychelles","2010","1",""
"Seychelles","2007","1",""
"Seychelles","2005","1",""
"Sierra Leone","2012","236",""
"Sierra Leone","2010","382",""
"Sierra Leone","2009","462",""
"Sierra Leone","2005","777",""
"Singapore","2012","15",""
"Singapore","2011","11",""
"Singapore","2010","11",""
"Singapore","2009","8",""
"Singapore","2008","10",""
"Singapore","2007","12",""
"Singapore","2006","12",""
"Singapore","2005","13",""
"Slovakia","2010","0",""
"Slovakia","2008","0",""
"Slovakia","2007","0",""
"Slovenia","2010","0",""
"Slovenia","2009","0",""
"Slovenia","2008","0",""
"Slovenia","2007","0",""
"Solomon Islands","2012","13",""
"Solomon Islands","2010","14",""
"Solomon Islands","2009","30",""
"Solomon Islands","2008","17",""
"Solomon Islands","2007","15",""
"Solomon Islands","2005","25",""
"Somalia","2012","139",""
"Somalia","2011","255",""
"Somalia","2010","47",""
"Somalia","2009","109",""
"Somalia","2008","125",""
"Somalia","2007","414",""
"Somalia","2006","390",""
"Somalia","2005","62",""
"South Africa","2012","15",""
"South Africa","2007","66",""
"South Africa","2006","38",""
"South Sudan","2012","1801",""
"South Sudan","2011","1799",""
"Spain","2010","10",""
"Spain","2009","17",""
"Spain","2008","17",""
"Spain","2007","19",""
"Sri Lanka","2012","2191",""
"Sri Lanka","2011","2178",""
"Sri Lanka","2010","2027",""
"Sri Lanka","2009","1875",""
"Sri Lanka","2008","1979",""
"Sri Lanka","2006","1993",""
"Sri Lanka","2005","1924",""
"Sudan","2012","727",""
"Sudan","2011","706",""
"Sudan","2010","2394",""
"Sudan","2009","2100",""
"Sudan","2008","1901",""
"Sudan","2007","1706",""
"Sudan","2006","884",""
"Sudan","2005","782",""
"Suriname","2012","27",""
"Suriname","2011","41",""
"Suriname","2010","28",""
"Suriname","2009","38",""
"Suriname","2008","40",""
"Suriname","2007","42",""
"Suriname","2006","41",""
"Suriname","2005","42",""
"Swaziland","2006","0",""
"Syrian Arab Republic","2011","2",""
"Syrian Arab Republic","2010","1",""
"Syrian Arab Republic","2009","4",""
"Syrian Arab Republic","2008","5",""
"Syrian Arab Republic","2007","2",""
"Syrian Arab Republic","2006","4",""
"Syrian Arab Republic","2005","7",""
"Tajikistan","2010","0",""
"Tajikistan","2007","0",""
"Thailand","2012","220",""
"Thailand","2011","280",""
"Thailand","2010","405",""
"Thailand","2009","300",""
"Thailand","2008","401",""
"Thailand","2007","506",""
"Thailand","2006","665",""
"Thailand","2005","638",""
"Timor-Leste","2012","70",""
"Timor-Leste","2011","83",""
"Timor-Leste","2010","87",""
"Timor-Leste","2009","160",""
"Timor-Leste","2008","154",""
"Timor-Leste","2007","184",""
"Timor-Leste","2006","248",""
"Timor-Leste","2005","288",""
"Togo","2009","162",""
"Togo","2007","173",""
"Togo","2006","171",""
"Togo","2005","188",""
"Tonga","2010","0",""
"Tonga","2009","0",""
"Tonga","2008","0",""
"Tonga","2007","0",""
"Tonga","2006","0",""
"Tonga","2005","0",""
"Trinidad and Tobago","2010","17",""
"Trinidad and Tobago","2009","26",""
"Trinidad and Tobago","2008","14",""
"Trinidad and Tobago","2007","30",""
"Trinidad and Tobago","2006","28",""
"Trinidad and Tobago","2005","31",""
"Tunisia","2012","0",""
"Tunisia","2011","3",""
"Tunisia","2010","2",""
"Tunisia","2009","1",""
"Tunisia","2008","1",""
"Tunisia","2007","0",""
"Tunisia","2006","1",""
"Tunisia","2005","1",""
"Turkey","2010","5",""
"Turkey","2009","5",""
"Turkey","2008","5",""
"Tuvalu","2012","3",""
"Tuvalu","2010","0",""
"Tuvalu","2009","0",""
"Tuvalu","2008","0",""
"Tuvalu","2007","1",""
"Tuvalu","2006","2",""
"Tuvalu","2005","0",""
"Uganda","2012","264",""
"Uganda","2011","342",""
"Uganda","2010","342",""
"Uganda","2009","346",""
"Uganda","2008","345",""
"Uganda","2007","389",""
"Uganda","2006","423",""
"Uganda","2005","552",""
"United Arab Emirates","2010","10",""
"United Arab Emirates","2009","0",""
"United Arab Emirates","2008","10",""
"United Arab Emirates","2007","11",""
"United Arab Emirates","2005","7",""
"United Kingdom","2012","19",""
"United Kingdom","2011","10",""
"United Kingdom","2010","2",""
"United Kingdom","2008","7",""
"United Kingdom","2007","4",""
"United Republic of Tanzania","2012","2528",""
"United Republic of Tanzania","2010","2349",""
"United Republic of Tanzania","2009","2654",""
"United Republic of Tanzania","2008","3276",""
"United Republic of Tanzania","2006","3450",""
"United Republic of Tanzania","2005","4237",""
"United States of America","2012","168",""
"United States of America","2011","173",""
"United States of America","2010","169",""
"United States of America","2009","161",""
"United States of America","2008","150",""
"United States of America","2006","137",""
"Uruguay","2012","5",""
"Uruguay","2011","12",""
"Uruguay","2010","11",""
"Uruguay","2009","8",""
"Uruguay","2008","10",""
"Uruguay","2007","4",""
"Uruguay","2006","7",""
"Uruguay","2005","6",""
"Uzbekistan","2010","0",""
"Vanuatu","2011","2",""
"Vanuatu","2010","3",""
"Vanuatu","2009","5",""
"Vanuatu","2008","0",""
"Vanuatu","2007","3",""
"Vanuatu","2005","0",""
"Venezuela (Bolivarian Republic of)","2012","692",""
"Venezuela (Bolivarian Republic of)","2011","577",""
"Venezuela (Bolivarian Republic of)","2010","636",""
"Venezuela (Bolivarian Republic of)","2009","567",""
"Venezuela (Bolivarian Republic of)","2008","586",""
"Venezuela (Bolivarian Republic of)","2007","683",""
"Venezuela (Bolivarian Republic of)","2006","768",""
"Venezuela (Bolivarian Republic of)","2005","768",""
"Viet Nam","2012","296",""
"Viet Nam","2011","748",""
"Viet Nam","2010","359",""
"Viet Nam","2009","413",""
"Viet Nam","2008","530",""
"Viet Nam","2007","588",""
"Viet Nam","2006","666",""
"Viet Nam","2005","746",""
"Yemen","2012","392",""
"Yemen","2011","299",""
"Yemen","2010","339",""
