Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,243.8775801,242.5757245,253.4106803,283.6753608,309.1902615,317.8776556,340.4145334,388.4777863,446.2288114,452.9222586,459.7769465,515.2095319,525.8675432,352.226872,394.856957,351.8797536,372.1354655,414.7402866,435.9322636,426.4087626,435.4692516,461.1374902,
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,24271.00206,23822.06012,24255.33858,28300.4631,32143.68141,36382.50792,40504.06073,44659.89514,46710.50558,40876.31015,47562.08343,52223.69611,52669.08996,52635.17496,50955.99832,43596.13554,42315.60371,45129.4293,46548.63841,46328.67184,43258.26387,51987.93905,
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,3949.137595,4354.549093,4940.210294,5947.615717,7178.016445,8363.477976,9482.092474,12022.26981,14601.09361,12319.522,12624.84736,13970.06689,13075.72899,13662.24109,14132.76797,12520.33649,12781.93211,14224.85778,16086.31826,16358.47415,16293.80003,18751.02651,
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,38865.02194,39638.79111,42458.73847,49335.74563,54659.45715,56242.89336,59011.03246,64989.15533,74175.19279,71568.31239,76531.37294,90476.75897,85836.20768,87304.33058,88724.99094,83806.4476,82153.07454,82254.37693,85217.36915,84121.93103,85656.32267,91991.60046,
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,44316.15359,42681.04174,45278.05847,49430.52909,57202.56103,58550.8346,63666.87724,75152.60978,,,,,,,,,,,,,,,
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,5097.114937,4606.878472,4479.153372,4824.203098,6185.506335,7561.830548,9418.062718,10461.36542,10783.17156,10182.86047,12767.78121,14628.57246,15406.49294,15833.2752,14666.34353,13569.9478,13785.68833,15045.52768,15795.70846,14631.94688,13094.45953,16265.09598,
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,959.3724836,1053.108243,1148.50829,1288.643252,1508.668098,1753.417829,2099.229435,2693.970063,3468.304602,3832.236432,4550.453108,5614.352135,6300.615118,7020.338485,7636.116601,8016.431435,8094.363367,8816.986905,9905.342004,10143.8382,10408.66976,12556.33312,
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,986.7773209,974.779976,1020.95053,1173.063935,1267.764901,1267.087222,1303.565029,1451.232587,1683.337661,1638.804766,1654.177832,1701.704734,1649.301739,1903.054321,2124.019559,1941.566336,1980.878142,2076.148,2275.49595,2238.811005,2288.119498,2549.041297,
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,700.1632136,706.9842108,780.2705836,976.5193473,1119.98093,1129.3579,1177.968662,1311.003014,1476.009215,1445.86032,1383.813759,1497.926667,1433.724035,1559.139125,1631.714084,1399.675331,1426.065517,1479.862349,1594.05999,1538.687947,1539.130559,1666.932734,
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,392.6263338,148.4471235,168.9448053,167.9815754,187.856781,211.5726332,247.5419489,277.6120796,317.8892146,290.1556869,324.827711,376.3749811,412.7762682,444.864361,472.266227,482.0645483,456.0279312,451.0890984,546.2125939,575.8827908,524.6666754,577.2092152,
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,1029.960689,859.4400043,910.8697462,1023.088542,1314.41136,1810.588815,2116.869044,2219.91239,2848.653425,2283.949984,2962.762254,3415.062563,3753.861207,3719.651217,3622.530293,2347.818499,1970.250249,2088.500117,2512.383979,2288.808138,1838.448139,2290.382891,
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2547.143528,2465.285852,2421.587055,2305.083058,2811.197871,3448.980365,3778.52666,4760.98121,5527.449953,5244.353266,6394.198705,7392.452361,8101.829092,8264.126896,8164.714495,6228.426299,5938.463856,6450.319585,6782.03792,6438.060183,5307.215228,6104.136709,
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,654.1804099,691.0419403,761.9479175,959.2289215,1090.427235,1103.195339,1155.085731,1289.79481,1454.651044,1409.106544,1384.063271,1526.832506,1483.95138,1595.989896,1608.687864,1322.936695,1357.266263,1414.586566,1531.337972,1510.797358,1519.586823,1577.471027,
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,1176.707258,1208.457932,1311.21495,1693.978552,1900.889,1972.784236,2220.097291,2997.703864,3503.511499,3292.498412,3192.3921,3537.139837,3262.647058,3427.177172,3405.933447,2891.884482,2978.19942,3132.621798,3442.742003,3434.562745,2924.101807,3293.233054,
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,3773.033793,3941.598643,4021.425361,4123.506487,4376.080428,4643.45857,5188.361792,6055.086779,6841.91146,6737.860245,8147.243985,9137.455823,9971.650902,10633.26725,10737.67888,11529.95453,11899.81326,12118.13341,12383.14997,12669.34107,12132.87688,12472.44373,
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,5246.595612,5368.47197,5594.319152,5938.533748,6453.143698,7248.407343,8192.984146,9053.246476,10222.72811,8592.549497,9271.773216,9948.838931,10417.9382,10542.78615,10711.77911,10473.83445,9781.008816,10075.83072,10353.11645,10429.33204,8851.424959,10063.6913,
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,2752.203783,2844.244437,3007.193074,3205.688398,3403.296163,3791.873006,4336.87333,4814.854876,4992.824494,5094.437562,5275.532601,6106.006792,6467.337914,6814.243844,7117.52691,7683.757891,8055.889907,8543.360968,8831.907222,9139.415856,9499.590202,,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,19446.45657,19886.67837,19762.73962,19552.66055,19260.26985,18881.83062,18788.80728,18956.09797,19024.17715,16109.86175,17717.59648,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,87187.6509,89963.92244,89707.45309,81401.25308,76875.96182,75438.33001,75468.85344,75688.08215,76613.40655,77298.62806,78861.11927,81258.03776,85234.84272,89871.91314,83329.45877,86568.76964,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,14388.34766,14821.44727,16093.21484,20252.23828,23792.62109,24959.25977,26729.32422,31244.92578,35397.36328,32109.24219,31105.39844,32486.42969,28993.34961,27799.11914,27245.36523,23487.125,24715.73047,26697.17188,29418.93555,29417.13867,28036.18945,31551.81641,
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,6029.038193,6637.041657,8060.868703,9818.568493,11749.85266,13430.6699,15261.79759,18466.54793,22804.57768,19861.69743,19960.06849,21871.26608,19870.80121,20133.16914,19890.91991,17829.69832,18575.23203,20636.19995,23424.48046,23664.84786,22992.87938,26821.24523,
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,23694.76048,23628.32721,25197.2656,30310.3576,34106.65812,34520.23965,36353.88033,41640.08087,45612.71062,41650.36783,41572.45595,46705.8958,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,47939.27829,46793.68676,46772.82535,51203.55447,
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,742.8656972,747.7791229,749.0816325,771.3742316,813.8979436,852.8901883,907.8179438,980.0310324,1131.635726,1164.251683,1227.820853,1322.726251,1418.460858,2102.197948,2239.114538,2409.311902,2545.738799,2655.73322,2755.838293,2876.043664,2917.996281,3150.436729,
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,4879.149773,4991.764173,4881.138793,5016.088237,5354.799195,5304.126097,5677.051175,6126.849496,6661.465047,7109.978253,7182.400203,7288.497948,7054.875977,7240.679119,7498.917522,7724.042411,8223.04145,7408.091301,7833.195013,8561.587011,7003.469891,7653.17187,
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61591.92887,59592.98069,60915.4244,68007.75667,
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2845.839167,2953.24112,3085.525528,2399.498091,2468.437673,3903.816238,4080.050027,4676.074963,5053.324577,5002.148442,5509.566837,5859.379217,6049.471741,6171.29557,6533.66686,6838.936594,7191.076572,7513.491343,7947.158207,8173.338007,7167.919159,8476.752157,
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1780.375874,1754.582838,1794.811114,2117.047545,2624.795232,3131.328532,3500.135413,3971.803488,4946.564017,3898.4797,4495.920448,5473.28055,5610.730894,5519.777576,5516.230604,4197.421361,3967.199451,4134.93672,4171.795011,4022.150184,3337.252512,3690.627878,
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,954.6574188,1007.259432,1104.741073,1238.72314,1425.597933,1637.976599,1956.726366,2454.314975,3080.630172,3316.798937,4006.365501,4860.871207,5376.041081,5882.272406,6291.464864,6501.868829,6591.282343,7149.207647,7944.551234,8169.167837,8262.479253,9771.648206,
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,1354.979261,1318.618251,1259.719449,1378.310685,1577.921557,1809.900064,2036.195976,2370.956967,2632.78124,2502.895065,2988.448105,3248.912173,3346.10889,3344.655796,3411.096711,3199.519646,3257.901212,3472.697624,3467.178198,3489.17025,3215.092925,3703.900123,
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,4089.051612,3769.108645,3796.53917,4141.300957,4609.603548,4881.346562,5134.817402,5695.521603,6518.964857,6661.465565,7721.630865,8890.703999,9435.961663,9468.439894,9694.448785,9586.901027,9854.946329,10452.71904,11310.49888,11482.53168,11475.46251,13041.78119,
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,1788.427329,1766.92005,2024.53053,2552.668009,3380.684154,4272.277834,5231.175305,6713.529771,8288.232168,6465.365498,7789.004312,9625.51745,10208.46535,10750.45007,9890.461057,7458.335046,7044.336289,7864.645065,7994.780168,8129.886017,7441.465307,8758.938553,
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,11666.83285,11768.70985,12865.11955,15599.86556,18128.20228,19225.53429,20749.85046,24158.44145,26480.38994,23197.25905,23640.56194,26148.38101,25090.21598,26086.27231,26316.59931,22556.57364,22379.64835,23643.40045,25243.79473,24870.26199,23984.27873,27152.47123,
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,1451.530885,1904.81367,2184.209244,2438.343684,2703.565671,3014.310009,3340.840903,3579.032244,4260.433184,4240.702593,4640.246344,5202.656459,5678.455721,6050.354611,6374.631486,6130.586676,6079.088736,6246.404252,6321.349401,6233.258167,5645.19929,5965.132871,
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,1398.859831,1327.096518,1144.532398,1056.937209,1016.253884,1133.105461,1332.33941,1586.472921,1941.899973,2212.218148,2509.772034,2645.622535,3059.135428,3088.890834,3196.861381,3370.382447,3331.612461,2315.896627,2407.086543,2869.576588,3398.801432,3698.834981,
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,20215.55369,20450.57671,22213.00242,27193.00196,31004.9761,31947.66797,33794.82226,38715.44386,42353.18619,38578.92139,37605.03661,40656.44142,37594.92275,39119.97733,39913.12512,34388.81001,35164.06706,37157.11326,40045.56602,39182.54834,38159.72991,42450.15377,
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,295.196924,305.601464,286.2975958,327.9757982,401.3745252,387.898961,420.5287398,450.4097137,459.1784027,602.0632238,504.9724602,643.7900423,,,,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,14749.68742,15369.00116,17106.68658,21510.83625,24907.00085,26429.15094,28389.07858,32591.35031,35510.72223,32169.50285,30532.48051,31677.90031,28322.94659,29077.18206,29513.65118,25754.36103,26537.15949,28185.32137,30379.72111,29581.51855,26959.67544,30103.51373,
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,4070.609024,4505.858332,5341.628947,7203.523038,8914.103557,10412.64431,12639.40007,16744.58445,18204.96648,14711.73527,14663.04461,17487.80478,17403.20533,19056.00192,20261.06673,17402.03761,18295.34293,20437.76538,23165.84948,23424.48471,23595.24368,27943.70122,
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,122.9622935,119.2618573,110.4608747,117.8601647,134.5424863,160.0767918,191.7512925,240.347972,320.8610897,373.8939587,335.4384953,348.0013483,458.5509208,490.791804,557.5341484,630.3126821,705.616305,755.7517677,758.2990596,840.4494515,918.6525941,925.077428,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,16947.59566,17199.11868,18760.98155,22967.48785,26307.60992,27343.5635,29092.70153,33590.3808,37049.56348,33483.37862,32969.75465,35768.28989,33170.5131,34564.11568,35278.80769,30484.52789,31175.15052,33089.22846,35751.21997,35079.46915,34330.36653,38411.06278,
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,858.5150261,835.8468257,802.3945005,820.3908323,1010.616254,1240.481164,1499.824688,1784.929062,2207.571757,1990.665878,2298.21375,2109.703427,2307.068559,2337.388722,2423.732741,1891.182273,1744.358329,1805.537597,1858.132956,1884.581577,1716.216385,1796.396294,
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,24345.91482,24967.79252,26997.75299,32927.68029,37772.17811,39054.85044,41222.602,48476.39273,53772.79424,47481.48454,46505.30318,51148.93164,47708.06128,49892.22336,50327.24029,42801.90812,43814.02651,46412.13648,49987.62616,48629.85823,49170.75215,53654.7503,
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2015.881172,1964.132793,2157.076596,2680.225507,3124.607389,3406.568258,3483.597185,3793.097385,3928.921739,3184.689123,3469.165917,4160.684021,4359.77535,4586.897921,5305.190923,5105.262627,5368.42324,5825.129207,6073.336388,5968.300559,4864.117047,4646.612723,
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,22416.42542,22449.33969,24288.27002,29627.92426,33797.16244,34768.1759,36470.21284,41557.62356,45515.96175,41737.76355,40676.06479,43846.46608,40870.85236,42602.71797,43068.54872,36652.92231,37062.53357,38781.04949,41557.85486,40494.89829,39055.28293,43658.97898,
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,23370.90099,25089.6439,27238.07384,31691.75019,35940.7029,36440.38296,41762.53535,48365.74395,51432.28584,47410.66378,48167.4534,51786.59674,50156.85097,55560.25174,60125.77212,52726.74224,56834.06851,59328.17477,62576.98993,63383.19615,61980.29002,69010.3098,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2088.209544,2152.52528,2165.48682,2195.187156,2155.78169,2256.011357,2298.636458,2344.403462,2420.749006,2598.403604,2760.01134,2885.441249,3023.585446,2920.700863,2928.448782,2891.322103,3022.653627,3320.354976,3623.329337,3699.081514,3639.412699,3571.336769,
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,3991.157022,3844.561312,3976.646951,4724.25501,5483.144907,6570.962804,6873.454312,8036.920258,9732.227428,7325.909871,8399.596703,10273.79901,9348.515572,9250.081564,9255.368597,7090.45461,6722.198393,6975.695793,7694.906045,7523.862278,6680.08267,8635.325694,
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,28290.9725,27886.79859,30079.66004,34479.39293,40390.78583,42131.6994,44536.61972,50435.37029,47429.93634,38821.17958,39693.19387,42150.69814,42485.58607,43449.09172,47447.58893,45071.07432,41146.07736,40621.33448,43306.3083,42747.08046,40318.55757,46510.28278,
